PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PP12HI2,PP12HI3,PP12HI4,PP12HI5,PP12HI6,PP12HI7,PP12HI8,PP12HI9,PP12HI10,PP12HI11,PP12HI12,PP12HI13,PP12HI14,PP12HI15,PP12HI16,PP12HI17,PP12HI18,PP12HI19,PP12HI20,PP12HI21,PP12HI22,PP12HI23,PP12HI24,PP12HI25,PP12HI26,PP12HI27,PP12HI28,PP12HI29,PP12HI30,PP12HI31,PP12HI32,PP12HI33,PP12HI34,PP12HI35,PP12HI36,PP12HI37,PP12HI38,PP12HI39,PP12HI40,PP12HI41,PP12HI42,PP12HI43,PP12HI44,PP12HI45,PP12HI46,PP12HI47,PP12HI48,PP12HI49,PP12II2,PP12II3,PP12II4,PP12II5,PP12II6,PP12II7,PP12II8,PP12II9,PP12II10,PP12II11,PP12II12,PP12II13,PP12II14,PP12II15,PP12II16,PP12II17,PP12II18,PP12II19,PP12II20,PP12II21,PP12II22,PP12II23,PP12II24,PP12II25,PP12II26,PP12II27,PP12II28,PP12II29,PP12II30,PP12II31,PP12II32,PP12II33,PP12II34,PP12II35,PP12II36,PP12II37,PP12II38,PP12II39,PP12II40,PP12II41,PP12II42,PP12II43,PP12II44,PP12II45,PP12II46,PP12II47,PP12II48,PP12II49,PH1I1,PH2I2,PH2I3,PH2I4,PH2I5,PH3I2,PH3I3,PH4I2,PH4I3,PH4I4,PH11I1,PH11I2,PH11I3,PH11I4,PAVGFAM,PDENSITY,PTT30,PTT3059,PTT60,PTT30PUB,PTT30OTH,PTT3059PUB,PTT3059OTH,PTT60PUB,PTT60OTH,PHHLI,PHHNLI,PPVTOT,PPV50,PPV5099,PPV100124,PPV125149,PPV150184,PPV185199,PPV200UP,PFPVTOT,PFBPV,PFBPV18,PFBPV5,PFBPV517,PMFBPV18,PMFBPV5,PMFBPV517,PFFBPV18,PFFBPV5,PFFBPV517,PCIVIL,PP42I1,PP42I2,PP42I3,PP42I4,PP42I5,PP42I6,PP42I7,PP42I8,PP42I9,PP42I10,PCVPOP18UP,PMCV1864,PMCV65UP,PFCV1864,PFCV65UP,PMVT1864,PMNVT1864,PMVT65UP,PMNVT65UP,PFVT1864,PFNVT1864,PFVT65UP,PFNVT65UP,PTOTOCH,POWNOCH,PRNTOCH,PMHI,PMHINA,PMHIIS,PPCINCOME,PPCINNA,PPCINIS,PMCR,PMVOWNH,PEDPOP,PBLHS,PSMHS,PHSG,PSMCLG,PCLG,PADD,PMEDPOP,PMBLHS,PMSMHS,PMHSG,PMSMCLG,PMCLG,PMADD,PFEDPOP,PFBLHS,PFSMHS,PFHSG,PFSMCLG,PFCLG,PFADD,PS_PREFA,PS_PREFB,PS_PREFC,PS_VISA,PS_VISB,PS_VISC,PF_NDX,VT_NDX
51127700100,VA00_QUINTON,51,VA,3.74332108093,-7.70267035635,3.74647057547,-7.70555099812,392.55,266,31,25,18,26,10,3,4,9,22,22,20,22,20,13,6,1,7,4,1,1,1,0,0,212,24,18,26,11,8,2,0,6,20,16,13,14,10,16,12,4,2,1,0,3,4,1,1,8977,444,551,575,348,174,96,73,229,417,500,587,693,851,822,761,288,437,245,269,280,161,102,74,8766,429,451,550,327,171,59,62,213,425,496,608,712,836,840,777,304,397,211,237,267,150,145,99,10524,0,0,0,10524,9768,756,6099,2370,1299,25134,16785,5040,3309,2.988,65.4317,4904,5991,717,27,4877,8,5983,25,692,278,8948,24089,581,856,809,549,1462,316,19516,6986,253,65,0,62,0,0,0,98,0,54,25152,551,533,447,0,0,86,18,0,0,18,19388,8264,1403,8044,1677,1631,6633,810,593,169,7875,0,1677,9226,8171,1055,65216.2508,51042.6261,0,29484.3454,20241.9399,0,697.1507,228550.6303,17817,926,2112,6583,4783,2426,987,8782,565,1301,3368,1959,1102,487,9035,361,811,3215,2824,1324,500,2113,1126.4286,839.7918,9766,5320,4041,0.3974,0.4138
51131930100,VA00_EXMORE,51,VA,3.75094403617,-7.58099060288,3.75384877972,-7.58317089875,265.8,630,80,53,54,27,25,11,16,43,77,58,49,36,27,21,13,4,11,6,5,6,3,0,5,449,61,58,45,11,11,10,8,19,55,46,26,22,26,20,7,6,7,4,2,2,1,0,2,4302,170,231,216,132,68,33,23,94,191,173,217,260,287,349,373,156,250,149,215,266,213,131,105,4618,155,211,185,133,86,25,39,97,179,174,249,234,315,386,432,187,269,163,210,291,237,172,189,8963,0,0,0,8963,6864,2099,2429,2445,1990,16058,6249,4893,4916,2.9574,61.8476,5355,1040,174,0,5355,43,997,3,171,285,6227,16329,831,1680,1526,1191,1201,582,9318,4119,413,13,0,13,9,9,0,210,73,93,16167,381,272,148,0,124,0,109,0,0,109,12553,4309,1191,5296,1757,719,3590,533,658,123,5173,9,1748,6512,4815,1697,37866.0107,0,0,22507.3363,0,0,394.1762,167964.4652,11590,935,1275,4379,2924,1403,674,5049,449,638,1907,1156,589,310,6541,486,637,2472,1768,814,364,2232,2573.522,1492.0122,9971,12034,6356,0.6685,0.6374
51131930300,VA00_NORTHAMPTON,51,VA,3.72510574645,-7.58880754732,3.7257298,-7.5978124,87.04,146,17,17,10,8,6,6,2,16,16,3,13,8,9,4,6,1,1,0,1,2,0,0,0,117,18,12,12,7,6,1,3,8,13,9,5,5,8,3,2,0,0,0,2,0,1,0,2,1165,48,61,58,25,24,8,11,23,55,51,53,60,97,104,92,54,67,45,60,71,45,39,14,1235,44,46,60,40,24,11,6,33,49,54,52,63,119,99,112,52,51,34,59,80,54,45,48,2734,0,0,0,2734,1861,873,634,578,649,4188,1583,1137,1468,2.8947,48.1705,1715,227,33,4,1711,8,219,10,23,118,1793,4532,434,551,160,319,402,55,2611,1174,251,49,0,49,20,11,9,63,53,10,4193,5,0,0,0,0,0,5,0,0,5,3672,1329,479,1339,525,259,1070,154,325,59,1280,0,525,1911,1333,578,36856,0,0,22843,0,0,470,215000,3313,331,324,1013,901,478,266,1589,160,179,550,284,264,152,1724,171,145,463,617,214,114,704,708.3471,438.4272,3554,3655,2305,0.6228,0.6486
51133020100,VA00_LOTTSBURG,51,VA,3.79739875173,-7.65265943883,3.7973556,-7.6540943,49.19,154,17,12,14,9,8,4,8,14,19,12,11,7,5,6,2,1,1,0,2,0,1,1,0,101,15,12,4,5,6,1,3,3,14,9,6,7,5,1,5,1,1,0,0,0,2,1,0,1287,46,66,68,31,17,8,7,32,44,50,51,72,94,104,80,43,66,60,82,102,68,55,41,1374,43,50,66,33,20,10,18,24,42,44,61,80,89,81,113,53,104,62,80,110,74,60,57,2420,0,0,0,2420,1656,764,672,634,350,3903,1695,1264,944,2.9029,79.3507,908,228,202,0,908,0,228,0,202,55,1521,3628,121,260,84,284,551,50,2278,1064,75,24,0,24,0,0,0,36,0,0,3903,0,0,0,0,0,0,0,0,0,0,2900,936,468,960,536,111,825,230,238,0,960,0,536,1576,1380,196,44219,0,0,25066,0,0,528,173700,2775,277,339,887,764,363,145,1323,141,177,378,397,129,101,1452,136,162,509,367,234,44,772,679.2923,246.5478,4752,3830,1506,0.3194,0.3169
51133020300,VA00_HEATHSVILLE,51,VA,3.77995688366,-7.64505606083,3.77949255106,-7.64419931381,331.61,240,20,18,14,17,7,5,9,15,30,31,23,9,12,5,5,1,3,4,5,2,3,1,1,163,22,14,15,5,7,2,0,8,15,13,10,8,6,9,5,1,9,2,2,3,2,2,3,7997,243,265,334,206,134,52,60,145,286,317,335,372,537,600,661,286,519,330,523,670,507,360,255,8190,219,275,269,167,107,43,40,153,235,242,267,352,510,648,743,347,602,360,495,657,513,443,503,15211,0,0,0,15211,10212,4999,4568,3677,1967,22200,11019,6878,4303,2.709,71.3362,7020,1755,831,0,7020,16,1739,41,790,365,9990,22562,870,1485,900,1157,1317,847,15986,6936,460,70,21,49,44,33,11,218,0,154,22219,1456,1437,1293,5,139,0,19,0,0,19,20591,7322,3048,6701,3520,1182,6140,1908,1140,94,6607,44,3476,10355,8272,2083,48156.3102,0,0,27447.8779,3770,0,591.7268,253401.0638,19283,1076,2525,6030,5349,2783,1520,9715,618,1382,3318,2231,1319,847,9568,458,1143,2712,3118,1464,673,4831,5424.7965,4018.0907,28587,32343,24482,0.8317,0.8564
51135000100,VA00_BLACKSTONE,51,VA,3.71093880713,-7.79384425123,3.70966813679,-7.79836561524,112.69,185,23,8,7,9,5,4,2,16,34,17,22,11,8,2,6,2,1,1,1,3,1,2,0,122,16,17,12,5,2,1,2,7,11,15,10,8,4,3,4,1,0,0,1,3,0,0,0,1504,81,93,111,62,31,16,11,46,84,78,71,104,116,119,115,39,52,38,53,71,42,39,32,1643,83,89,96,58,31,16,11,42,90,89,86,93,143,116,104,47,64,44,69,73,63,68,68,2821,1476,0,1476,1345,2426,395,871,567,988,5896,2476,1119,2301,3.1767,53.8641,1788,688,535,18,1770,0,688,17,518,110,2297,6609,658,500,182,418,833,134,3884,1639,178,8,0,8,0,0,0,65,28,16,5911,174,159,0,0,159,0,15,0,0,15,5408,2429,349,1939,691,321,2108,150,199,4,1935,0,691,2407,1307,1100,36052,0,0,20612,0,0,522,134700,4919,350,958,1828,1040,337,406,2445,178,506,949,614,82,116,2474,172,452,879,426,255,290,718,568.9548,307.8298,4501,3700,2088,0.4287,0.4639
51135000300,VA00_CREWE,51,VA,3.72403094231,-7.82127571578,3.72400097022,-7.81980256108,590.25,389,30,28,21,15,18,19,16,38,42,52,25,26,17,13,10,3,2,4,2,4,3,0,1,233,32,24,18,13,5,2,3,15,19,31,16,12,7,9,9,4,3,2,1,4,1,1,2,8216,378,424,469,243,462,324,308,443,392,433,409,545,644,641,532,176,282,176,218,306,202,131,78,6857,407,388,394,209,153,60,73,207,345,368,398,430,582,555,526,196,269,170,251,301,237,176,162,9684,1247,0,1247,8437,8274,1410,3842,2431,2001,21115,10684,4991,5440,3.0909,40.2357,4798,2195,1682,4,4794,0,2195,6,1676,438,7671,21118,1316,1321,1498,781,1310,873,14019,5695,480,193,24,108,52,52,0,138,0,128,21151,2634,1662,1371,0,0,291,972,936,0,36,17362,7552,1688,6174,1948,1209,6343,878,810,109,6065,19,1929,8109,6091,2018,43278.8753,0,0,21651.1602,0,0,470.6184,152985.3883,14924,1170,2225,6085,3578,1066,800,7614,780,1277,3090,1482,471,514,7310,390,948,2995,2096,595,286,2139,1773.7934,883.1175,11165,9683,4879,0.4129,0.437
51137110104,VA00_LOCUST GROVE,51,VA,3.83114718733,-7.78061485526,3.83312181624,-7.77775282177,62.81,241,26,28,25,13,9,6,0,8,13,14,19,26,20,6,5,2,5,3,4,3,3,1,2,238,25,25,27,12,4,1,3,11,17,16,16,22,14,11,6,4,5,2,4,6,4,0,3,5192,292,304,336,207,98,45,34,124,228,268,320,343,368,347,326,118,230,163,215,343,249,155,79,5484,293,299,330,182,84,40,35,132,244,301,323,379,363,346,362,165,307,167,275,356,236,160,105,5745,4368,0,4368,1377,4939,806,3265,996,678,12749,8858,1886,2005,2.9873,202.9927,1306,2059,1701,0,1306,0,2059,247,1454,493,4334,12056,76,347,213,200,545,202,10473,3811,111,0,0,0,72,15,57,31,0,0,12749,0,0,0,0,0,0,0,0,0,0,9233,3241,1133,3648,1211,999,2242,881,252,95,3553,12,1199,4827,4198,629,69346.1061,0,0,32775.9365,0,0,1259.1558,293317.151,8615,141,506,2286,3021,1814,847,4139,76,228,1155,1357,837,486,4476,65,278,1131,1664,977,361,2018,1301.4439,963.1254,10828,7321,5596,0.4773,0.5168
51137110300,VA00_SOMERSET,51,VA,3.82313100082,-7.80609313441,3.82278018012,-7.80830001641,277.98,379,41,47,41,17,18,6,9,25,32,34,33,30,13,12,10,2,1,1,0,3,2,2,0,281,36,29,25,13,9,8,6,12,31,21,22,18,15,9,10,1,6,1,1,1,3,2,2,8024,473,507,541,312,172,70,56,246,427,469,476,585,705,676,551,233,272,154,264,337,224,157,117,8333,432,439,507,289,176,69,67,239,441,465,501,573,690,645,601,255,327,196,258,388,281,221,273,8871,2054,0,2054,6817,7956,915,3661,1968,2327,20131,10454,3988,5689,3.0951,74.5815,4715,2474,1228,25,4690,4,2470,41,1187,427,7415,19962,1133,1553,913,1089,1493,324,13457,5497,553,226,58,140,10,10,0,131,43,56,20174,601,558,379,0,179,0,43,0,0,43,15749,6154,1470,6209,1916,928,5226,888,582,173,6036,13,1903,7842,5739,2103,47703.3043,0,0,22726.3083,0,0,599.1465,224594.0582,14392,1199,1961,5579,3368,1667,618,6847,553,917,2751,1488,853,285,7545,646,1044,2828,1880,814,333,2362,2356.7853,1481.1174,11537,11114,7245,0.6271,0.628
51139030200,VA00_LURAY,51,VA,3.86589451647,-7.84481268139,3.86365334015,-7.8467171039,223.04,163,22,14,13,10,6,2,2,11,11,18,22,7,10,2,4,0,1,1,4,1,1,0,1,136,19,20,10,5,4,0,2,5,13,9,9,4,7,9,3,2,4,3,1,3,3,1,0,8474,440,513,503,339,173,100,89,260,457,471,506,611,705,647,612,234,346,195,323,386,261,175,128,8667,415,469,475,356,177,84,95,259,425,440,523,572,720,646,630,239,351,217,318,415,327,251,263,8880,2224,0,2224,6656,7351,1529,2971,2246,2134,17891,8180,4542,5169,2.9984,81.0847,4400,1568,1925,0,4400,45,1523,9,1916,363,7097,18388,657,1659,1055,1133,1721,227,11936,5018,431,248,69,112,16,8,8,125,105,12,17903,194,182,75,0,107,0,12,0,0,12,14608,5822,1439,5503,1844,794,5028,827,612,29,5474,38,1806,7460,5493,1967,42276.4854,0,0,23779.6734,0,0,452.6523,178567.231,13105,1312,2279,5463,2544,962,545,6482,813,1236,2673,1016,434,310,6623,499,1043,2790,1528,528,235,2080,1826.0055,1609.7731,9283,7990,6985,0.7739,0.7525
51141030100,VA00_STUART,51,VA,3.66783260269,-8.02843537012,3.66557863189,-8.02821133782,483.1,236,22,23,26,10,7,3,4,10,24,20,25,14,16,6,7,2,3,3,3,2,2,3,1,208,39,26,17,13,11,2,0,10,9,13,14,8,17,10,5,1,0,1,6,3,2,0,1,8184,398,405,442,310,154,74,55,202,351,396,522,591,671,647,622,259,404,232,387,437,300,188,137,8496,360,376,466,274,167,62,70,214,319,404,525,521,649,684,640,263,441,246,368,499,383,279,286,10083,0,0,0,10083,8081,2002,2951,3319,1811,18287,7885,6567,3835,2.8224,38.274,4706,1932,530,48,4658,13,1919,11,519,252,7092,18242,581,2071,1011,890,1476,990,11223,5091,531,150,29,83,15,0,15,197,65,132,18299,203,191,31,0,160,0,12,0,0,12,14971,5557,1706,5592,2116,708,4849,864,842,0,5592,39,2077,7344,5973,1371,35163.6909,10917,0,18396.2312,2140.4828,0,316.6003,102855.4495,13542,1677,1825,4988,3760,985,307,6444,946,1022,2303,1608,452,113,7098,731,803,2685,2152,533,194,2537,1347.2586,1122.1333,12999,7707,6130,0.4423,0.4716
51143010200,VA00_HURT,51,VA,3.71284144085,-7.92991919514,3.71160571243,-7.92931809508,106.21,51,7,4,1,3,4,1,0,7,8,1,2,1,3,4,0,2,0,1,0,0,1,1,0,64,6,6,8,5,3,0,0,3,5,2,6,2,3,3,5,0,2,0,2,3,0,0,0,4290,208,242,245,161,110,44,38,122,219,203,238,293,325,365,328,109,174,125,178,207,168,100,88,4693,201,212,240,165,102,41,45,146,224,196,252,301,366,340,337,115,223,126,184,283,209,184,201,5792,2234,0,2234,3558,5083,709,2092,1649,1342,11746,5504,3137,3105,2.8898,111.5921,3004,1775,156,3,3001,19,1756,0,156,99,4939,11691,627,1204,939,468,704,363,7386,3256,370,107,5,82,17,0,5,161,15,81,11746,106,106,0,0,106,0,0,0,0,0,9231,3416,849,3718,1248,462,2954,428,421,4,3714,12,1236,5038,3781,1257,38551.9788,0,0,21774.6706,0,0,350.9547,109992.1978,8186,931,1232,3055,1873,787,308,3788,530,572,1415,786,362,123,4398,401,660,1640,1087,425,185,1454,1290.9096,850.1722,7205,6272,4215,0.5847,0.585
51143010500,VA00_CHATHAM,51,VA,3.68218198312,-7.95172689535,3.68137926465,-7.9480291897,181.66,147,8,8,9,2,5,2,8,21,16,16,18,10,8,7,6,1,1,1,0,0,0,0,0,70,5,9,6,4,1,3,1,4,3,4,11,3,7,2,1,1,0,0,1,2,0,0,2,3119,127,172,193,110,57,28,35,109,138,160,207,224,266,259,275,100,143,71,119,122,77,78,49,3000,138,135,154,110,57,30,32,71,136,150,176,196,235,230,233,105,133,86,113,139,113,98,130,4573,0,0,0,4573,3676,897,1440,1351,885,8450,3796,2678,1976,2.9141,50.4727,1833,1088,369,25,1808,0,1088,12,357,154,3382,7793,246,797,279,611,500,382,4978,2241,172,3,0,3,17,9,8,105,58,34,8502,719,667,615,0,52,0,52,0,0,52,6751,2724,545,2640,842,431,2293,237,308,16,2624,0,842,3536,2770,766,36774.7064,0,0,20237.2489,0,0,336.2637,102489.0975,6280,612,1093,2180,1487,633,275,3026,347,603,1033,719,223,101,3254,265,490,1147,768,410,174,954,606.6746,324.0784,4245,2569,1350,0.3397,0.318
51143010600,VA00_GRETNA,51,VA,3.69500401571,-7.9318839541,3.69611049581,-7.9335494347,383.69,120,8,10,14,5,4,1,6,6,11,12,11,9,6,2,5,0,3,0,1,3,1,1,1,77,10,11,9,6,1,1,1,4,5,4,4,2,2,6,2,1,2,1,0,2,1,1,1,4635,207,239,277,161,103,39,33,122,215,208,252,335,376,421,396,122,222,150,184,247,163,99,64,4855,227,240,223,160,84,41,31,129,212,221,244,297,389,413,374,144,249,130,224,276,217,161,169,7675,0,0,0,7675,5774,1901,2225,2186,1363,13325,5922,4345,3058,2.905,34.8592,3155,1644,399,0,3155,0,1644,13,386,237,5557,13218,824,1590,770,575,1073,584,7802,4012,567,181,3,151,9,0,0,197,46,142,13328,50,47,0,0,47,0,3,0,0,3,10686,3925,1132,4079,1550,487,3438,432,700,30,4049,0,1550,5794,4683,1111,34304.5713,0,0,18946.324,0,0,324.7174,93883.6216,9657,1254,1389,3721,2437,588,268,4563,616,728,1741,1042,309,127,5094,638,661,1980,1395,279,141,1519,927.675,633.9765,7232,4310,2972,0.4174,0.411
51147930201,VA00_FARMVILLE,51,VA,3.74350673165,-7.83039980655,3.73630249756,-7.83504066067,448.77,292,24,23,24,9,27,12,11,26,32,20,18,18,12,12,5,5,5,1,0,3,0,4,1,245,22,20,28,12,29,11,11,17,12,15,19,14,13,5,6,1,3,2,2,0,0,2,1,7735,345,383,372,265,486,306,284,535,449,407,402,453,502,515,446,202,278,146,218,277,206,156,102,8849,319,343,367,219,958,581,449,528,404,323,411,458,525,518,491,176,301,149,240,308,259,215,307,10835,2929,0,2929,7906,9512,1323,3727,2329,3456,22966,10054,4734,8178,3.0775,58.7538,6550,2198,1206,0,6550,81,2117,0,1206,756,8200,22940,2241,1984,1382,1686,1790,435,13422,5631,671,143,26,76,23,0,23,347,65,139,23032,3401,982,725,19,238,0,2419,2353,0,66,20655,8048,1621,8901,2085,991,7057,586,1035,173,8728,12,2073,8956,6125,2831,37032.0987,0,0,18477.498,0,0,556.8343,153007.3959,15128,1516,2039,5896,3153,1546,978,7001,903,1114,2822,1155,554,453,8127,613,925,3074,1998,992,525,2547,1580.3179,1215.6346,12916,8550,6516,0.4773,0.5045
51153900501,VA00_WOODBRIDGE,51,VA,3.85929603653,-7.73850053025,3.86359745804,-7.73192309425,190.32,27158,3044,2732,2461,1500,905,416,460,1388,2508,2642,2594,2091,1642,1129,710,196,233,141,118,136,61,30,21,25471,2789,2585,2313,1301,858,380,374,1159,2294,2560,2318,1938,1490,1135,776,198,239,157,166,194,108,78,61,50944,3241,3006,3120,1897,1143,600,628,2854,3897,3461,3415,3633,4312,4424,3698,1325,1877,914,986,1109,666,427,311,50025,3140,2980,2869,1877,948,429,498,1908,3690,3411,3468,3766,4368,4372,3769,1422,1823,878,1051,1195,834,642,687,82801,82227,82227,0,574,78628,4173,50718,4843,23067,238599,158479,10892,69228,3.587,1269.7466,43349,48067,27927,620,42729,2024,46043,4841,23086,23096,52743,225188,6127,6795,5648,6397,10290,4361,185570,58498,2374,689,89,363,145,83,13,1155,168,516,238775,3065,245,22,54,169,0,2820,0,2644,176,157462,68655,5830,74847,8130,17837,50818,3669,2161,4159,70688,155,7975,75839,55042,20797,90314.774,42530.8721,0,34088.4813,16582.5847,5330.9427,1229.1419,358010.4722,142402,7598,9005,32261,42444,30751,20343,68418,3922,4255,15203,18933,14394,11711,73984,3676,4750,17058,23511,16357,8632,6938,5921.0989,4614.9094,34316,29820,23538,0.6652,0.6859
51153901506,VA03_GAINESVILLE,51,VA,3.8812093463,-7.75976487422,3.881394665,-7.76110678643,4.05,339,35,32,31,18,7,5,8,6,23,40,36,30,19,17,9,3,7,1,2,6,3,1,0,368,34,36,37,21,8,4,1,10,34,45,35,32,15,14,13,6,6,3,5,3,3,2,1,2794,172,145,122,56,28,14,9,71,142,189,197,156,118,98,133,72,158,99,183,266,188,115,63,3146,150,150,82,49,23,8,11,59,153,176,169,157,111,111,192,130,228,152,240,326,213,136,120,3686,3228,3228,0,458,3469,217,2431,541,497,8610,6174,948,1488,2.9409,2153.5202,941,1273,1065,0,941,0,1273,101,964,685,2471,7809,19,150,31,144,550,5,6910,2410,43,24,0,0,0,0,0,0,0,0,8610,111,111,0,0,111,0,0,0,0,0,6099,2002,921,2196,980,401,1601,493,428,9,2187,51,929,3156,2863,293,96769.4011,0,0,44303.4579,0,0,1777.3788,398932.204,5780,167,251,1118,1788,1598,858,2764,91,93,348,863,709,660,3016,76,158,770,925,889,198,1594,607.7497,389.0382,7278,3192,1995,0.2441,0.2741
51153901507,VA01_GAINESVILLE,51,VA,3.88551728114,-7.76608806391,3.8838733641,-7.76412255375,34.34,714,66,97,92,55,23,10,3,13,24,57,78,63,43,31,24,2,6,6,4,11,4,1,1,778,79,82,89,50,15,6,8,13,51,51,87,78,54,37,22,8,9,7,10,13,7,2,0,7647,544,725,618,323,152,44,62,129,310,435,611,723,806,558,430,160,286,151,202,192,105,57,24,7540,503,662,610,336,142,50,31,132,371,458,665,750,662,529,460,194,276,152,189,162,109,59,38,7187,5502,5502,0,1685,6926,261,5755,530,641,21071,17767,1117,2187,3.3797,613.6466,2168,3692,2678,20,2148,32,3660,209,2469,1133,5129,18445,137,343,52,19,211,70,17613,5064,95,21,0,18,20,0,20,27,4,23,21071,0,0,0,0,0,0,0,0,0,0,12350,5446,591,5595,718,1198,4248,366,225,180,5415,14,704,6262,5854,408,136867.7918,6531,0,50444.9978,17282,0,1908.2623,527472.5658,11832,203,340,1656,3253,3823,2557,5893,145,210,698,1436,1845,1559,5939,58,130,958,1817,1978,998,1096,909.8126,233.4418,5039,5794,1481,0.213,0.2939
51153901508,VA02_GAINESVILLE,51,VA,3.87835625349,-7.76358029941,3.87809995269,-7.76218402047,8.54,820,72,85,98,45,21,8,5,40,54,69,82,75,53,47,26,15,7,3,5,4,2,2,2,874,84,92,84,50,22,10,5,25,54,96,89,78,51,51,28,7,11,7,8,12,4,6,0,4601,396,460,392,208,97,36,40,89,250,304,439,450,432,383,234,98,103,47,46,50,23,18,6,4491,378,418,394,203,60,26,27,107,239,362,431,505,402,323,221,73,105,42,50,56,33,17,19,4952,4902,4902,0,50,4800,152,3824,172,804,15477,12687,378,2412,3.5684,1812.4532,2453,2558,1799,43,2410,0,2558,212,1587,1565,2668,14336,139,521,100,503,388,47,12638,3694,118,28,0,28,13,13,0,58,44,0,15477,0,0,0,0,0,0,0,0,0,0,9463,4297,339,4529,298,653,3644,170,169,115,4414,0,298,4233,3598,635,114039.0527,0,0,38622.1904,0,0,1376.9843,493679.0161,8560,278,225,1676,2480,2397,1504,4172,104,64,766,1277,1132,829,4388,174,161,910,1203,1265,675,314,622.8169,57.0477,1488,2176,197,0.1817,0.1324
51155210201,VA01_PULASKI,51,VA,3.70367548326,-8.08026284586,3.70455377697,-8.07745675961,102.27,108,17,10,8,5,8,2,0,7,9,5,9,3,4,7,3,1,2,0,3,0,0,5,0,97,11,13,11,5,4,2,2,2,9,3,6,7,5,3,4,2,2,1,0,2,2,1,0,6006,307,337,363,253,151,66,68,174,305,267,426,479,476,480,447,172,281,146,180,253,164,139,72,6371,329,316,359,245,142,70,55,197,309,316,427,460,456,489,479,177,293,148,183,292,287,178,164,6876,4363,0,4363,2513,5913,963,2288,1623,2002,13771,5991,3166,4614,2.9616,135.3418,3912,1094,186,14,3898,0,1094,0,186,202,5747,12934,1160,1362,1390,734,768,575,6945,3828,652,144,112,0,23,12,11,225,60,147,13826,71,16,0,0,9,7,55,0,0,55,10249,3772,1067,4056,1354,739,3033,631,436,29,4027,23,1331,5949,3997,1952,34760.9652,0,0,18458.8927,0,0,364.4047,88697.5982,9325,907,1590,3180,2671,682,295,4404,615,780,1418,1141,281,169,4921,292,810,1762,1530,401,126,1751,1843.3715,1056.3777,11158,12003,7019,0.6033,0.6291
51155210202,VA02_PULASKI,51,VA,3.71154340966,-8.07210039901,3.70969078303,-8.06949662295,83.08,83,10,11,3,4,3,1,0,4,12,10,8,5,4,4,1,0,2,0,0,0,1,0,0,65,7,10,10,2,1,0,0,2,8,5,5,2,1,0,3,0,0,4,1,3,0,0,1,5193,200,256,255,176,99,58,56,174,308,321,395,352,431,394,413,172,244,148,195,234,148,104,60,5220,196,213,252,157,86,46,52,140,225,276,331,347,374,436,446,187,282,145,209,253,213,144,210,5303,2773,6,2767,2530,4702,601,2052,1408,1242,10448,5219,2726,2503,2.7762,136.466,3948,943,193,0,3948,0,943,0,193,204,4566,11065,513,956,573,132,654,418,7819,3339,360,42,0,42,30,23,0,131,16,56,10448,889,889,691,0,198,0,0,0,0,0,9911,4297,718,3610,1286,834,3463,391,327,39,3571,22,1264,4770,3436,1334,44676.7002,0,0,21673.3734,0,0,405.4288,126745.6345,9100,540,973,3384,2998,897,308,4511,255,613,1806,1225,394,218,4589,285,360,1578,1773,503,90,1218,789.8942,280.7878,6707,4533,1521,0.2305,0.2268
51157950100,VA00_FLINT HILL,51,VA,3.8684627551,-7.81592582056,3.86923958259,-7.81244955111,266.23,111,9,13,8,13,2,2,2,2,8,5,10,5,7,8,6,1,4,1,0,1,3,1,0,117,12,7,17,6,4,0,0,5,9,6,8,8,7,9,5,1,3,4,2,1,0,1,2,3323,143,169,205,115,85,26,29,85,114,147,183,194,273,313,287,125,183,100,148,173,114,65,47,3330,137,169,199,122,59,28,24,85,132,147,153,243,271,301,286,128,199,93,129,164,98,94,69,3839,0,0,0,3839,3072,767,1452,862,758,7338,3770,1712,1856,2.9365,27.6944,1429,1056,569,0,1429,0,1056,17,552,153,3010,7321,290,464,270,146,358,162,5631,2151,148,42,9,33,39,0,39,44,0,15,7346,35,27,27,0,0,0,8,0,0,8,5850,2180,638,2353,679,390,1790,383,255,84,2269,17,662,3163,2294,869,61231.552,0,0,37148.4172,0,0,813.8665,405310.2877,5355,537,546,1222,1047,1257,746,2556,284,310,584,452,466,460,2799,253,236,638,595,791,286,922,429.2626,300.5714,4454,2117,1447,0.326,0.3249
