PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PP12CI2,PP12CI3,PP12CI4,PP12CI5,PP12CI6,PP12CI7,PP12CI8,PP12CI9,PP12CI10,PP12CI11,PP12CI12,PP12CI13,PP12CI14,PP12CI15,PP12CI16,PP12CI17,PP12CI18,PP12CI19,PP12CI20,PP12CI21,PP12CI22,PP12CI23,PP12CI24,PP12CI25,PP12CI26,PP12CI27,PP12CI28,PP12CI29,PP12CI30,PP12CI31,PP12CI32,PP12CI33,PP12CI34,PP12CI35,PP12CI36,PP12CI37,PP12CI38,PP12CI39,PP12CI40,PP12CI41,PP12CI42,PP12CI43,PP12CI44,PP12CI45,PP12CI46,PP12CI47,PP12CI48,PP12CI49,PP12DI2,PP12DI3,PP12DI4,PP12DI5,PP12DI6,PP12DI7,PP12DI8,PP12DI9,PP12DI10,PP12DI11,PP12DI12,PP12DI13,PP12DI14,PP12DI15,PP12DI16,PP12DI17,PP12DI18,PP12DI19,PP12DI20,PP12DI21,PP12DI22,PP12DI23,PP12DI24,PP12DI25,PP12DI26,PP12DI27,PP12DI28,PP12DI29,PP12DI30,PP12DI31,PP12DI32,PP12DI33,PP12DI34,PP12DI35,PP12DI36,PP12DI37,PP12DI38,PP12DI39,PP12DI40,PP12DI41,PP12DI42,PP12DI43,PP12DI44,PP12DI45,PP12DI46,PP12DI47,PP12DI48,PP12DI49,PP12EI2,PP12EI3,PP12EI4,PP12EI5,PP12EI6,PP12EI7,PP12EI8,PP12EI9,PP12EI10,PP12EI11,PP12EI12,PP12EI13,PP12EI14,PP12EI15,PP12EI16,PP12EI17,PP12EI18,PP12EI19,PP12EI20,PP12EI21,PP12EI22,PP12EI23,PP12EI24,PP12EI25,PP12EI26,PP12EI27,PP12EI28,PP12EI29,PP12EI30,PP12EI31,PP12EI32,PP12EI33,PP12EI34,PP12EI35,PP12EI36,PP12EI37,PP12EI38,PP12EI39,PP12EI40,PP12EI41,PP12EI42,PP12EI43,PP12EI44,PP12EI45,PP12EI46,PP12EI47,PP12EI48,PP12EI49,PP12FI2,PP12FI3,PP12FI4,PP12FI5,PP12FI6,PP12FI7,PP12FI8,PP12FI9,PP12FI10,PP12FI11,PP12FI12,PP12FI13,PP12FI14,PP12FI15,PP12FI16,PP12FI17,PP12FI18,PP12FI19,PP12FI20,PP12FI21,PP12FI22,PP12FI23,PP12FI24,PP12FI25,PP12FI26,PP12FI27,PP12FI28,PP12FI29,PP12FI30,PP12FI31,PP12FI32,PP12FI33,PP12FI34,PP12FI35,PP12FI36,PP12FI37,PP12FI38,PP12FI39,PP12FI40,PP12FI41,PP12FI42,PP12FI43,PP12FI44,PP12FI45,PP12FI46,PP12FI47,PP12FI48,PP12FI49,PP12GI2,PP12GI3,PP12GI4,PP12GI5,PP12GI6,PP12GI7,PP12GI8,PP12GI9,PP12GI10,PP12GI11,PP12GI12,PP12GI13,PP12GI14,PP12GI15,PP12GI16,PP12GI17,PP12GI18,PP12GI19,PP12GI20,PP12GI21,PP12GI22,PP12GI23,PP12GI24,PP12GI25,PP12GI26,PP12GI27,PP12GI28,PP12GI29,PP12GI30,PP12GI31,PP12GI32,PP12GI33,PP12GI34,PP12GI35,PP12GI36,PP12GI37,PP12GI38,PP12GI39,PP12GI40,PP12GI41,PP12GI42,PP12GI43,PP12GI44,PP12GI45,PP12GI46,PP12GI47,PP12GI48,PP12GI49
51059482203,VA00_RESTON,51,VA,3.89718726437,-7.73443724604,3.89596926059,-7.73693232559,68.2,281,32,31,28,12,7,4,4,5,13,24,29,19,20,18,14,2,6,3,4,4,0,2,0,258,39,18,23,8,6,0,0,11,20,27,18,18,13,21,16,5,3,2,2,5,2,0,1,14428,1353,1210,961,509,172,84,96,356,1105,1780,1755,1363,1038,774,537,216,265,141,189,262,163,62,37,15106,1303,1197,949,428,175,79,79,450,1586,1766,1655,1292,1122,855,677,239,285,175,239,241,158,84,72,40,2,3,2,0,1,1,0,1,2,7,5,2,4,4,1,1,1,1,0,0,1,1,0,31,3,1,2,1,0,0,0,1,1,1,3,4,5,2,2,0,1,1,1,1,0,1,0,5302,507,420,359,228,166,87,81,338,651,669,566,434,298,199,148,38,33,23,17,19,13,3,5,4733,537,391,353,192,125,80,70,261,550,573,431,379,267,219,129,32,40,27,19,23,13,11,11,3448,505,438,421,215,85,46,30,151,249,251,213,190,176,150,126,49,43,19,16,32,25,6,12,3350,506,432,360,191,80,30,28,115,262,280,203,211,187,159,116,29,49,17,26,19,32,8,10
51059482602,VA00_FAIRFAX,51,VA,3.8853144023,-7.73974443687,3.88601635869,-7.73907079453,123.95,260,25,18,16,12,5,4,5,13,25,24,23,18,18,17,18,1,6,3,5,2,0,1,1,295,29,22,16,17,7,3,5,15,27,27,21,16,29,29,5,5,9,3,5,1,1,2,1,23989,2018,2030,1788,981,574,258,221,781,1527,1893,2646,2353,1982,1552,1060,376,475,269,331,423,279,107,65,25871,1900,2036,1676,944,521,231,250,808,1893,2406,2977,2455,2196,1705,1229,430,536,284,399,469,290,135,101,96,9,7,6,4,2,3,1,4,9,10,8,5,10,8,6,1,0,0,0,2,0,1,0,92,8,4,3,4,3,0,1,10,11,6,9,6,8,4,7,1,3,0,1,0,0,1,2,4063,346,300,349,214,137,65,74,260,463,453,396,323,268,192,100,29,30,12,20,14,10,5,3,3842,318,321,272,175,142,73,70,204,395,426,355,322,261,188,130,31,41,18,27,35,18,12,8,4536,676,641,535,296,168,75,51,180,331,311,268,239,221,188,121,33,59,24,30,51,17,11,10,4563,645,665,553,284,181,94,76,196,322,315,268,267,215,150,124,41,55,17,30,26,18,9,12
51059491401,VA00_CENTREVILLE,51,VA,3.87958911319,-7.7417311451,3.88221555815,-7.74307521053,27.14,73,5,3,5,2,1,0,1,6,9,8,5,11,4,2,5,0,2,0,2,0,0,1,1,67,6,4,10,5,2,1,0,2,2,9,10,5,4,2,1,2,0,0,1,0,1,0,0,4552,324,380,381,219,98,52,34,154,306,386,460,414,401,326,198,72,106,49,45,70,39,31,7,4957,352,364,351,200,88,30,49,139,380,467,552,467,434,354,289,75,89,38,72,74,50,26,17,21,1,0,4,3,1,0,0,1,3,1,1,0,3,1,2,0,0,0,0,0,0,0,0,22,1,4,1,1,1,0,0,2,0,1,2,2,4,2,0,1,0,0,0,0,0,0,0,1064,113,65,76,43,30,24,16,79,161,130,100,73,67,41,27,1,8,3,2,1,1,0,3,1075,115,82,97,44,36,14,20,56,132,121,94,89,55,50,31,10,7,2,4,4,5,3,4,868,136,112,90,64,26,12,13,44,66,50,68,44,45,30,26,8,15,5,5,5,2,2,0,834,128,107,91,54,19,17,15,46,62,58,48,42,39,32,31,8,9,5,5,7,4,4,3
51061930205,VA00_WARRENTON,51,VA,3.86845149365,-7.78272085689,3.86714688518,-7.77950643024,587.32,122,11,2,8,5,1,1,0,4,3,3,5,12,16,10,18,8,9,3,2,1,0,0,0,113,7,6,13,8,0,0,0,3,3,2,10,7,12,13,7,3,5,1,3,3,1,4,2,353,30,41,30,17,8,4,5,7,16,18,28,34,33,28,17,5,8,3,9,4,5,3,0,486,24,37,20,23,3,1,2,13,23,32,51,62,46,34,37,12,10,17,10,15,6,7,1,20,1,0,2,0,0,0,0,1,3,1,3,1,1,3,0,2,0,0,0,2,0,0,0,23,1,0,1,0,0,0,0,0,4,2,2,5,0,0,2,1,1,0,0,2,1,0,1,746,67,86,68,40,29,9,13,41,58,84,83,58,54,26,14,4,3,3,0,4,1,0,1,671,85,62,77,44,20,9,4,28,53,69,57,56,41,21,23,5,4,1,0,5,4,2,1,792,143,144,124,63,28,12,5,18,25,22,45,38,37,27,25,4,12,4,5,5,3,1,2,840,147,120,126,65,24,14,9,23,43,41,41,40,38,36,19,10,10,8,10,3,5,3,5
51063920102,VA00_FLOYD,51,VA,3.69314912091,-8.03625523451,3.6944200368,-8.03426867343,380.42,15,0,0,2,1,1,1,0,1,1,0,1,0,1,1,2,0,1,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,11,1,3,0,1,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,24,1,1,2,1,0,0,0,2,2,3,0,2,3,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,8,9,4,5,2,1,4,6,12,6,4,5,5,4,2,0,1,1,0,0,0,0,0,38,2,3,6,3,0,1,0,5,4,2,2,3,1,0,2,2,0,2,0,0,0,0,0,84,15,12,7,7,1,1,2,3,5,3,4,5,6,3,2,3,2,0,1,1,0,1,0,82,12,13,9,8,3,1,1,3,1,4,4,3,4,4,4,3,0,1,0,1,0,0,3
51067020800,VA00_ROCKY MOUNT,51,VA,3.69867758361,-7.98929071358,3.70094317584,-7.98801529377,660.46,71,5,2,3,3,4,0,2,7,1,5,4,5,9,8,5,0,4,3,1,0,0,0,0,59,6,4,4,3,1,1,0,2,5,2,1,4,5,10,2,1,3,0,0,1,1,2,1,95,7,6,9,5,6,2,0,8,2,7,9,6,5,5,5,4,4,1,2,2,0,0,0,138,3,15,10,4,2,2,1,6,12,13,13,5,8,13,11,5,5,0,4,4,0,1,1,8,0,0,0,0,1,0,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,432,45,40,19,24,38,15,21,38,44,45,32,23,28,10,4,0,1,1,1,3,0,0,0,335,54,40,30,11,40,22,18,17,33,19,19,15,4,4,4,1,0,1,1,1,0,1,0,313,90,46,37,27,11,1,5,8,7,11,9,9,12,9,8,0,1,5,2,8,4,3,0,340,77,55,44,24,9,8,3,11,12,8,5,12,21,11,7,3,9,2,1,5,4,4,5
51071930300,VA00_NARROWS,51,VA,3.73106347001,-8.07434517379,3.73194518323,-8.07426071076,292.62,10,1,0,1,0,1,1,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,1,1,0,1,4,0,0,0,0,1,0,0,0,24,0,3,2,1,1,1,1,1,2,0,0,2,2,1,1,0,4,1,0,0,0,1,0,25,0,1,2,2,1,1,0,1,1,1,6,4,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,5,7,4,0,1,0,2,3,1,3,2,4,2,2,0,0,0,0,0,0,0,0,22,2,5,2,0,2,0,0,1,1,4,2,0,2,0,0,0,0,0,1,0,0,0,0,78,10,8,18,3,2,1,0,1,5,2,5,4,5,4,3,1,0,3,1,2,0,0,0,74,9,12,11,5,0,5,0,0,1,5,4,4,1,7,1,1,1,1,0,2,3,1,0
51073100203,VA00_GLOUCESTER,51,VA,3.74012073948,-7.65229665693,3.73778364679,-7.65309472509,217.81,69,2,2,5,7,1,0,0,2,6,5,5,8,7,5,2,2,4,1,4,1,0,0,0,70,2,5,3,2,3,1,0,1,1,2,8,6,10,13,4,0,2,2,3,1,1,0,0,111,6,8,12,6,4,3,1,3,12,2,8,9,7,8,7,3,3,3,2,2,2,0,0,175,8,7,11,4,2,2,1,9,8,9,4,24,14,20,18,10,6,4,4,4,1,1,4,9,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,6,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105,7,4,7,2,3,2,3,5,12,6,12,11,8,11,3,4,2,0,1,1,0,1,0,103,3,3,5,6,5,5,1,5,11,5,5,16,12,7,4,2,4,1,0,2,0,0,1,438,63,85,60,36,14,5,4,17,22,16,13,17,22,23,7,5,9,6,3,4,4,2,1,426,70,63,48,28,15,3,5,13,23,25,25,16,18,27,16,3,5,7,5,4,1,3,3
51075400400,VA00_GOOCHLAND,51,VA,3.77631866828,-7.79224267525,3.77646306802,-7.78880517689,322.62,39,2,1,2,5,0,0,1,0,0,2,2,2,5,6,3,0,3,1,1,1,2,0,0,40,2,2,3,5,3,1,0,2,1,2,2,2,4,3,4,1,2,0,1,0,0,0,0,51,6,2,2,2,2,1,0,1,3,2,6,6,5,4,3,1,3,1,0,1,0,0,0,66,4,8,0,0,1,0,0,0,3,8,8,8,10,6,3,0,3,1,2,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,57,3,4,10,1,3,0,4,1,2,8,4,11,3,1,1,1,0,0,0,0,0,0,0,76,8,7,11,7,3,2,0,7,2,8,6,3,7,2,0,0,0,0,1,1,1,0,0,138,21,23,17,12,3,1,0,2,9,8,7,6,4,7,8,3,1,1,1,2,1,1,0,152,19,22,23,11,5,1,1,7,8,11,6,6,5,6,7,1,5,2,0,1,1,1,3
51077060202,VA00_TROUTDALE,51,VA,3.66564601451,-8.13014669122,3.66480059821,-8.12479306474,330.61,12,0,0,0,0,0,1,0,1,2,0,0,1,0,1,3,0,0,2,1,0,0,0,0,9,0,1,0,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,2,4,4,4,1,3,6,8,7,12,10,6,1,4,1,0,0,1,0,0,0,0,51,8,11,5,0,3,1,0,1,6,3,6,3,1,1,1,0,1,0,0,0,0,0,0,42,6,4,3,4,1,1,0,3,3,2,2,1,2,1,2,0,1,0,0,6,0,0,0,36,3,4,7,2,2,0,1,2,0,0,1,1,0,2,2,0,0,1,2,2,2,0,2
51079030200,VA00_RUCKERSVILLE,51,VA,3.82975987422,-7.8466880352,3.82543589261,-7.84221818984,156.25,21,1,1,3,1,0,0,0,1,0,2,1,1,3,3,2,0,1,1,0,0,0,0,0,22,0,2,0,1,0,0,0,1,0,1,1,3,3,3,2,1,1,0,0,1,0,0,2,111,8,10,9,1,3,2,2,2,5,12,11,6,11,11,3,5,1,3,3,2,1,0,0,147,5,14,9,5,0,1,2,4,12,17,17,10,18,6,9,5,3,2,4,3,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,21,22,34,14,6,2,2,5,24,24,19,13,12,5,3,0,0,0,0,0,0,0,0,194,25,20,25,11,9,2,1,11,14,21,19,13,9,7,3,0,1,2,0,0,0,1,0,195,40,47,33,18,3,2,1,1,6,12,7,1,5,12,3,0,1,0,3,0,0,0,0,214,57,34,30,8,8,3,2,9,11,10,9,5,10,4,6,3,0,0,2,0,1,0,2
51083930201,VA00_NATHALIE,51,VA,3.69409163912,-7.90047766329,3.6930356,-7.900282,153.48,10,1,1,0,0,0,0,0,0,0,2,3,0,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,1,1,0,1,0,1,4,0,2,1,0,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,7,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,15,3,4,1,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
51083930600,VA00_SOUTH BOSTON,51,VA,3.67269821543,-7.89209637304,3.67201021203,-7.89145615163,664.36,43,3,2,1,1,1,0,0,1,1,3,0,6,4,2,6,2,2,3,0,1,1,1,2,47,1,3,1,0,0,1,0,2,2,3,4,5,3,5,3,3,2,1,2,1,1,2,2,61,6,4,3,3,0,0,0,1,1,7,8,7,5,1,3,1,1,2,5,1,1,0,1,62,4,3,2,0,2,0,0,0,2,8,5,8,6,5,6,1,0,4,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,15,21,18,6,2,2,1,10,14,14,14,12,3,5,8,2,0,0,0,0,1,0,0,135,20,22,18,10,7,2,0,4,10,8,7,8,4,6,3,2,1,0,0,3,0,0,0,178,39,29,17,11,6,5,4,3,3,3,6,4,9,10,6,4,5,2,5,3,2,1,1,187,31,29,32,11,7,4,0,2,8,5,4,4,8,2,10,8,7,1,1,4,4,4,1
51085320200,VA00_MONTPELIER,51,VA,3.78603273696,-7.76179853313,3.78458955747,-7.76319563535,189.04,19,0,1,0,2,1,0,0,1,3,3,2,0,1,2,0,2,0,0,0,1,0,0,0,18,1,2,1,0,1,0,0,0,3,2,1,1,2,1,1,0,0,1,0,1,0,0,0,14,0,0,0,1,1,0,0,1,0,2,1,1,1,1,2,1,1,0,0,0,1,0,0,25,1,0,2,0,1,0,0,0,2,0,2,4,8,2,1,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,2,1,0,1,0,3,3,2,1,2,1,1,0,0,0,0,0,0,0,0,25,3,1,3,0,0,2,0,0,2,1,1,1,1,4,0,2,0,1,1,0,0,0,2,90,16,5,17,7,3,1,0,1,4,2,2,7,4,8,2,0,2,4,2,3,0,0,0,83,7,17,9,8,5,0,1,2,4,4,3,5,7,2,1,2,2,1,1,1,1,0,0
51085320601,VA00_ASHLAND,51,VA,3.7802297783,-7.74158822947,3.77674543428,-7.74486471949,120.82,40,3,1,7,1,1,0,0,2,0,1,5,2,2,5,6,0,2,1,0,1,0,0,0,47,2,2,8,0,2,1,0,4,2,0,4,2,3,4,5,2,2,1,1,1,0,0,1,76,8,4,4,4,1,4,1,5,2,6,4,6,5,8,6,1,3,0,1,1,1,0,1,103,2,9,5,2,5,6,2,3,5,6,9,11,14,8,3,2,3,1,1,2,3,1,0,5,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,142,15,6,9,6,7,3,6,11,26,23,9,7,5,5,2,0,0,0,0,1,1,0,0,83,12,8,8,2,4,1,5,6,12,5,3,5,1,7,3,0,0,0,0,0,1,0,0,157,32,25,10,10,8,8,4,6,13,5,5,10,5,8,5,0,0,0,0,2,0,0,1,177,32,29,12,8,17,8,7,9,7,5,7,4,11,10,1,1,1,2,1,1,1,2,1
51085321002,VA00_MECHANICSVILLE,51,VA,3.76767173729,-7.72548785763,3.7635898699,-7.73422038662,249.2,142,7,9,8,8,4,3,0,5,11,5,10,19,12,12,8,3,2,3,4,5,2,2,0,167,13,9,16,14,5,1,2,7,7,12,11,17,10,13,6,7,3,2,2,4,4,1,1,489,31,39,48,22,10,10,6,18,22,31,65,47,40,31,25,5,12,3,7,9,4,2,2,588,43,52,41,26,9,4,3,10,40,46,61,64,63,36,27,9,10,9,10,8,12,2,3,16,2,1,2,0,0,0,0,0,3,2,2,1,1,0,1,0,1,0,0,0,0,0,0,18,2,3,2,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,1,0,0,0,0,279,34,35,25,16,9,2,2,14,21,24,31,28,17,7,7,1,1,2,1,1,1,0,0,252,24,24,31,22,6,5,2,12,20,27,22,21,15,7,7,1,1,0,1,0,2,1,1,567,103,85,98,46,20,5,6,22,24,20,24,18,18,27,22,8,8,1,3,4,2,0,3,616,84,98,90,54,15,8,5,15,35,32,35,33,29,28,8,7,6,6,3,6,6,7,6
51087200112,VA05_HENRICO,51,VA,3.76038844528,-7.76159181356,3.7604809,-7.7616638,1.97,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,85,6,1,4,4,1,1,2,4,12,13,3,3,6,4,6,2,2,1,6,0,3,0,1,91,4,2,3,5,0,1,2,2,18,8,4,4,10,8,7,2,2,1,5,0,1,1,1,4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,2,0,3,1,0,0,0,1,5,1,2,4,2,0,1,0,2,0,0,1,0,0,0,18,1,0,2,1,0,0,0,0,2,0,3,4,0,2,2,0,0,0,0,1,0,0,0,38,5,10,3,2,0,0,1,3,1,2,2,0,3,1,0,0,1,0,2,1,1,0,0,51,9,6,5,2,3,1,1,4,3,2,1,3,4,0,0,0,0,0,2,2,1,0,2
51087200122,VA03_HENRICO,51,VA,3.76339640813,-7.76214731801,3.76313388175,-7.76217005302,11.02,23,2,3,1,1,0,1,0,0,1,2,1,0,2,3,1,1,1,0,2,1,0,0,0,21,1,0,1,2,0,0,0,1,3,2,3,2,1,2,1,0,0,0,0,1,1,0,0,1605,148,125,100,61,27,8,6,45,175,237,195,128,114,76,67,20,22,8,10,18,8,4,3,1684,175,134,90,54,14,5,10,66,233,217,163,139,97,94,77,21,16,12,13,24,14,11,5,4,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,15,10,15,10,5,4,4,14,23,23,14,13,8,3,5,1,1,2,1,0,0,0,0,190,20,20,10,2,6,2,3,18,26,25,14,20,8,7,2,1,3,0,2,0,0,0,1,331,66,45,39,29,7,6,3,8,24,20,20,15,21,9,6,0,4,1,1,3,2,2,0,412,63,69,64,15,4,1,5,26,38,23,22,14,14,17,16,3,5,2,1,5,0,3,2
51087200302,VA04_RICHMOND,51,VA,3.75914977348,-7.74777157076,3.75868599041,-7.74796452791,14.16,70,6,7,2,1,2,0,2,2,11,6,4,7,5,5,4,1,2,1,0,1,1,0,0,50,2,1,7,0,1,1,1,3,9,4,5,1,0,4,3,2,3,0,1,1,1,0,0,584,34,27,25,22,38,16,23,51,59,47,64,41,24,38,15,10,10,3,9,12,7,3,6,664,35,28,24,14,83,26,18,43,65,63,51,40,27,50,29,11,10,3,14,14,10,3,3,10,0,1,1,0,0,0,0,2,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,14,1,1,1,1,0,0,0,1,1,2,2,0,1,0,3,0,0,0,0,0,0,0,0,438,46,26,28,15,27,12,15,33,60,60,46,29,16,13,6,1,0,0,0,3,0,2,0,347,35,33,17,16,24,7,11,26,52,36,35,14,18,8,6,1,1,1,3,1,1,0,1,395,67,40,42,18,20,15,13,29,30,27,15,12,10,13,10,4,11,5,2,3,3,4,2,412,49,38,19,12,33,26,15,37,39,30,24,21,16,14,10,5,5,2,1,2,3,9,2
51087200303,VA02_RICHMOND,51,VA,3.76662858412,-7.76555368592,3.76227546924,-7.75875124046,109.7,80,6,4,8,6,4,1,1,3,6,3,5,7,4,6,5,2,1,1,3,2,0,1,1,79,9,5,7,5,2,3,1,3,2,2,2,8,9,3,6,0,1,3,1,0,3,4,0,2156,187,159,128,67,45,20,29,80,283,277,220,165,126,108,84,29,32,25,29,31,18,10,4,2071,173,149,99,70,35,18,20,109,307,243,195,133,146,93,83,34,48,19,23,29,20,16,9,6,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,764,81,63,60,28,27,17,15,65,107,92,75,47,33,20,14,1,9,5,0,3,0,1,1,643,70,75,50,34,24,10,16,57,67,68,58,45,22,16,12,2,5,2,2,3,4,0,1,654,109,84,79,39,17,9,11,41,52,42,35,38,26,20,13,5,7,7,7,6,4,2,1,685,116,84,108,27,14,7,7,39,66,48,40,34,23,21,17,6,9,3,4,5,2,4,1
51087200412,VA01_HENRICO,51,VA,3.76758428321,-7.75241325929,3.76502134474,-7.75250807741,71.76,151,13,10,12,7,1,3,1,8,12,11,10,8,15,9,10,3,3,5,2,4,3,1,0,161,12,11,11,9,4,1,4,6,8,13,9,14,12,11,10,6,5,1,4,1,6,1,2,5539,615,496,361,174,82,40,35,164,466,603,768,542,356,259,173,55,81,50,64,74,48,24,9,5658,566,495,367,170,89,45,42,182,586,718,714,441,342,253,201,79,89,57,63,71,48,24,16,26,2,3,1,1,1,1,1,0,3,2,1,2,3,2,0,1,1,0,1,0,0,0,0,27,3,4,3,2,0,0,0,6,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1633,171,126,96,66,45,31,32,136,249,217,155,110,78,49,33,10,5,6,6,3,4,3,2,1320,183,135,92,63,27,18,21,92,189,142,107,76,63,43,27,14,3,4,4,9,4,4,0,1444,268,235,168,90,43,16,17,41,124,92,96,63,43,48,41,10,10,8,7,9,7,4,4,1499,305,213,155,83,43,18,20,58,114,106,82,66,61,64,35,14,12,5,13,11,9,3,9
51087200700,VA08_RICHMOND,51,VA,3.76071404529,-7.74635890529,3.7605577,-7.7464161,1.18,9,1,0,2,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,2,0,1,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,0,19,0,1,2,0,0,0,0,0,2,4,3,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,2,3,1,0,0,0,2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,28,6,4,3,0,0,1,1,1,2,3,2,1,2,1,0,0,0,0,0,0,0,0,1,36,5,7,4,1,1,1,0,0,2,2,2,3,0,2,2,1,2,0,0,0,0,1,0,36,5,1,6,2,1,1,0,3,2,1,2,1,1,3,2,0,2,0,0,0,2,0,1
