HRR ID,HRR name,State,Number of patients in pneumonia cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
222,Portland,ME,1061,10.9429296911048,8.9428801186794,12.9429792635303,48.7655476617215,43.5040157674359,54.0270795560071,59.0183950923505,53.2127803434641,64.824009841237,19.3995203104017,16.7373736412272,22.0616669795762
223,Baltimore,MD,2144,,,,42.2124555650211,38.9394536549109,45.4854574751313,55.4246011522108,51.6742004833134,59.1750018211082,17.797387567743,16.0400134800923,19.5547616553937
225,Salisbury,MD,699,,,,45.716721142069,39.7694434458954,51.6639988382427,61.1304918669071,54.2698611744265,67.9911225593876,21.0997919871282,17.7003832407914,24.499200733465
226,Takoma Park,MD,452,,,,46.8412899353511,39.0541582746325,54.6284215960696,65.3288555135612,56.1357920909735,74.5219189361488,17.7156016297712,13.9270576420994,21.504145617443
227,Boston,MA,4472,13.4237029484011,12.347788319577,14.4996175772251,44.8282144763177,42.4412944685159,47.2151344841195,58.3221567212218,55.5934862788322,61.0508271636113,18.7557203545416,17.4843072556941,20.027133453389
230,Springfield,MA,657,14.5143855380939,11.5956622483371,17.4331088278507,48.0775055495054,41.3466547725747,54.8083563264362,59.4554696757666,51.9644626811051,66.9464766704281,20.9177390945743,17.4149779013704,24.4205002877782
231,Worcester,MA,515,10.9680323501752,8.09532900187657,13.8407356984738,50.8811283782419,43.3424748997918,58.4197818566919,65.0696697905852,56.5482754186442,73.5910641625261,16.6565787177075,13.1155258557212,20.1976315796938
232,Ann Arbor,MI,977,16.1457216237196,13.628131720299,18.6633115271403,51.0293199137953,45.7941664217029,56.2644734058877,62.7788531045593,56.9654499527611,68.5922562563575,20.5012576019248,17.6670050567801,23.3355101470695
233,Dearborn,MI,472,14.0842829717079,10.6863184065977,17.4822475368181,46.4155963777786,39.1550353518244,53.6761574037328,56.7662463446135,48.7366144806664,64.7958782085605,16.8175158907555,13.1089638949008,20.5260678866103
234,Detroit,MI,1031,15.8666668151036,13.481507939473,18.2518256907343,46.0157175680375,41.1600077764626,50.8714273596123,60.5669146573597,55.0016499781467,66.1321793365727,20.1701425885613,17.4864351322605,22.8538500448621
235,Flint,MI,366,14.7101801598317,10.8224803951291,18.5978799245344,48.6626568389288,40.3609972285335,56.9643164493241,62.579579767285,53.1722958144204,71.9868637201496,18.4204890408624,14.0740591174775,22.7669189642474
236,Grand Rapids,MI,607,15.2381093695408,12.1242912319439,18.3519275071377,47.8375620258901,41.4578917396607,54.2172323121194,59.9939877278977,52.8510123048041,67.1369631509912,20.9284194934081,17.2740939751608,24.5827450116555
238,Kalamazoo,MI,669,13.8396432102219,11.0115934173783,16.6676930030656,48.4356660804567,42.1894736760049,54.6818584849085,61.5095630600693,54.4664460565106,68.552680063628,23.0407180044723,19.3897639753719,26.6916720335726
239,Lansing,MI,556,12.8830127364605,9.88630538575034,15.8797200871707,49.335219784536,42.598018411857,56.072421157215,59.8322650109028,52.4153805988537,67.2491494229518,19.0725992381154,15.4244608445076,22.7207376317232
240,Marquette,MI,268,12.003676484851,7.84461477446324,16.1627381952387,60.4679848746084,49.2188252937763,71.7171444554404,75.9350316080237,63.3112099837981,88.5588532322493,20.294652747574,14.8816179849342,25.7076875102138
242,Muskegon,MI,140,,,,46.9953538385314,33.4143435142479,60.5763641628148,62.4678843530652,46.7914260562573,78.1443426498731,25.0543552621957,16.7538356420605,33.3548748823309
243,Petoskey,MI,281,8.89461863747734,5.40792813158622,12.3813091433685,58.0257336355183,48.0123269206764,68.0391403503601,67.5475531275331,56.7376932765148,78.3574129785514,17.9136688387412,12.948253167714,22.8790845097684
244,Pontiac,MI,313,14.9965768677599,10.7091247754258,19.284028960094,43.9385904430863,35.3266267162414,52.5505541699312,56.2554132133924,46.5096600937904,66.0011663329945,20.7253233656773,15.6868297991202,25.7638169322344
245,Royal Oak,MI,545,15.9954505270938,12.6534138465028,19.3374872076848,45.537647652984,38.9577710013086,52.1175243046595,58.1629647632182,50.7105901362916,65.6153393901448,19.0738285800841,15.4254550423526,22.7222021178157
246,Saginaw,MI,658,13.3909985110724,10.5931274453004,16.1888695768444,48.5373236558949,42.1524043954897,54.9222429163001,60.5872317775735,53.4521772420212,67.7222863131258,19.636079910029,16.2475134567493,23.0246463633086
248,St. Joseph,MI,114,,,,41.8143153003575,28.5192871031553,55.1093434975597,57.5559319300153,41.9120514296176,73.1998124304129,,,
249,Traverse City,MI,226,12.0230583986344,7.48793461005075,16.5581821872181,46.3831539738912,36.2189972148381,56.5473107329443,54.5655212226911,43.5346337938465,65.5964086515358,18.7896151606821,13.1069860556502,24.4722442657139
250,Duluth,MN,326,11.7848089512596,8.03778197783701,15.5318359246823,59.1004551139508,48.9408876058832,69.2600226220184,65.9120075533079,55.1835667343478,76.640448372268,20.5363348109891,15.5817525915637,25.4909170304146
251,Minneapolis,MN,1436,12.103265129486,10.2996844819348,13.9068457770372,56.2209113892853,51.4116951904436,61.030127588127,65.9831809288984,60.7597111983722,71.2066506594246,18.1801275454189,15.9702595964228,20.389995494415
253,Rochester,MN,288,10.123410894827,6.4388652839715,13.8079565056825,58.0208239481502,46.9228087887376,69.1188391075628,63.323012598212,51.6987553095776,74.9472698868465,14.9937313942508,10.5121470951651,19.4753156933365
254,St. Cloud,MN,113,,,,47.6541811291724,32.2989548569085,63.0094074014364,56.0333432510252,39.2851339670198,72.7815525350306,,,
256,St. Paul,MN,371,13.8076860702277,10.0180990193401,17.5972731211152,49.4320914698737,40.3973415263754,58.466841413372,61.1780223372999,51.1154889842475,71.2405556903524,18.6740045591152,14.267756059137,23.0802530590934
257,Gulfport,MS,178,,,,35.8102209230204,25.5722440848911,46.0481977611496,50.1464024659617,38.0481153902632,62.2446895416601,20.7141665931743,14.0396060920214,27.3887270943273
258,Hattiesburg,MS,335,17.9485605837517,13.4443282987486,22.4527928687547,43.7975451637599,35.4201077697851,52.1749825577348,60.6133229142761,50.7811900918402,70.4454557367119,24.0836411029619,18.8708383517015,29.2964438542223
259,Jackson,MS,1492,14.8660950302769,12.9448221256692,16.7873679348846,47.848427949826,43.4126481026275,52.2842077970245,62.6393041022566,57.5762294303162,67.702378774197,18.0125140032908,15.9026649411394,20.1223630654422
260,Meridian,MS,346,14.3556780017524,10.4156918820321,18.2956641214727,42.7157797607684,33.939232135223,51.4923273863139,59.0442542189501,48.7751667672883,69.3133416706119,21.3525642273965,16.551922318995,26.1532061357981
261,Oxford,MS,226,16.3473432025509,11.1496402803319,21.54504612477,45.5634062313884,34.8895036447582,56.2373088180185,54.7485437597266,43.1094496302784,66.3876378891748,21.8917654220352,15.8834632095962,27.9000676344743
262,Tupelo,MS,541,13.9103598278635,10.7829295277169,17.0377901280102,47.2516649100342,39.8837492931469,54.6195805269214,58.9444619828698,50.7340209898398,67.1549029758998,21.0474603935795,17.2005962220004,24.8943245651585
263,Cape Girardeau,MO,445,16.5984770685903,12.79077566487,20.4061784723106,50.5782109307651,42.5898224966884,58.5665993648418,66.5119700023593,57.3622487443235,75.6616912603951,21.8176730449981,17.4532294609633,26.1821166290329
264,Columbia,MO,898,14.7239965799672,12.2025711336998,17.2454220262346,49.6326775730291,43.9003957692411,55.364959376817,66.0241796450946,59.4117708000249,72.6365884901643,19.1198738946798,16.2456762164742,21.9940715728855
267,Joplin,MO,599,14.5042782892223,11.4387666487894,17.5697899296552,54.574689932363,47.1038330334883,62.0455468312377,64.9255264523196,56.7955645774682,73.0554883271711,18.9857224921738,15.4695174799113,22.5019275044362
268,Kansas City,MO,2322,13.997651869196,12.4711055081413,15.5241982302508,52.3829727982079,48.7931785195531,55.9727670768627,63.6286814984775,59.6730502129253,67.5843127840298,19.4927318557251,17.6916953195313,21.2937683919189
270,Springfield,MO,990,12.8182412589059,10.5711044884444,15.0653780293673,52.3268334430427,46.8525539436916,57.8011129423938,67.9902796819796,61.7565954537901,74.2239639101691,19.418550339612,16.6500666163983,22.1870340628256
273,St. Louis,MO,3529,15.836379066049,14.5200194078652,17.1527387242327,44.8841303290697,42.1679340995833,47.6003265585561,61.3060812611799,58.1351822691853,64.4769802531744,21.6056364082334,20.0685359689741,23.1427368474927
274,Billings,MT,757,11.3723380089798,8.95467164803847,13.7900043699212,51.0944547447353,44.9541627789631,57.2347467105075,65.5888038158772,58.6272114077653,72.5503962239891,15.5369620805163,12.7095234812865,18.3644006797461
275,Great Falls,MT,206,11.2556461179909,6.65559578594267,15.8556964500392,52.0597896186129,40.7916672697639,63.3279119674619,67.7587569766309,54.9198038635803,80.5977100896814,14.7213749520932,9.45339858144128,19.9893513227452
276,Missoula,MT,434,10.2224809162762,7.20193082960895,13.2430310029434,38.3999857255603,31.694938180931,45.1050332701896,54.2531835817671,46.282945438372,62.2234217251622,16.7849243125147,12.9078046035079,20.6620440215215
277,Lincoln,NE,888,14.3729995768557,11.8732205289215,16.8727786247898,66.5889654338735,59.6423863210395,73.5355445467075,77.9637040987195,70.4353519110241,85.4920562864149,17.6763374941292,14.902467790938,20.4502071973203
278,Omaha,NE,1536,13.0417077741808,11.2296835558045,14.853731992557,60.2276913849958,55.1336186127808,65.3217641572107,72.1808493004776,66.6016410446297,77.7600575563255,15.4134649111002,13.4427562816514,17.3841735405491
279,Las Vegas,NV,914,15.8997956453608,13.3117995738278,18.4877917168938,43.1449670599476,38.2462982220358,48.0436358978594,57.7421771720313,52.0975378120357,63.386816532027,21.9443771749076,18.8954096940661,24.9933446557492
280,Reno,NV,574,14.9966161252307,11.8084577794893,18.1847744709721,43.4620756912605,37.4978859491635,49.4262654333575,57.8456154794877,50.9711004515825,64.7201305073929,24.8319914294562,20.7185662402988,28.9454166186137
281,Lebanon,NH,582,10.7512159191853,8.07502057638499,13.4274112619855,54.4572316327066,47.056409549933,61.8580537154801,67.7646195905473,59.4796195597957,76.0496196212989,18.3909685788188,14.8898425747888,21.8920945828488
282,Manchester,NH,920,12.1797817394442,9.91391644343954,14.4456470354489,55.3263365300685,49.538257834834,61.1144152253029,64.9132359631122,58.6450665934977,71.1814053327267,18.0342615794062,15.274112675142,20.7944104836705
283,Camden,NJ,2355,13.7069252087506,12.2120847173454,15.2017657001558,41.1238462662475,37.912556290806,44.335136241689,59.5776338126017,55.7130392957509,63.4422283294525,19.9818979634193,18.1772921390112,21.7865037878274
284,Hackensack,NJ,935,12.2436479707962,10.005864892575,14.4814310490174,30.0185880406686,25.815985714975,34.2211903663623,56.0802587654226,50.3190264449057,61.8414910859395,16.9033057793041,14.2758878626816,19.5307236959267
285,Morristown,NJ,644,12.9895311417141,10.2116740224325,15.7673882609957,38.6905355956956,32.7324970877607,44.6485741036304,63.6919919962063,56.0377870792113,71.3461969132013,16.6912730973767,13.5432808321866,19.8392653625668
288,New Brunswick,NJ,755,12.6795952071484,10.1431479042733,15.2160425100236,41.2495297224945,35.4745955613452,47.0244638836437,65.946902893566,58.6292268588698,73.2645789282622,18.9691245572733,15.8708342129186,22.0674149016279
289,Newark,NJ,739,14.3074017141141,11.6214166488548,16.9933867793734,34.718050882176,29.2167462906182,40.2193554737338,59.2460271891884,52.0582426335535,66.4338117448233,18.1535671321316,15.1356268156991,21.1715074485641
291,Paterson,NJ,338,12.7393205308243,8.93157332162366,16.5470677400249,41.1805426912986,32.3210451741095,50.0400402084877,58.9538643033617,48.3166638068411,69.5910647998823,17.1442733190054,12.7320127069636,21.5565339310472
292,Ridgewood,NJ,309,15.5329531888178,11.1386553834296,19.927250994206,33.5429446204295,25.4503965327045,41.6354927081546,56.5582742321933,45.9887393080262,67.1278091563604,21.9445828568163,16.7286865998636,27.1604791137691
293,Albuquerque,NM,1126,12.2920321486711,10.233680956828,14.3503833405142,45.1044360188439,40.8510631669134,49.3578088707745,55.5003327476182,50.775203161721,60.2254623335154,15.1150375983163,12.8293826808176,17.400692515815
295,Albany,NY,1546,14.5669844826243,12.6593212043892,16.4746477608595,49.0742717145414,44.8358289778037,53.3127144512792,62.4712517529122,57.6796613231721,67.2628421826522,20.4827986434789,18.2208117189672,22.7447855679906
296,Binghamton,NY,354,13.9472790188294,10.0420408935572,17.8525171441017,53.0416728707974,43.9929701911064,62.0903755504884,65.4569468438086,55.3770912950878,75.5368023925295,20.4989559670315,15.7639387149976,25.2339732190654
297,Bronx,NY,343,17.6473757051311,13.2895894136524,22.0051619966097,35.0291180811006,27.6256356678112,42.4326004943899,47.9975102727333,39.3002623396414,56.6947582058251,23.9515211380402,18.8893136023991,29.0137286736813
299,Buffalo,NY,514,15.2654956758827,11.8991908765142,18.6318004752512,53.7268064345403,46.0670282063552,61.3865846627254,60.7941109521565,52.6487432083539,68.939478695959,20.286649278986,16.4062917467822,24.1670068111897
300,Elmira,NY,427,16.0037523384129,12.1999018636157,19.8076028132101,43.280854988409,34.9222598420128,51.6394501348052,52.054978812568,42.8926156247719,61.2173420003641,21.6945045155849,17.2613599562057,26.1276490749642
301,East Long Island,NY,2575,14.9961610271585,13.5039841572747,16.4883378970424,41.8058012810594,38.8529113385418,44.7586912235771,63.8327081577598,60.171891995964,67.4935243195556,18.5244897472114,16.867263866744,20.1817156276788
303,Manhattan,NY,1897,14.7884029361576,13.0744680054434,16.5023378668717,32.8388387120704,29.8540239388036,35.8236534853372,56.6876287636942,52.7495188941611,60.6257386332273,19.3643606947354,17.4070250167401,21.3216963727307
304,Rochester,NY,528,17.1621010660819,13.6163742509642,20.7078278811997,54.0640702106385,46.3966701110583,61.7314703102188,63.9819936034701,55.6216797726166,72.3423074343235,24.3724568772679,20.1501441419052,28.5947696126306
307,Syracuse,NY,982,16.2719874369158,13.7427004507479,18.8012744230836,50.1591817911692,44.9116756357947,55.4066879465437,61.4964322784284,55.67704385012,67.3158207067368,21.3134580124694,18.4169260737394,24.2099899511993
308,White Plains,NY,839,14.3857630935068,11.8330085371462,16.9385176498675,39.3681293337806,34.2691516765193,44.4671069910418,63.6912145515578,57.183751772985,70.1986773301305,18.1115141835079,15.2509580712089,20.972070295807
309,Asheville,NC,757,12.3201355314806,9.80258820685915,14.837682856102,47.8408381187415,41.9456917819052,53.7359844555779,58.3554476421254,51.8592888942239,64.8516063900269,17.0565867899852,14.0900732199484,20.023100360022
311,Charlotte,NC,1756,13.736697912396,12.0059622760202,15.4674335487718,56.7833893792576,52.5917604920355,60.9750182664797,67.5797510842956,63.0150051191164,72.1444970494747,19.7846087614636,17.7088789415571,21.86033858137
312,Durham,NC,993,14.4595248962168,12.122025930685,16.7970238617485,49.0122784522644,43.7870821190491,54.2374747854797,64.6433748966212,58.6506225344744,70.636127258768,22.3462799975284,19.4456396476857,25.246920347371
313,Greensboro,NC,395,14.1455052720814,10.4405708717161,17.8504396724468,48.297628033879,39.8976139673358,56.6976421004223,59.6577044766949,50.3553246913819,68.9600842620078,19.934576623272,15.5386590333625,24.3304942131815
314,Greenville,NC,721,14.5143526986058,11.7641680423562,17.2645373548555,58.6655107175954,52.134835587051,65.1961858481398,72.0005578135817,64.7896067969135,79.2115088302498,22.0488515797381,18.6639328713657,25.4337702881105
315,Hickory,NC,269,14.5788834460813,10.0032836521906,19.154483239972,51.2840498060323,40.7470326176707,61.8210669943939,61.8402445353592,50.2836220392034,73.396867031515,21.6943568378598,16.1110839631118,27.2776297126078
318,Raleigh,NC,1247,14.2641960945335,12.1918242754061,16.3365679136609,48.5706706359101,43.9744430470628,53.1668982247574,63.3472041676436,58.1098087294475,68.5845996058397,21.1223151722763,18.6074602031633,23.6371701413893
319,Wilmington,NC,457,16.8398169425211,13.1026186978108,20.5770151872314,52.2967551293812,44.3885819109427,60.2049283478197,65.0455061899489,56.2479161220609,73.8430962578369,21.4415768386325,17.2178561124766,25.6652975647884
320,Winston-Salem,NC,993,15.5525046758622,13.0961218543415,18.0088874973829,53.0498785818554,47.5078452449028,58.5919119188079,63.864401437137,57.7925595692471,69.9362433050269,22.1072978710844,19.1793072797314,25.0352884624374
321,Bismarck,ND,341,12.4082591506316,8.65557268051671,16.1609456207464,56.2340981444049,46.5298710595864,65.9383252292234,71.8216739388604,60.8293461547751,82.8140017229457,16.5381784587518,12.2065646271736,20.8697922903301
322,Fargo/Moorhead MN,ND,487,13.3963327290804,10.1395760030208,16.65308945514,51.3902997677825,43.3770500138007,59.4035495217644,63.2319877834028,54.3109731549049,72.1530024119007,17.7284307181126,13.9814872543095,21.4753741819156
323,Grand Forks,ND,248,14.3108627980615,9.56966725767536,19.0520583384477,51.654906174819,40.608322021928,62.70149032771,77.2018410831939,63.6677616146215,90.7359205517662,14.2787662933023,9.54820433995937,19.0093282466453
324,Minot,ND,253,14.6526749710909,9.93126051502955,19.3740894271522,53.1439810289739,42.1643207955919,64.1236412623559,72.1259977744716,59.3272349800288,84.9247605689143,18.6805390682968,13.3398591904454,24.0212189461483
325,Akron,OH,448,13.3189546586814,9.94879413932636,16.6891151780364,42.9313610595548,35.7684231701985,50.0942989489112,53.0061567344665,45.0379989183629,60.9743145505702,19.0976560753,15.0613237713812,23.1339883792188
326,Canton,OH,455,15.6442061141963,12.0052197670231,19.2831924613694,49.2067858736694,41.1696775143034,57.2438942330354,60.5720759210868,51.6735406083478,69.4706112338259,20.3284440622168,16.1744459319381,24.4824421924954
327,Cincinnati,OH,1293,14.8536096071748,12.7470614442736,16.9601577700759,46.5025560899418,41.8931548116895,51.111957368194,59.9598328638084,54.7250193277678,65.1946463998491,21.5897650918475,19.0518236906526,24.1277064930425
328,Cleveland,OH,1660,16.4990439489572,14.5560342601756,18.4420536377389,41.8098419189849,38.0419015030066,45.5777823349632,52.3927351076283,48.1757720580429,56.6096981572138,20.3322918978547,18.1773808173312,22.4872029783781
329,Columbus,OH,2056,14.3875904468303,12.7429518697627,16.0322290238978,46.7770947244786,43.253426730031,50.3007627189262,57.2320185983495,53.3407194106082,61.1233177860909,21.2276524208762,19.2281861098642,23.2271187318882
330,Dayton,OH,777,11.1853780287237,8.83494916639092,13.5358068910566,49.3157584757144,43.3212288023857,55.3102881490431,60.1563533703481,53.5444878294329,66.7682189112633,18.8277385219603,15.7736768570716,21.8818001868489
331,Elyria,OH,249,12.8590924660756,8.40364423956883,17.3145406925824,47.8063035376129,37.5827566536128,58.0298504216131,58.095338519969,46.8208390079557,69.3698380319823,20.4634722592017,14.8471720988962,26.0797724195071
332,Kettering,OH,273,14.7535556119501,10.1813813586174,19.3257298652829,49.3690039545636,39.6926791794691,59.045328729658,57.6572961360834,47.2096750657862,68.1049172063805,21.1058551960224,15.6265991224129,26.585111269632
334,Toledo,OH,815,14.6043703937155,11.9803607332829,17.2283800541481,48.2468806749687,42.3595902785378,54.1341710713996,57.117162770303,50.7174278700282,63.5168976705777,19.0506598148026,16.0514956092499,22.0498240203553
335,Youngstown,OH,529,13.4434382604607,10.3163707741477,16.5705057467736,44.9362052901154,37.7687665018862,52.1036440783446,54.7699151135076,46.8774571948192,62.6623730321959,18.9982174453184,15.274566826036,22.7218680646008
336,Lawton,OK,193,12.9704464712475,7.88603145451847,18.0548614879765,47.1511274787509,35.5077794598769,58.7944754976249,60.3954348265384,47.2426512420923,73.5482184109845,19.3201571069217,13.0947771515234,25.54553706232
339,Oklahoma City,OK,2233,13.5306950578913,11.9969944714867,15.064395644296,48.0454672683285,44.5038731644524,51.5870613722045,61.4065150364188,57.4035084288817,65.409521643956,21.4502676979176,19.5191905831787,23.3813448126564
340,Tulsa,OK,1476,14.8833395807284,12.9076067555382,16.8590724059185,49.213058576018,44.9708584068473,53.4552587451888,60.0669890432664,55.3875900303403,64.7463880561925,19.7053441314351,17.4294929961462,21.9811952667239
341,Bend,OR,166,,,,53.7484502394237,41.7430496681538,65.7538508106936,64.4656061570792,51.3634531240234,77.5677591901351,16.0596904194699,9.88654416296885,22.2328366759709
342,Eugene,OR,394,11.0802412846829,7.76838821316818,14.3920943561976,45.7463688373016,38.2483818936035,53.2443557809996,56.9539294267138,48.5633272394962,65.3445316139314,24.4690507471904,19.548526340103,29.3895751542777
343,Medford,OR,492,14.1388656540138,10.8027116233036,17.4750196847239,51.2943041188996,44.3400257525939,58.2485824852052,62.275915981654,54.6020195281436,69.9498124351645,22.0228239793024,17.8499315429086,26.1957164156962
344,Portland,OR,1022,11.2801197636296,9.20941893941231,13.350820587847,48.7055727668307,43.9324266356813,53.4787188979801,61.3437700968758,55.9721205379293,66.7154196558223,18.5267825374712,15.8713500026904,21.1822150722519
345,Salem,OR,117,,,,70.6902643707742,53.7633313444017,87.6171973971467,78.237232707502,60.4112413218703,96.0632240931337,,,
346,Allentown,PA,1034,12.8428938633007,10.6519462210777,15.0338415055236,37.670857504557,33.2425356366442,42.0991793724699,52.5915564086386,47.3584901670824,57.8246226501947,17.7512086773303,15.1722267021423,20.3301906525183
347,Altoona,PA,260,8.89961822180694,5.26244881125753,12.5367876323563,58.3407610203566,46.6701782044051,70.011343836308,66.214267035124,53.7836010122367,78.6449330580112,14.7428499483938,10.0553020509076,19.43039784588
350,Danville,PA,389,13.5232043939372,9.84755556979091,17.1988532180835,42.5697084496155,34.5779288509959,50.5614880482351,50.7317702631029,41.9770709740031,59.4864695522028,18.9722846454837,14.6200302441994,23.324539046768
351,Erie,PA,649,12.0937018591432,9.40979136805486,14.7776123502315,46.2724879256826,39.9381388698085,52.6068369815566,57.358451660775,50.3044325409902,64.4124707805598,20.2086452647968,16.7347110045879,23.6825795250057
352,Harrisburg,PA,767,14.5542600519328,11.8466587610244,17.2618613428412,45.8248320953314,40.1214677893793,51.5281964012835,58.1371338755072,51.7066320651091,64.5676356859054,19.8048832491199,16.6459541076929,22.963812390547
354,Johnstown,PA,124,,,,46.0082880935066,31.3797695319952,60.6368066550181,54.501796139767,38.5774859206913,70.4261063588426,,,
355,Lancaster,PA,510,11.2335135649302,8.31719973367552,14.149827396185,52.1054999344193,44.472186015851,59.7388138529875,62.8277841401973,54.4295382837601,71.2260299966344,16.5024484556698,12.9733415596598,20.0315553516798
356,Philadelphia,PA,2361,14.4500228026892,12.9230004916556,15.9770451137227,41.7045789299718,38.4556668638311,44.9534909961125,58.1484137332556,54.3108142177599,61.9860132487514,19.2816591925917,17.5215078509351,21.0418105342483
357,Pittsburgh,PA,1853,13.9595578223485,12.2528421691617,15.6662734755353,40.5056389391103,36.9043876737731,44.1068902044475,52.1186908890126,48.0293127111227,56.2080690669024,19.6259495909213,17.6041762524483,21.6477229293943
358,Reading,PA,404,13.1800834596597,9.63165301371677,16.7285139056026,43.951086120902,36.0542667813035,51.8479054605005,60.6912492804018,51.4024361808391,69.9800623799645,19.1353189037135,14.8612018366214,23.4094359708057
359,Sayre,PA,275,15.535320481563,10.8369025752048,20.2337383879211,48.3930916664814,38.5042476562996,58.2819356766631,58.5404843798434,47.6499072902703,69.4310614694165,20.6861658644319,15.2681276926841,26.1042040361797
360,Scranton,PA,446,14.2608079178262,10.7392898015862,17.7823260340663,40.2155202378953,32.734027250815,47.6970132249757,51.1219091792204,42.6836360305422,59.5601823278987,21.3154709476601,17.0063659442121,25.6245759511081
362,Wilkes-Barre,PA,268,12.4492630191097,8.20167151061426,16.6968545276051,52.7720845220225,41.5531695157234,63.9909995283215,62.5780749679377,50.3736426385077,74.7825072973677,13.9706288954565,9.46898470028978,18.4722730906233
363,York,PA,257,10.9656330564811,6.90390573146374,15.0273603814984,37.4610988194714,28.2105753633546,46.7116222755881,50.1818705209664,39.450300246049,60.9134407958838,15.6339883879232,10.788965190514,20.4790115853324
364,Providence,RI,749,12.2669318248385,9.74652105432288,14.7873425953541,42.891462776671,37.2364864361749,48.5464391171671,54.1820402759921,47.8242042266371,60.5398763253471,20.6291827061668,17.3603523813692,23.8980130309643
365,Charleston,SC,770,15.2643341497852,12.5217468838293,18.0069214157412,48.0530659718962,42.5128301304305,53.5933018133618,61.0857256081081,54.8613621221477,67.3100890940685,20.4677249428024,17.2862604453037,23.6491894403011
366,Columbia,SC,881,13.1471342344044,10.7849504285947,15.5093180402141,46.2076618337678,40.8240114756674,51.5913121918683,60.9647134457326,54.7942330861593,67.1351938053059,20.1790512693276,17.2553616198375,23.1027409188176
367,Florence,SC,358,13.8215655938157,10.0281692397188,17.6149619479127,53.6334590718154,44.7806250360241,62.4862931076067,61.0812196658098,51.6751917244182,70.4872476072015,20.9939383738697,16.3348313355817,25.6530454121577
368,Greenville,SC,868,13.333483712046,10.8965103283189,15.770457095773,47.1233822888221,41.4172494192942,52.82951515835,61.9093423151004,55.3764918988287,68.442192731372,18.7845132888546,15.891845823681,21.6771807540282
369,Spartanburg,SC,367,14.1924825938249,10.3349218827632,18.0500433048867,47.7170367538778,38.918907952525,56.5151655552306,64.3197819370861,54.127887441069,74.5116764331031,20.656609156223,16.0124370303478,25.3007812820983
370,Rapid City,SD,267,9.87935530341843,6.08185338308227,13.6768572237546,46.9165413313153,37.2234834690821,56.6095991935484,56.4704263996625,45.8690100859869,67.0718427133382,11.4422940097842,7.34772168445773,15.5368663351108
371,Sioux Falls,SD,1246,11.5335694244987,9.64317778999131,13.4239610590062,50.5926344982121,45.4304896899639,55.7547793064602,64.7485237029423,58.9009529061109,70.5960944997737,14.5972506653557,12.4706406750668,16.7238606556445
373,Chattanooga,TN,636,11.8894193702341,9.19859045646017,14.580248284008,47.0637589108538,40.8586909111574,53.2688269105502,59.2953188106926,52.3374797634306,66.2531578579546,18.4068122859435,15.0571142383877,21.7565103334993
374,Jackson,TN,360,16.3227401894258,12.1576622412366,20.4878181376149,54.5065974472032,44.3664643807012,64.6467305137052,64.6931432096167,53.656745097807,75.7295413214263,24.0595326715816,19.0038054659114,29.1152598772519
375,Johnson City,TN,302,15.9187819735828,11.3676756990052,20.4698882481605,42.7138667028659,33.985538952959,51.4421944527727,52.6042460605455,42.9050073017363,62.3034848193546,23.3156464996955,17.8141734712359,28.8171195281552
376,Kingsport,TN,557,15.1534323993131,11.8933540238289,18.4135107747973,42.7229472854465,36.5664823189787,48.8794122519144,55.7513425244297,48.7270317404129,62.7756533084466,23.4088632800053,19.353484618541,27.4642419414696
377,Knoxville,TN,1399,15.7923209569714,13.6959227170879,17.8887191968548,53.4030583885004,48.9439667081117,57.8621500688891,61.8576226421664,57.0651536764514,66.6500916078814,22.2169140804113,19.7276034508095,24.7062247100132
379,Memphis,TN,1537,14.4921439826465,12.6068643185627,16.3774236467303,48.6185013803368,44.4753595235777,52.761643237096,60.6423616248487,56.0262594507723,65.2584637989251,21.1607744714116,18.8845316557616,23.4370172870615
380,Nashville,TN,2798,14.0510989962792,12.6565490880557,15.4456489045027,51.0198181379038,47.8319714388573,54.2076648369503,62.8361571535499,59.3043343923379,66.3679799147618,20.2462669640928,18.5708627641114,21.9216711640742
382,Abilene,TX,379,11.1951294526327,7.80933533614368,14.5809235691216,51.3096032127972,42.0906577277333,60.5285486978611,59.5843995029404,49.6787892070959,69.4900097987849,17.650445483267,13.3921109673369,21.9087799991972
383,Amarillo,TX,484,12.4553474495169,9.30370970429409,15.6069851947397,46.2342268509446,38.9319329137364,53.5365207881528,59.4864070186827,51.200477886677,67.7723361506883,17.5296230218979,13.7808512164765,21.2783948273193
385,Austin,TX,916,13.4822693023897,11.0995849464605,15.8649536583189,46.1274721125701,41.0172055137594,51.2377387113808,61.3987859853704,55.5056314734835,67.2919404972573,17.5690408465636,14.8466897629596,20.2913919301677
386,Beaumont,TX,407,13.0799047642355,9.59120357474167,16.5686059537292,44.6284157518658,36.7732256635773,52.4836058401543,62.3909686116955,53.1204682483577,71.6614689750332,16.6877452223227,12.7501670707748,20.6253233738706
388,Bryan,TX,174,,,,46.8137784439128,34.8682941682721,58.7592627195536,59.2619367696244,45.849697872141,72.6741756671077,20.5402934575827,13.830464261439,27.2501226537264
