GEOID,HRR name,State,Fee-for-service Medicare beneficiaries*,Average number of contact days with the health care system per beneficiary,Percent of beneficiaries whose predominant provider was a primary care physician,Average number of unique clinicians seen per beneficiary,Percent of beneficiaries having an annual wellness visit,Average number of inpatient days per beneficiary
385,Austin,TX,115151,17.7929545372069,51.6948051476886,3.60002301604582,17.9694064981311,4.39117702453671
386,Beaumont,TX,44270,17.3387239707815,58.6607350863693,3.12036338423529,7.82781884720945,4.47617484597677
388,Bryan,TX,20891,15.3825724886409,60.0725806711659,3.07589794612331,10.1943715183064,4.39159644295568
390,Corpus Christi,TX,39010,19.1050391928186,64.3455346904342,3.04528806362144,9.93611406724201,5.69213282833837
391,Dallas,TX,334320,17.6532018198114,57.2809698572183,3.35850263076919,12.5749253635127,5.2806581501364
393,El Paso,TX,75398,15.4951615871007,54.0213362318581,3.04304816923634,5.18816089593591,3.62380139472808
394,Fort Worth,TX,137190,18.6540365050216,59.8311650223988,3.30603775012072,13.226847969388,5.59918567521963
396,Harlingen,TX,40206,19.6520604148373,65.8310701493686,3.35980462712088,19.0445178632336,4.45198676556563
397,Houston,TX,386406,17.0978738711593,51.6390387429663,3.22665319455797,9.16793771106637,4.98398108309636
399,Longview,TX,22056,15.8742952152598,59.7986177515609,3.11608423820336,11.1577664330557,4.8553933149617
400,Lubbock,TX,67129,14.2238017514415,48.6978921557288,3.01834770890793,7.07196821416574,4.73633995450674
402,McAllen,TX,43147,20.7638316074659,70.9425715297562,3.72488810016105,21.7987941745569,5.13103867041103
406,Odessa,TX,31125,14.4038760998255,53.5536604571187,2.80558373041446,4.82101755640687,4.40478267867772
411,San Angelo,TX,20122,15.519151968086,54.5383951899523,3.42668301186213,2.75547452030472,3.80272045935374
412,San Antonio,TX,202985,17.6746754696755,53.9602139482751,3.3008394092114,11.9765011707068,4.46649502668464
413,Temple,TX,30748,14.1906614265528,60.3659870766903,3.24163942683438,6.69661550591913,4.60386100124816
416,Tyler,TX,70350,15.6533795816849,63.5944559635339,3.20155772137643,8.22487946569116,5.05573068793201
417,Victoria,TX,19091,17.1483686201351,68.0328901376808,2.89065641548276,7.30690898103589,5.55009327113243
418,Waco,TX,33004,13.1691224822344,60.0215419002339,2.82941746976759,4.6787028461392,4.68341471951876
420,Wichita Falls,TX,25480,15.3673097524795,56.5941505390609,3.04812039266576,12.7987990383549,4.97472818186064
421,Ogden,UT,26172,14.3102388091555,60.8810701874489,3.00745801928405,11.7053356099849,3.06337565514572
422,Provo,UT,23093,14.111730261364,60.8594035324561,2.91124898012109,6.6475788872039,3.40101301564335
423,Salt Lake City,UT,119640,12.7280507321507,56.2098629302206,2.78421000767569,9.97419083078106,3.20794370853181
424,Burlington,VT,75295,13.3787981956793,61.1152744931441,3.07991692967229,12.7233531395357,4.01092463317133
426,Arlington,VA,149768,16.7915941115988,55.1012725668659,3.47516619687084,11.3854892436249,3.36848986702119
427,Charlottesville,VA,69411,14.600986120026,65.207709647748,3.31933597528845,13.6867290256657,3.97583332262182
428,Lynchburg,VA,32618,15.1447278927159,63.484394111287,3.43291430575436,7.23596969908273,4.32255160660601
429,Newport News,VA,62150,18.2563218844643,60.2712368370444,3.85696973199316,12.295946584996,3.46252204730222
430,Norfolk,VA,118209,17.7695510243333,62.8414101137263,3.77061113258831,7.38591326695139,4.34587181144152
431,Richmond,VA,167209,16.0694001914514,62.5457067906974,3.49259085101653,8.30665926637186,4.24533070894858
432,Roanoke,VA,89269,15.260581350967,61.6093098256329,3.25784513789211,8.25792669161218,4.93318863226132
435,Winchester,VA,48703,14.7341690179234,63.8523834837152,3.05656822967999,4.85726883849332,4.26971731372036
437,Everett,WA,45593,14.0299901337061,56.1196755030734,3.14730605231454,10.5977935310419,3.46993184815327
438,Olympia,WA,37933,13.2149442243183,53.6975323311891,2.72868424716592,8.77513270825777,3.63613046339603
439,Seattle,WA,217196,14.3481310902347,54.2578425712684,3.16061049673549,11.9152532659469,3.44137424534957
440,Spokane,WA,154489,13.7843156726684,56.1395721216396,2.9600521961149,11.2772488760197,3.24468500680568
441,Tacoma,WA,60100,14.5481840155046,53.7752120445045,3.0023043570631,11.9474040068208,3.96639784503298
442,Yakima,WA,26660,13.6532094624096,59.8760078489566,2.95209447626478,10.4646890172051,3.88932038622351
443,Charleston,WV,92155,15.4839318298878,63.4701842913703,2.99354426978682,3.73888011280541,5.10914101002283
444,Huntington,WV,39143,16.3960807347689,61.9272003466454,3.26761801909481,2.54538470049364,5.07754260881956
445,Morgantown,WV,41626,14.7882184809913,59.2664553521269,3.04691915904716,4.26437469841674,4.50975732915092
446,Appleton,WI,19706,13.2083244371137,52.5733915812458,2.77112632743376,15.8581435394992,3.95849574684941
447,Green Bay,WI,44876,12.420908149942,53.7272852948853,2.89209170289798,16.3569695954529,4.33118699937644
448,La Crosse,WI,30106,13.1448041242815,58.5966435347863,2.87929241762952,13.7226370309367,3.97307266809095
449,Madison,WI,99089,12.5098380592536,57.8424696581173,2.94310087261984,10.179849883437,4.00171065514898
450,Marshfield,WI,34946,12.7442519825327,57.7230039879917,2.88042201777322,11.1373041787676,4.27293902499574
451,Milwaukee,WI,219087,15.948332431857,60.3291640749386,3.14914534325776,10.1871940441034,4.66085981808156
452,Neenah,WI,15894,13.7752023745566,49.3560631253804,2.80783375450272,20.1640862500816,3.77120574613703
456,Wausau,WI,20181,13.3033270579631,58.8876561700171,3.02902250528796,14.8643511818617,4.17634734791003
457,Casper,WY,25076,12.907985412036,47.613461237585,2.61424683814548,6.8981773519866,3.86043558198226
999,United States,US,25823281,17.1157270836343,56.8567255260863,3.36084748487227,10.6639237670844,4.62505202185578
