GEOID,HRR name,State,Percent of male beneficiaries age 75 and over having screening PSA,Percent of female beneficiaries age 75 and over having screening mammogram,Percent of decedents enrolled in hospice in the last 3 days of life,Percent of beneficiaries with dementia receiving a feeding tube during the last 6 months of life,Average number of ICU days per decedent during the last 6 months of life
423,Salt Lake City,UT,14.289329396879,22.936400541272,17.7830836645133,1.32155292959919,1.6979534771431
424,Burlington,VT,16.2849693467691,29.2270641159631,10.9605227469142,1.66989209396388,1.41719483600932
426,Arlington,VA,18.4669251910696,18.7982277094638,16.888415071649,4.36980301048806,4.06265906643483
427,Charlottesville,VA,15.4644683611938,26.2527896124975,11.2332715176565,3.4648880161655,2.61807003640882
428,Lynchburg,VA,14.247311827957,21.8618807724601,11.5718264126831,2.14067085070667,3.07711789023799
429,Newport News,VA,20.2390438247012,30.2503921454714,15.082805651179,4.04715908956888,3.48032616859439
430,Norfolk,VA,17.8170836928387,28.6065286065286,13.9933208359151,4.13147352662409,4.27840348964147
431,Richmond,VA,17.5299212329935,24.5251212893677,17.6445999720174,4.86194616489986,4.90767283894697
432,Roanoke,VA,16.0355781448539,26.0896255371393,12.2584340013819,4.78210415819502,3.8644023625685
435,Winchester,VA,10.8117564730581,22.0177614209137,12.1561970432059,4.44757040741079,1.89089013135988
437,Everett,WA,14.8808146262439,23.8403731536668,13.5073584546229,,2.04981232495379
438,Olympia,WA,12.8701754385965,21.293057763646,12.408568020312,,3.1493915444087
439,Seattle,WA,13.5923473835497,26.0297984224365,13.3361798562322,2.46526493189906,2.55849490822816
440,Spokane,WA,14.8279797815099,26.9810964974308,12.8989043666307,2.54457715531008,1.85672772708346
441,Tacoma,WA,15.32058094226,26.690749733507,14.4686042559398,3.41288585924944,3.55238962146865
442,Yakima,WA,12.6833797585887,22.8376427352671,15.8333307603613,,2.70896527024817
443,Charleston,WV,20.3398117589537,21.9272599695942,14.5549713332742,7.54821103840503,4.54406750603848
444,Huntington,WV,19.1012880562061,19.5754290876242,19.5255402270151,6.90888201372685,2.29925003943317
445,Morgantown,WV,19.4021812306449,21.003874010443,10.8667624954011,3.7048278522047,4.3280637651525
446,Appleton,WI,12.9316678912564,24.3491816056118,15.7639401893143,,1.05385973713846
447,Green Bay,WI,13.0129091747349,19.7871311078858,14.9950108169705,1.70259967570839,1.16499596896589
448,La Crosse,WI,12.1096976705766,25.9970457902511,12.8327146353181,,0.973932940633922
449,Madison,WI,10.3448275862069,19.2345995162897,14.2909175596047,1.41601614301866,1.19136263321647
450,Marshfield,WI,16.1295113619486,27.3901044746698,11.4453374304648,2.95042316506674,1.51430608786228
451,Milwaukee,WI,16.4814319414383,27.0098953104833,19.3147055236532,4.13892155923104,2.75811799475366
452,Neenah,WI,15.9451219512195,27.1904486809166,17.952501551234,,0.991748066387958
456,Wausau,WI,16.104488967791,27.6767330130405,15.8857808745306,,1.85585447475722
457,Casper,WY,9.85915492957746,19.6885761341518,10.0343604976371,,1.56018086261773
999,United States,US,19.5135307846073,24.215091502624,16.7827487366263,5.99103590673314,3.55088946921473
