PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PG_DOC,PF_DOC,PI_DOC,PP_DOC,PS_DOC,PO_DOC,PG_FEDDOC,PS_FEDDOC,PO_FEDDOC,PG_NFEDDOC,PS_NFEDDOC,PO_NFEDDOC,PG_IMG,PS_IMG,PO_IMG,PG_CMG,PS_CMG,PO_CMG,PG_NIMG,PS_NIMG,PO_NIMG,PG_LT50DOC,PS_LT50DOC,PO_LT50DOC,PG_GT50DOC,PS_GT50DOC,PO_GT50DOC,PG_F_DOC,PS_F_DOC,PO_F_DOC,PG_M_DOC,PS_M_DOC,PO_M_DOC,PG_RESDOC,PS_RESDOC,PO_RESDOC,P_PRIM4,P_PRIM4RET,PPA_PC,PPA_PC_3SP,PPA_PC_OB,PPA_PC_OTH,PRHC10,PFQHC10,PFQHCGF,PFQHCGF_FT,PFQHCGF_PT,PFQHCGF_YR,PFQHCGF_SO,PFLALGF,PFLALGF_FT,PFLALGF_PT,PFLALGF_YR,PFLALGF_SO,PRHC_HRSA,PSITE_NA,PSITE_IHS,PSITE_SA,PG_ALOC,PF_ALOC,PI_ALOC,PCRG_DOC,PCRF_DOC,PCRI_DOC,PPOP_GDOC,PCRG_ALOC,PCRF_ALOC,PCRI_ALOC,PARG_ALOC,PARF_ALOC,PARI_ALOC,PDNTFED,PDNTNF_ALL,PDNTNF_PRA,PDNTNF_FTP,PDNTNF_PTP,PDNTNF_PTF,PDNTNF_FTF,PDNTNF_HSP,PDNTNF_ORG,PDNTNF_GOV,PDNTNF_RES,PDNTNF_M,PDNTNF_F,PDNTNF_GEN,PDNTNF_PED,PDNTNF_OTH,PDNTNF_A45,PDNTNF_A55,PDNTNF_A65,PDNTNF_65U,PDNTNF_AUK,PPVT_PC10,PPVT_AM10,PPVT_OBG10,PPVT_ED10,PVDEN_10,PVT_PC10,PVT_AM10,PVT_OBGY10,PVT_ED10,PVT_RHC10,PVT_FQHC10,PCR_PC10,PCR_AM10,PCR_OBGY10,PCR_ED10,PCR_RHC10,PCR_FQHC10,PAR_PC10,PAR_AM10,PAR_OBGY10,PAR_ED10,PAR_RHC10,PAR_FQHC10,PHDEN_10,PHOS_10,PHOS_M10,PHOS_S10,PHDAY_10,PHDAY_M10,PHDAY_S10,PHREIM_10,PHREIM_M10,PHREIM_S10,PACS_10,PCRHOS_10,PCRHOS_M10,PCRHOS_S10,PCRDAY_10,PCRDAY_M10,PCRDAY_S10,PCRREIM_10,PCRREI_M10,PCRREI_S10,PCRACS_10,PARHOS_10,PARHOS_M10,PARHOS_S10,PARDAY_10,PARDAY_M10,PARDAY_S10,PARREIM_10,PARREI_M10,PARREI_S10,PARACS_10,PTMDEN_10,PTMORT_10,PCRTMOR_10,PARTMOR_10,PMDEN_10,PMORT_10,PCRMOR_10,PARMOR_10,PHMDEN_10,PHMORT_10,PCRHMOR_10,PARHMOR_10,PCS_PC10,PCS_AM10,PCS_OBGY10,PCS_ED10,PCS_RHC10,PCS_FQHC10,PCSHOS_10,PCSHOS_M10,PCSHOS_S10,PCSDAY_10,PCSDAY_M10,PCSDAY_S10,PCSREIM_10,PCSREI_M10,PCSREI_S10,PCSACS_10,PCSTMOR_10,PCSMOR_10,PCSHMOR_10,PAS_PC10,PAS_AM10,PAS_OBGY10,PAS_ED10,PAS_RHC10,PAS_FQHC10,PASHOS_10,PASHOS_M10,PASHOS_S10,PASDAY_10,PASDAY_M10,PASDAY_S10,PASREIM_10,PASREI_M10,PASREI_S10,PASACS_10,PASTMOR_10,PASMOR_10,PASHMOR_10,PBENE_N10,PFEMALE_P,PMALE_P,PBLACK_P,PNBLACK_P,PHISP_P,PNHISP_P,PWHITE_P,PNWHITE_P,PPCT00_14,PPCT65_UP,PAGE00_14,PAGE15_64,PAGE65_UP,PAGE00_00,PAGE01_02,PAGE03_04,PAGE05_09,PAGE10_14,PAGE15_19,PAGE20_29,PAGE30_39,PAGE40_49,PAGE50_59,PAGE60_64,PAGE65_69,PAGE70_74,PAGE75_79,PAGE80_84,PAGE85_UP,PW00_14,PW15_64,PW65_UP,PB00_14,PB15_64,PB65_UP,PO00_14,PO15_64,PO65_UP,PH00_14,PH15_64,PH65_UP
51135000100,VA00_BLACKSTONE,51,VA,3.71093880713,-7.79384425123,3.70966813679,-7.79836561524,112.69,6,6,0,0,1,0,0,0,0,6,1,0,1,0,0,0,0,0,5,1,0,4,0,0,2,1,0,4,0,0,2,1,0,0,0,0,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6376,8.0676,1.5082,98.8468,98.8468,0,1011.6667,175.2495,132.9087,24.8476,163.2812,126.4162,21.6328,0,4,4,3,1,0,0,0,0,0,0,4,0,3,0,1,0,0,2,2,0,78.7445,84.141,7.7899,28.0837,904,3719,6370,190,532,177,303,4.646,7.5785,0.3455,0.5885,195.7965,335.177,4.7016,7.8257,0.3907,0.4998,208.2469,260.8432,946,362,282,80,1939,1326,613,3163552,1715509,1448043,60,382.6638,298.0973,84.5666,2049.6829,1401.6913,647.9915,3344.1353,1813.4345,1530.7008,63.4249,340.2733,252.6654,85.7786,1722.7588,1133.0739,590.9474,2918.1015,1461.3443,1452.9772,54.3565,1156,76,65.7439,61.3552,946,68,71.8816,64.3527,210,-999,-999,-999,0.0717,0.0916,0.0251,0.0255,14.717,19.2554,20.1124,17.7514,9.4548,146.8552,107.604,62.3367,268.991,149.9913,172.2735,8.1881,7.5413,8.7169,-999,0.0725,0.0945,0.0283,0.0217,15.6528,14.9851,17.8844,15.046,9.5903,123.4318,86.983,56.8491,234.7223,120.8695,163.526,7.0174,7.0379,7.8039,-999,993,0.5217,0.4783,0.4143,0.5857,0.0506,0.9494,0.5331,0.4669,0.0639,0.1891,1168,3754,1148,69,148,181,382,388,367,707,659,833,836,352,323,260,210,167,188,580,1994,662,504,1541,470,84,219,16,83,212,12
51135000300,VA00_CREWE,51,VA,3.72403094231,-7.82127571578,3.72400097022,-7.81980256108,590.25,4,2,2,0,1,0,0,0,0,4,1,0,1,1,0,0,0,0,3,0,0,1,0,0,3,1,0,0,0,0,4,1,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5949,8.0475,4.3801,16.8428,8.4214,8.4214,5937.25,65.6653,33.8857,18.4433,66.5894,33.879,17.6427,0,3,2,2,0,0,0,0,0,1,0,1,1,2,0,0,1,0,1,0,0,82.4464,87.9828,7.9848,28.8841,2318,9255,15575,422,1239,116,1193,4.5574,7.2839,0.3226,0.5345,50.0431,514.6678,4.6672,7.5388,0.3414,0.4901,54.1267,417.4074,2432,802,589,213,4034,2590,1444,7117351,3347060,3770291,154,329.7697,242.1875,87.5822,1658.7171,1064.9671,593.75,2926.5424,1376.2582,1550.2841,63.3224,315.2474,225.9112,89.2952,1519.42,959.6392,562.2394,2723.2786,1231.5911,1500.877,59.8786,3012,167,55.4449,57.0312,2432,145,59.6217,59.9922,580,22,37.931,43.3615,0.0443,0.0561,0.0157,0.0152,4.6464,14.9007,11.6446,9.9792,6.001,87.9035,63.7834,38.0701,163.3617,89.1324,106.4186,5.1027,4.2905,4.9513,8.0869,0.0454,0.058,0.0166,0.0139,5.0255,12.0848,11.1318,9.3085,6.1184,80.5215,57.4751,36.0497,152.0154,79.7631,103.0271,4.8252,4.4132,4.9821,9.2447,2524,0.4553,0.5447,0.3236,0.6764,0.0262,0.9738,0.6436,0.3564,0.0581,0.1509,3997,16168,3584,242,530,491,1355,1379,1738,3475,2713,3417,3463,1362,1208,901,649,460,366,2510,10354,2422,1237,5326,1123,250,488,39,153,444,25
51137110104,VA00_LOCUST GROVE,51,VA,3.83114718733,-7.78061485526,3.83312181624,-7.77775282177,62.81,5,4,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,1,0,0,4,1,0,0,0,0,5,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.311,8.0256,5.1257,39.2188,31.375,7.8438,2549.8,127.9395,62.9507,40.2048,116.882,58.6366,33.5524,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,88.8984,93.6379,18.32,20.4953,2337,10813,20152,861,787,16,-999,4.6359,8.632,0.6905,0.3368,6.8464,-999,4.6837,8.6178,0.6307,0.3695,7.025,-999,2474,565,356,209,2662,1491,1171,6336033,2350451,3985582,101,228.3751,143.8965,84.4786,1075.9903,602.6677,473.3226,2561.0481,950.061,1610.9871,40.8246,246.1975,160.2659,84.2838,1171.9046,677.6649,485.4733,2708.3595,1063.6092,1616.4266,45.8777,2651,74,27.914,32.918,2474,69,27.8901,33.3135,177,-999,-999,-999,0.0445,0.0608,0.0235,0.012,1.7116,-999,9.6078,7.6265,5.8435,79.4812,56.7501,36.1388,152.2129,79.1623,103.5908,4.0622,3.2449,3.3576,-999,0.045,0.0607,0.0215,0.0132,1.7562,-999,10.3576,8.4941,5.83,86.5662,63.8121,37.0665,160.9682,88.6235,103.9405,4.565,3.8266,4.0105,-999,2516,0.5139,0.4861,0.0824,0.9176,0.0376,0.9624,0.8587,0.1413,0.0683,0.211,2433,7626,2690,124,297,347,794,871,742,1072,1497,1767,1626,922,888,754,521,327,200,1941,6474,2533,230,711,110,262,441,47,156,288,35
51137110300,VA00_SOMERSET,51,VA,3.82313100082,-7.80609313441,3.82278018012,-7.80830001641,277.98,20,8,7,5,1,0,0,0,0,20,1,0,1,0,0,0,0,0,19,1,0,9,0,0,11,1,0,12,0,0,8,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8597,9.0022,8.8812,96.4692,38.5877,33.7642,1036.6,115.0865,43.422,42.8382,110.3774,41.7356,38.8218,0,4,4,2,2,0,0,0,0,0,0,4,0,4,0,0,1,1,1,1,0,84.5188,90.8298,8.8944,25.2789,2857,11791,19698,386,1298,-999,31,4.1397,6.9072,0.2396,0.4543,-999,10.8505,4.18,6.9788,0.2382,0.4525,-999,10.1819,2979,876,626,250,3802,2545,1257,8683396,4122004,4561392,149,294.0584,210.1376,83.9208,1276.2672,854.3135,421.9537,2914.8694,1383.6871,1531.1823,50.0168,294.825,210.5512,84.2745,1263.1506,847.1697,416.0316,2881.2751,1367.8249,1513.439,50.459,3377,150,44.4181,46.9097,2979,140,46.9956,49.3802,398,-999,-999,-999,0.0381,0.0492,0.0122,0.0126,-999,1.9488,9.9353,8.3988,5.3076,75.9932,54.8992,33.6634,142.8192,76.5292,95.057,4.0975,3.6267,3.9719,-999,0.0384,0.0497,0.0121,0.0126,-999,1.8287,9.9612,8.4153,5.33,75.2122,54.4401,33.191,141.1732,75.6519,93.9555,4.1338,3.8302,4.1734,-999,3073,0.5068,0.4932,0.1546,0.8454,0.0318,0.9682,0.8024,0.1976,0.0669,0.1627,3903,13456,3373,227,504,509,1276,1387,1300,2166,2391,3225,3107,1267,1014,853,622,441,443,2988,10766,2882,582,2160,463,333,530,28,219,423,18
51139030200,VA00_LURAY,51,VA,3.86589451647,-7.84481268139,3.86365334015,-7.8467171039,223.04,9,5,4,0,3,0,0,1,0,9,2,0,1,1,0,0,0,0,8,2,0,5,1,0,4,2,0,0,1,0,9,2,0,0,0,0,9,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12.9791,6.6692,4.828,49.765,27.6472,22.1178,2009.4444,71.7673,36.8768,26.6961,67.7554,34.7068,22.8419,0,3,3,3,0,0,0,0,0,0,0,3,0,3,0,0,1,0,2,0,0,83.1325,87.5243,8.4034,10.2993,2565,5051,10577,453,364,4689,-999,3.8019,5.9563,0.3179,0.1419,1828.0702,-999,3.8274,5.9618,0.3035,0.1512,1835.4549,-999,2673,903,706,197,3580,2548,1032,6556178,3410235,3145943,199,337.8227,264.1227,73.7,1339.3191,953.2361,386.0831,2452.7415,1275.8081,1176.9334,74.4482,352.4769,280.3889,73.7217,1415.2859,1022.7618,396.1797,2555.7416,1369.0815,1192.6655,79.1193,3226,175,54.2467,58.9942,2673,154,57.6132,61.7217,553,21,37.9747,46.6282,0.0385,0.0482,0.0149,0.0074,26.6964,-999,11.242,9.9404,5.2509,77.1455,55.571,34.8017,146.3251,77.305,99.0362,5.2775,4.1007,4.6426,8.2868,0.0388,0.0482,0.0143,0.0079,26.8042,-999,11.7297,10.5526,5.2525,81.5213,59.6242,35.7119,152.4699,82.9567,100.36,5.6086,4.4595,4.9737,10.1751,2772,0.5042,0.4958,0.0213,0.9787,0.0165,0.9835,0.9563,0.0437,0.0583,0.1868,3060,11646,3379,176,366,401,1062,1055,1111,1893,2051,2734,2649,1208,1090,832,611,445,401,2862,11159,3274,64,239,82,134,248,23,98,182,19
51141030100,VA00_STUART,51,VA,3.66783260269,-8.02843537012,3.66557863189,-8.02821133782,483.1,6,4,1,1,2,1,0,0,0,6,2,1,0,0,0,0,0,0,6,2,1,4,0,0,2,2,1,3,0,0,3,2,1,0,0,0,6.7,6.7,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,16.1377,9.1617,4.4152,32.45,21.6333,5.4083,3081.6667,87.278,49.5495,23.8787,79.6074,45.1893,18.9459,0,3,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,1,86.851,90.7957,17.8336,15.9137,2954,7148,14589,909,767,4715,941,4.3345,6.8534,0.5469,0.2596,1596.1408,318.5511,4.36,6.8687,0.5296,0.2733,1606.1466,330.4356,3011,839,614,225,4382,2911,1471,7410385,3379145,4031240,188,278.645,203.919,74.726,1455.3305,966.7884,488.542,2461.1043,1122.2667,1338.8376,62.4377,287.3634,213.0925,74.6079,1514.252,1017.6932,496.9961,2533.7751,1181.996,1348.8065,65.335,3758,179,47.6317,52.2519,3011,159,52.8064,56.2067,747,20,26.7738,34.6668,0.0383,0.0482,0.0181,0.0094,23.245,10.3845,9.6199,8.2295,4.9817,73.3057,52.8696,32.9406,138.7007,73.5289,93.5814,4.5537,3.5602,4.1878,5.9868,0.0385,0.0483,0.0176,0.0099,23.3908,10.7719,9.9209,8.5997,4.9739,76.2736,55.6534,33.5106,142.7963,77.4422,94.2782,4.765,3.9055,4.4575,7.7517,3100,0.5084,0.4916,0.0587,0.9413,0.024,0.976,0.9111,0.0889,0.0569,0.2149,2901,11615,3974,179,356,387,926,1053,1032,1531,2091,2674,2836,1451,1305,995,720,501,453,2512,10575,3760,190,719,176,199,321,38,153,264,27
51143010200,VA00_HURT,51,VA,3.71284144085,-7.92991919514,3.71160571243,-7.92931809508,106.21,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,1,0,5.1,5.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.1309,5.3449,2.2542,42.187,42.187,0,2370.4,77.0411,45.0971,19.0199,71.154,41.7513,15.6876,0,5,5,5,0,0,0,0,0,0,0,5,0,5,0,0,1,1,2,1,0,82.7195,88.6686,14.5873,24.136,1753,6982,11871,553,685,43,13,4.0148,6.8038,0.5328,0.3908,24.5294,7.4159,4.0078,6.8175,0.5409,0.3825,24.7129,7.0995,1822,603,449,154,2469,1675,794,4523964,2238553,2285411,113,330.955,246.4325,84.5225,1355.1043,919.3194,435.7849,2482.966,1228.624,1254.3419,62.0198,324.6988,240.0713,84.4282,1318.433,889.3188,428.8584,2430.4583,1188.7365,1241.969,60.4925,2332,104,44.5969,45.1966,1822,89,48.8474,48.3826,510,15,29.4118,33.23,0.0479,0.0623,0.0227,0.0149,3.7407,2.0568,13.4775,11.6299,6.811,97.5912,70.8278,43.1171,182.5539,98.5303,121.3369,5.8343,4.3731,5.1778,7.5941,0.0478,0.0624,0.023,0.0146,3.7687,1.969,13.2228,11.3297,6.8034,94.9502,68.5165,42.4318,178.6934,95.3315,120.14,5.6907,4.4319,5.1285,8.5799,1879,0.5268,0.4732,0.2122,0.7878,0.0097,0.9903,0.7617,0.2383,0.0585,0.2027,1981,7469,2402,115,255,254,664,693,779,1214,1198,1712,1768,798,712,583,456,322,329,1365,5605,2058,482,1712,321,134,152,23,32,75,8
51143010500,VA00_CHATHAM,51,VA,3.68218198312,-7.95172689535,3.68137926465,-7.9480291897,181.66,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0139,2.805,1.4142,10.9063,10.9063,0,9169,54.6836,30.5927,15.4242,52.1496,28.6815,12.85,0,3,2,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,83.8248,91.8281,21.137,25.5265,1184,4164,8340,679,511,84,110,3.6807,7.2078,0.9898,0.4316,70.9459,92.9054,3.7309,7.3905,1.0745,0.3938,73.9878,79.8652,1218,396,298,98,1963,1290,673,3539506,1758958,1780548,70,325.1232,244.6634,80.4598,1611.6585,1059.1133,552.5452,2905.9984,1444.1363,1461.8621,57.4713,305.5995,223.6902,81.3659,1467.3137,942.8606,526.612,2703.5914,1282.8732,1425.7455,52.8723,1566,72,45.977,44.2998,1218,60,49.2611,46.3351,348,12,34.4828,37.0006,0.0558,0.078,0.038,0.0191,7.7408,8.8582,16.3381,14.173,8.1277,123.9229,90.3729,53.693,229.3994,125.9073,149.714,6.8691,5.4184,6.3596,9.9543,0.0565,0.08,0.0412,0.0174,8.0727,7.6149,15.357,12.958,8.2192,112.8241,80.4532,51.173,213.4214,111.8476,146.0152,6.3194,5.2208,5.9818,10.6812,1274,0.4801,0.5199,0.2933,0.7067,0.0237,0.9763,0.679,0.321,0.0547,0.1872,1349,6104,1716,76,163,159,449,502,506,1004,1041,1374,1491,688,543,400,274,254,245,938,4089,1199,328,1853,508,83,162,9,45,166,6
51143010600,VA00_GRETNA,51,VA,3.69500401571,-7.9318839541,3.69611049581,-7.9335494347,383.69,2,2,0,0,8,0,0,0,0,2,8,0,0,0,0,0,0,0,2,8,0,0,4,0,2,4,0,0,0,0,2,8,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.1894,6.1249,2.4786,14.9533,14.9533,0,6687.5,76.1825,45.7936,18.5317,70.0208,41.9255,14.929,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,84.1457,89.609,15.0508,24.4242,1858,6833,12122,734,777,408,54,3.9263,6.7729,0.6803,0.4182,219.591,29.0635,3.9893,6.9339,0.694,0.4044,229.769,25.868,1911,593,448,145,2470,1684,786,4356533,2320312,2036221,130,310.3087,234.4322,75.8765,1292.517,881.214,411.303,2279.7138,1214.1873,1065.5264,68.0272,306.5539,229.1021,77.0644,1248.6204,845.3824,402.8767,2219.6077,1161.3431,1055.8851,67.071,2527,131,51.8401,53.5573,1911,112,58.6081,60.6365,616,19,30.8442,31.9243,0.046,0.0604,0.0251,0.015,10.8714,3.955,12.7429,11.0759,6.3012,96.1547,69.6657,42.1998,179.6536,97.1117,118.5591,5.9664,4.5293,5.5379,7.0761,0.0467,0.0618,0.0256,0.0145,11.3753,3.5202,12.5887,10.8241,6.3999,92.889,66.833,41.3353,174.9169,92.8852,117.4864,5.8825,4.6793,5.7296,7.3239,1995,0.5161,0.4839,0.2647,0.7353,0.0147,0.9853,0.7185,0.2815,0.0573,0.2052,2123,8507,2745,124,264,269,699,767,770,1225,1276,1957,2281,998,902,693,497,336,317,1458,6058,2094,587,2319,635,78,130,16,62,122,13
51147930201,VA00_FARMVILLE,51,VA,3.74350673165,-7.83039980655,3.73630249756,-7.83504066067,448.77,17,11,2,4,39,13,1,0,0,16,39,13,9,9,3,0,1,1,8,30,10,9,18,8,8,21,5,5,11,8,12,28,5,0,0,0,29.3,29.3,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,21.1238,12.2388,4.2442,64.4745,41.7188,7.5852,1551,80.1146,46.4172,16.0966,82.5885,46.3721,15.7405,1,8,8,6,2,0,0,0,0,0,0,8,0,8,0,0,0,3,4,1,0,85.3109,90.1849,10.1051,30.7563,2963,10458,18900,667,1750,466,2066,4.3864,7.2356,0.3917,0.5906,157.273,697.2663,4.4623,7.4456,0.4225,0.5338,166.9173,576.5457,3112,1089,854,235,4551,3207,1344,8091191,4487718,3603473,201,349.9357,274.4216,75.5141,1462.4036,1030.527,431.8766,2599.9971,1442.0688,1157.9283,64.5887,327.1967,249.0764,76.3944,1311.1634,903.4914,405.3033,2380.7727,1258.3227,1113.9023,59.2629,3736,165,44.1649,43.1138,3112,152,48.8432,46.7164,624,13,20.8333,22.8745,0.0385,0.0494,0.0152,0.0141,7.2855,15.3403,10.6041,9.3905,4.926,78.4173,57.0874,33.8511,145.2119,79.6623,94.3993,4.5557,3.4382,3.9617,5.7781,0.0391,0.0509,0.0164,0.0128,7.7323,12.6844,9.9151,8.5232,4.9834,70.3075,50.0501,31.7683,132.968,69.5119,90.8101,4.1801,3.3564,3.7892,6.3442,3224,0.5281,0.4719,0.3257,0.6743,0.0204,0.9796,0.6386,0.3614,0.0531,0.1471,4056,18432,3879,277,521,503,1356,1399,2813,5067,2563,3279,3206,1504,1135,889,695,563,597,2185,12059,2593,1571,5775,1242,300,598,44,141,380,16
51153900501,VA00_WOODBRIDGE,51,VA,3.85929603653,-7.73850053025,3.86359745804,-7.73192309425,190.32,153,53,53,47,128,16,14,9,0,139,119,16,82,45,2,4,3,0,71,83,14,85,56,8,68,72,8,63,28,8,90,100,8,1,6,0,162.3,162.3,8,6,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,180.3591,61.7948,65.6033,63.311,21.9313,21.9313,1579.5033,74.6322,25.5706,27.1465,79.4285,27.3013,33.7147,3,87,84,73,11,0,0,0,0,0,3,58,24,68,3,13,36,16,18,7,7,71.3875,84.4664,10.7119,23.5114,10401,35627,77250,2296,4371,59,222,3.4526,7.4545,0.3863,0.4202,5.6725,21.3441,3.557,7.7143,0.3721,0.4331,6.0709,19.1612,11796,2967,2135,832,16526,11218,5308,29616171,14407879,15208292,677,251.5259,180.9936,70.5324,1400.9834,951.0003,449.983,2510.6961,1221.4207,1289.2753,57.3923,271.5493,198.2242,73.5183,1493.954,1031.6654,464.2654,2641.0951,1315.6922,1325.961,63.8994,13615,501,36.7976,44.6259,11796,436,36.9617,45.0331,1819,65,35.7339,43.2214,0.0182,0.0268,0.0081,0.0064,0.7385,1.4325,4.6177,3.9171,2.4453,36.9608,26.4856,16.4994,70.0844,37.0269,46.8677,2.2058,1.644,1.7701,4.4322,0.0188,0.0277,0.0078,0.0066,0.7904,1.286,4.9853,4.29,2.5488,39.4135,28.7322,17.0231,73.7244,39.8847,48.2013,2.4559,1.9937,2.1567,5.3609,12237,0.504,0.496,0.261,0.739,0.2178,0.7822,0.5132,0.4868,0.0758,0.0614,57181,169635,14848,3917,7918,8031,18994,18321,17541,35846,37330,37941,30768,10209,6049,3718,2275,1502,1304,25164,88434,10417,15534,44986,2564,16483,36215,1867,15924,35434,1271
51153901506,VA03_GAINESVILLE,51,VA,3.8812093463,-7.75976487422,3.881394665,-7.76110678643,4.05,20,9,8,3,30,11,0,2,0,20,28,11,10,6,1,0,0,0,10,24,10,15,20,8,5,10,3,10,11,7,10,19,4,2,0,0,32.2,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8322,13.3772,10.6676,229.3315,103.1992,91.7326,436.05,376.4729,153.3907,122.3208,325.6391,138.4097,93.3575,3,12,12,11,1,0,0,0,0,0,0,8,4,9,0,3,7,2,1,1,1,86.5191,93.4105,17.8191,28.1187,1982,7743,17984,753,856,-999,-999,3.9087,9.0757,0.6687,0.4319,-999,-999,3.9304,9.0476,0.6071,0.4751,-999,-999,2140,403,243,160,1779,993,786,4086041,1530426,2555615,63,188.3178,113.5514,74.7664,831.3084,464.0187,367.2897,1909.365,715.1523,1194.2126,29.4393,205.1777,128.0168,75.1243,917.6335,528.945,381.6203,2047.326,812.6898,1213.7583,33.4626,2402,73,30.3913,36.53,2140,61,28.5047,34.5816,262,12,45.8015,55.0729,0.0444,0.0677,0.0244,0.0148,-999,-999,9.3808,7.2843,5.9108,84.8292,60.5937,38.5787,162.423,84.4649,110.6032,3.709,3.557,3.6496,13.2218,0.0447,0.0675,0.0221,0.0162,-999,-999,10.2206,8.2123,5.9391,93.6381,69.0721,40.0839,174.1588,95.9848,112.4134,4.2159,4.2755,4.4277,15.8982,2191,0.5282,0.4718,0.0954,0.9046,0.0811,0.9189,0.7281,0.2719,0.0497,0.2659,1606,4796,2319,115,253,231,574,433,336,732,1274,968,787,699,750,660,441,270,198,937,3284,2129,206,560,66,463,952,124,205,472,30
51153901507,VA01_GAINESVILLE,51,VA,3.88551728114,-7.76608806391,3.8838733641,-7.76412255375,34.34,24,6,3,15,17,0,0,0,0,24,17,0,3,4,0,0,0,0,21,13,0,19,13,0,5,4,0,13,4,0,11,13,0,1,0,0,24.9,24.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8341,7.4692,5.4829,113.9006,28.4752,14.2376,877.9583,98.8755,35.4477,26.0212,100.4783,36.6618,29.7522,0,11,10,7,3,0,0,0,0,0,1,5,5,9,0,1,4,1,4,0,1,81.9178,90.2055,18.1242,28.1507,1456,5089,11479,526,665,-999,12,3.5151,7.9038,0.6692,0.4567,-999,8.2418,3.6769,8.2162,0.5929,0.5328,-999,8.2868,1640,318,199,119,1430,881,549,3202602,1355899,1846703,46,193.9024,121.3415,72.561,871.9512,537.1951,334.7561,1952.8061,826.7677,1126.0384,28.0488,227.9302,149.9261,76.0121,1038.4186,671.1183,365.035,2231.0984,1025.5022,1194.6803,35.389,1855,50,26.9542,37.14,1640,46,28.0488,39.286,215,-999,-999,-999,0.0491,0.0737,0.0292,0.0177,-999,2.3792,10.8735,8.6017,6.6517,93.6812,66.3577,42.9207,181.0522,92.785,123.786,4.1356,3.8119,4.1356,-999,0.0514,0.0766,0.0259,0.0207,-999,2.3922,12.7817,10.628,6.968,111.5663,82.9008,46.8029,206.8538,115.0882,131.3318,5.2178,5.2524,5.7924,-999,1676,0.5033,0.4967,0.0827,0.9173,0.0708,0.9292,0.7667,0.2333,0.0872,0.0847,5446,13840,1785,293,587,712,2016,1838,1433,1600,3123,4045,2541,1098,846,460,261,144,74,3987,10679,1490,448,1198,97,1011,1963,198,505,921,66
