HRR,HRR name,HSA,HSA name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2001-05),,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees' medical inpatient days at hospital to which they were assigned,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
426,VA- ARLINGTON,49060,VA- WARRENTON,490023,Fauquier Hospital,Warrenton,VA, ,1020,91.6147242624066,47902.1457824707,27180.8969337453,7507.05930262969,6625.30286285896,1983.01957506062,2698.20177336577,390.003276428083,1194.97270899886,322.723245256744,7663.91630554199,3571.36989653857,1618.6485629816,722.672853456115,521.689327890673,1229.54130171025,24216.7041004914,22.4204442931802,1080.11704780791,0.936437618809468,=,0.950086261127647,x,0.985634312507604,3574.52962324024,60.5049389342772,59.0783113941002,0.850862125685423,=,0.863053731676894,x,0.98587387372999,61.4258747758361,15.2219821070236,12.0340602446909,3.18792182697009,46.2038925249283,60.6416539607076,21.6802776091635,7.26331249036873,10.1217945228528,0.717591379075098,55.8919315877026,12.9921091492512,2.62234795076383,2.17861663550138,0.443731314502656,10.3697611689568,11.6005264902428,29.7097244758681,11.1808042400659,15.7237789063881,0.711076154570167,5.34898830949352,34.6053344905301,17.6450873744953,39.0318586961755,13.7802879276171,34.7815351921489,8.49832110633287,2278.74143353631,1949.40319824219,329.338235294118,,,,
426,VA- ARLINGTON,49065,VA- WOODBRIDGE,490113,Potomac Hospital,Woodbridge,VA, ,926,90.2214165355661,47581.2141418457,28354.6732560909,8179.72406853667,4641.30665130967,2040.84684120522,2620.62588946103,183.340276442876,1192.82835902408,367.838146406345,10188.7796020508,4665.84459179547,1731.10940071304,813.649948405524,530.141977764825,2448.10029014908,24358.9677487188,23.9499975172639,1017.07600308351,0.941938822913726,=,1.01490243893673,x,0.92810775378622,4665.84459179547,74.3169104169745,62.7830808037703,1.11063296879163,=,1.06007026850714,x,1.04769749872873,65.6164315541477,17.0324426485698,13.0868410410946,3.94560157844465,48.5839887841107,41.2063975276585,26.8561820761634,11.9894251486079,10.6165763367925,1.12931182033304,60.0138547281696,14.4802804104463,3.27519499152285,2.73657467961311,0.538620304316282,11.2050853967667,8.37247515497638,37.6115448490697,21.1131132765548,14.2765777572569,1.47886374700847,5.29203717473412,34.7167147315666,19.9373725535584,43.367601666025,13.2264668885964,36.3309507626972,8.40430531684018,3231.13998096705,2886.69613647461,344.443844492441,,,,
426,VA- ARLINGTON,49033,VA- MANASSAS,490045,Prince William Hospital,Manassas,VA, ,1223,91.6139690769204,45445.3218383789,25553.4020651101,7235.95476168038,6065.98255795247,2051.62889093494,2869.61799859997,328.304978810291,1024.59006036667,315.884462745463,8883.15386962891,3898.73913846217,1717.19095878432,760.795618129193,446.818703234138,2059.67966762342,22322.2422596374,19.7175602816693,1132.0996076979,0.863180526192197,=,0.835549147983139,x,1.03306972220097,3900.6474784059,66.1654226339084,58.9529594632545,0.928489495078628,=,0.943795926712732,x,0.98378205372488,54.0207131004637,13.7148615976485,10.3097630690222,3.40509850480785,40.3058515019613,52.5509751018734,23.8098854169972,8.59794563318683,10.9856410983473,0.782653061047145,49.0991317348121,11.6170734794228,2.26967736898537,1.82662305980921,0.443054306320846,9.34739610552788,9.66845069866889,33.4330377354353,14.4274655857412,16.8992719703193,0.853732966194083,4.60850062800501,32.2986543431779,15.0325542928172,41.5137405358184,14.6530948155982,39.08149995867,9.42228749901167,2686.97589393298,2404.29641723633,282.679476696648,,,,
427,VA- CHARLOTTESVILLE,49007,VA- CHARLOTTESVILLE,490009,University of Virginia Med Ctr,Charlottesville,VA, ,2650,88.6473491090653,53264.7654418945,34417.6749415047,7136.17840509637,5803.48739203513,2325.41789537062,1916.98362801018,375.668564214892,1188.0187907057,101.332858408802,5332.95050048828,2313.41827697975,1266.17832150307,650.059874751379,235.996995613486,867.330098865902,32392.4995642522,19.6247145453086,1650.59723490326,1.25258809098714,=,0.831614727354936,x,1.50621201114508,2448.2736322425,51.0994852372184,47.911904021673,0.582774106401473,=,0.728892586250761,x,0.799533590263437,53.7663412200235,14.8256214849355,13.7756671807537,1.04995428597274,38.9407197090044,57.0940091026512,18.9450457885615,8.90695987037089,5.71067327261441,1.55970398675832,50.9189948388567,12.0210313974626,2.99211532807133,2.82849927246571,0.163616049103439,9.02891606092453,11.0095369498436,23.9216095103978,12.6782480354469,8.7439653828534,1.44994261531599,6.91302511969834,36.3828118561555,19.7326226310049,29.611759667237,12.1724619620226,35.7199706870453,8.81641053239698,2148.95339433778,1812.30584716797,336.647547169811,84.6363636363636,94.6,90,69.5
427,VA- CHARLOTTESVILLE,49010,VA- CULPEPER,490019,Culpeper Regional Hospital,Culpeper,VA, ,875,88.171452793821,44964.207244873,27130.8843514484,6612.45227895406,6657.39769696522,1701.38234690375,1272.2870429342,196.092053881861,1201.58728800224,192.161901303303,6774.6925201416,3327.88341143321,1601.44218718069,567.859553310745,542.349182268349,735.14038292713,24418.4438361011,19.5798360730509,1247.12197512777,0.9442387083735,=,0.829712962191191,x,1.13803056165334,3333.49337128889,56.8159212168668,58.671817685837,0.793487131121336,=,0.810432895042522,x,0.979090478650552,53.6433865015092,12.5095239984135,11.7204679201727,0.789056075354145,41.1338624888903,60.5129713924628,21.0012877635554,6.22268303630848,10.4515779699896,0.595382157046153,49.220154822281,11.0988089361051,2.15338747068032,2.07484538853168,0.078542078146711,8.94542145729065,12.8048956020954,26.5858993832029,7.82466236470688,16.4262961732889,0.476349767601944,4.31161950420526,32.1490703983961,15.6464504827348,21.8476763792389,8.1260344248939,35.5443681425541,8.60911601543687,1970.58143819754,1647.47058105469,323.110857142857,,,,
427,VA- CHARLOTTESVILLE,49023,VA- HARRISONBURG,490004,Rockingham Memorial Hospital,Harrisonburg,VA, ,2689,95.5038239902037,42951.7079315186,25265.2674834442,6772.5149076664,6581.38938712787,1566.65617280041,1089.23390943214,297.004560399157,1194.87223311948,184.740118305408,6154.33755493164,3175.40039692666,1429.69999035923,538.059728891795,411.080756587287,600.058100999839,22444.3075591704,22.4058523479228,1001.71630209155,0.867900678776119,=,0.949467914473545,x,0.914091635479169,3209.52521930482,58.0746602731869,55.2655014115796,0.76397840789558,=,0.828387783666483,x,0.922247313346627,61.3858968436241,14.3105913512389,6.44104023502298,7.8695510960605,47.0753054096274,73.0422643421286,20.7599241061103,7.73820794844453,9.03714815601358,0.856266580436142,52.8375905058155,12.3707520271316,2.63170934534824,1.35046464577317,1.28124469518662,9.73904266953468,13.5839521404235,24.9572779167018,10.1443260681164,13.0383172481969,0.778039518061222,4.76091249444133,37.934449389657,17.6210678794258,22.2336214059556,8.11221179775448,34.0601257536522,8.16383701671294,2046.03912793859,1731.22283935547,314.816288583116,85.4545454545455,94.2,80.5,77
427,VA- CHARLOTTESVILLE,49007,VA- CHARLOTTESVILLE,490077,Martha Jefferson Hospital,Charlottesville,VA, ,2346,93.9490923996568,42675.6651382446,21482.098380739,8438.93420427594,6095.75412325442,2101.28828874568,2735.83760634792,317.471323938917,1383.25114962364,121.011888432153,7837.26000976563,2690.38551024537,1539.00355559987,434.860479095681,340.447879886361,2832.57344749949,19585.063223072,15.7499987986769,1243.49617250239,0.757336336635267,=,0.667420202549312,x,1.13472192442259,2705.82828042846,52.4551558274005,51.5836477415446,0.644081052638784,=,0.748230124349134,x,0.86080609651884,43.1506816402107,9.9327131689623,9.30552192746777,0.627191225704673,33.2179684345036,54.4204219906287,17.9736980112376,6.51153420707342,8.19710303369085,0.794370179356099,39.498950442784,9.16684630840434,1.23735413114473,1.19083959981799,0.0465145305497572,7.92949217557907,10.4793776742935,23.4910465929979,10.1066911972682,12.0370824804601,0.83962963730409,6.24373935051917,32.2427814883243,11.7698686190024,36.215127076303,14.9639050938853,27.1640029398978,7.69861973710096,2426.35173366381,2066.43869018555,359.913043478261,87.9090909090909,95,92.5,76.75
427,VA- CHARLOTTESVILLE,49054,VA- STAUNTON,490018,Augusta Health Care,Fishersville,VA, ,2686,94.6834210781006,42130.4972991943,23036.874471978,7245.63574988062,7055.97953674505,1566.28494567902,1749.76050765482,71.7816906715708,1271.32555537062,132.847157380324,7081.81352233887,3174.33481793285,1413.26401258232,477.923321651421,256.261069992299,1760.03935522239,20531.0224820884,20.0650365047323,1023.22377919652,0.793915708969675,=,0.850273761879446,x,0.933717756049302,3191.0706821549,57.4446717116111,55.5503336876045,0.759585587479201,=,0.819401509346426,x,0.92700047390084,54.9727027526913,17.6332677691408,5.07976073924809,12.5535070079647,37.3394349666491,80.5180845896911,20.8659674894855,5.18045520160225,11.7402286680367,0.441256754709239,48.1777243418236,11.1442917097724,3.55827070718568,1.16850269585848,2.38976800441742,7.58602099120617,14.7128013930272,27.3331899508637,7.20335579781489,17.7938390458211,0.404823027749405,5.72084081099101,36.6517997421261,18.4133643013074,27.346103626042,11.8297769740909,31.4471950473809,7.8214511816935,2269.66842074192,1927.34414672852,342.324274013403,90,94.6,92.5,83
427,VA- CHARLOTTESVILLE,49025,VA- HOT SPRINGS,491300,Bath County Community Hospital,Hot Springs,VA, ,141,85.1107427855012,,,,,,,,,,,,,,,,25013.9029015541,21.4731852782446,1164.89019106526,0.967264561397817,=,0.909945318153854,x,1.06299196457239,,,,,,,,,58.8306445979303,16.0619437543496,11.8136759898434,4.24826772858019,42.7687008086949,85.7547103433084,,,,,54.0453073198665,10.86105842904,2.25275170530581,1.73893354088068,0.51381815969944,8.60830670595169,18.377446317529,,,,,5.97032646559832,29.2410418629861,14.3077939231889,19.2477245101988,11.6745993501122,,,,,,,,,
428,VA- LYNCHBURG,49032,VA- LYNCHBURG,490021,Centra Health,Lynchburg,VA, ,4953,97.8361652104495,40043.7353591919,22386.7956306526,7452.89651188436,6000.91943871229,1323.76933515829,931.07176701319,326.812740492625,1534.19202452933,87.3029037446466,7897.17796325684,2783.19939435891,1568.13343590536,589.939983975857,405.204317632475,2550.67394932601,19997.9373837593,20.9326505059379,955.346642704731,0.773301799742781,=,0.887039676583383,x,0.87177814043371,2802.86790878943,54.9168516257955,51.0383939685441,0.66717985252734,=,0.7833442122646,x,0.851707132166796,57.3497274135286,16.4969407068767,7.88795098866502,8.60898970332864,40.8527866618274,65.4428550494281,18.627315166088,6.76175596643888,8.69835278175865,0.777360511362449,51.0805061826967,12.3754396704285,3.70630420291391,2.02872255444527,1.67758164182305,8.66913545131683,12.7092498496162,25.6313853643835,10.1438140108068,14.1811324471677,0.715303523791059,3.79627581874061,39.6194289546486,23.9734552307115,17.4396648319652,6.75085776396834,32.4663599486448,7.98938247329559,2622.43793764043,2200.15225219727,422.285685443166,88.7272727272727,94.8,84,83.5
428,VA- LYNCHBURG,49004,VA- BEDFORD,490088,Bedford Memorial Hospital,Bedford,VA,Carilion Health System,564,90.7881842058826,31586.3204689026,18446.2307792742,4754.81863888225,4269.22457343927,1230.03289626374,1444.31335107303,149.144400053738,1218.30692723359,74.2747253679331,5677.04814147949,2680.27799013221,1172.82254654897,408.093481230389,268.708337531207,1147.05184714854,16217.383631211,17.5340437604865,924.9083584334,0.627111271951441,=,0.743020694015257,x,0.844002430891331,2684.05694542044,42.7108252752369,62.8425446739523,0.63889871920294,=,0.609235176269389,x,1.04868980664445,48.0384760561274,13.4579165041658,9.89361821788631,3.56429827539888,34.5805595182393,43.9191977089771,16.7414457363472,2.22523976825118,11.3014970167966,0.196897788403073,44.3401452409078,10.1935210104296,2.91806937193787,2.20558029413223,0.712489075958729,7.27545163035393,9.16444450491171,20.4051819418901,3.18122046217448,16.1000497843,0.197590722065758,3.28959327246618,37.4509370882489,22.4519349311536,17.3200094167365,9.68274428121641,11.5897115285469,5.91969923593369,1746.75207833364,1423.00917053223,323.742907801418,,,,
429,VA- NEWPORT NEWS,49037,VA- NEWPORT NEWS,490093,Sentara CarePlex Hospital,Hampton,VA,Sentara Healthcare,2008,91.9871748735396,40798.1445922852,22386.8818832573,8638.71237316064,4544.75989790427,2024.82410189043,1003.7421067536,637.817984538698,1352.30591034126,209.120810618503,9834.38589477539,3946.46377625812,1974.63981669586,653.58717476506,544.342455492391,2715.40733331873,18816.3965031499,22.4324174615343,838.803777408971,0.727612703316921,=,0.950593634782096,x,0.765429807957541,3961.97777810443,73.6949608127148,53.7618547375747,0.943088235240448,=,1.05119866337331,x,0.897155093609106,61.4586779768062,17.0580528055491,10.5995644649414,6.4584883108531,44.4006250329214,42.0891338355815,25.0024015315798,11.2975501599139,8.92892646792981,1.26527530498672,55.6583037829562,14.331240307153,4.0193403328133,2.57652007043362,1.4428202547133,10.311899960041,8.84913888317817,38.5588164177043,20.9144043534159,15.5637096411306,1.34379301822394,7.24530817228505,44.8316133805193,27.0078268339595,18.3923230498429,7.77218202910443,49.7660523426341,10.4100703413464,3164.73238236021,2764.08596801758,400.646414342629,93.8181818181818,99.6,91.5,87.75
429,VA- NEWPORT NEWS,49037,VA- NEWPORT NEWS,490052,Riverside Regional Med Ctr,Newport News,VA,Riverside Health System,3264,91.5498922194998,40254.4562530518,21544.818399307,8193.73252523806,5399.05462994063,1755.47685332499,979.427909258513,863.038621687999,1282.74967098279,236.171496111455,9123.98327636719,3223.06768632582,1861.69294580418,591.477337004792,560.079796209727,2887.63885967928,18804.7551404586,21.3014309792353,882.793046100498,0.727162542555444,=,0.902667077025155,x,0.805571135874251,3250.11565375975,63.9527090260627,50.8206095293825,0.773640340228795,=,0.912233367192463,x,0.848072837556679,58.3600848746172,19.1139843757868,9.62427989260791,9.48970446439639,39.2461004322522,56.2652501307923,21.9691389695074,9.43405684332695,8.01556709408178,1.17696686118347,53.3606996274974,13.0391901839677,4.35178331334673,2.3523341268301,1.99944918230176,8.68740686774254,11.3950397257237,30.8113046067043,14.9395797619711,13.4498232469887,1.11076402177374,6.33628006077403,40.2124756361569,22.8936999861125,18.818719233361,7.08263812688512,39.9892997003352,9.2022219313205,2877.97049249387,2523.9462890625,354.024203431373,86.2727272727273,90,84.5,82.5
429,VA- NEWPORT NEWS,49020,VA- GLOUCESTER,490130,Riverside Walter Reed Hospital,Gloucester,VA,Riverside Health System,886,90.5562638176974,39709.9773025513,21311.8942730048,6803.56033716679,6145.99897795483,2591.18950261957,725.075778372385,381.052366421194,1475.02524551862,276.166503430429,7455.60757446289,3142.32342210824,1638.21937316061,417.2358629192,525.461163713272,1732.41153082617,18807.859986234,23.0918679505824,814.479799836183,0.727282604078786,=,0.978538435578444,x,0.743233558985209,3142.82175441871,55.2908015251207,56.8416747040791,0.748100667911395,=,0.788678303361251,x,0.948549826618889,63.2653916454313,16.567789586044,11.2554088030776,5.31238074580284,46.6976020434131,61.5838962692984,19.4857767956079,5.05652655072217,10.455371014174,0.483629566456054,57.2186954829791,13.8470507449958,3.67402935670673,2.53459045290947,1.13943889737129,10.173021376133,12.6788919654816,25.1437200223252,5.43033462565138,17.4512812751639,0.311171113457421,7.56374171782594,39.19799203706,22.0512930896241,17.3033871860222,5.50529925647415,26.1318004638096,7.19546454395638,2118.64586465461,1733.48107910156,385.164785553048,,,,
429,VA- NEWPORT NEWS,49062,VA- WILLIAMSBURG,490066,Sentara Williamsburg Comm Hosp,Williamsburg,VA,Sentara Healthcare,1554,93.1540842007666,38585.5270080566,19372.8230746083,8513.4366513931,5329.12374750374,2840.43214576102,878.416798406099,195.923367266581,1349.19610025223,106.234723495441,8963.99462890625,3129.22864771366,2047.25771395687,531.890464922043,438.600352016995,2817.01746081421,17289.7505594652,18.7118938733983,923.997895480006,0.668578712302419,=,0.792933139786259,x,0.843171610260405,3137.80231431603,54.4576932631831,57.6190823792638,0.746905866937373,=,0.776794691758287,x,0.961522877102495,51.2654626668445,16.7727787151282,5.94700033942314,10.8257783602362,34.4926839005457,52.4514733078762,19.2149230419017,8.18167780239122,6.76825376338812,1.20883141921315,45.6157917947802,11.6887320491969,3.69388615466967,1.52804096788168,2.16584517806768,7.99484588205814,10.656694779873,24.4310974784922,12.1846331832747,10.1200848827782,1.20400503794289,10.3927164653445,40.9208132597805,20.637238950225,20.6419214778168,5.60493417509636,31.1903167049708,8.23553463200493,2721.97015408353,2374.20889282227,347.761261261261,91.5,99.5,97.5,80.5
429,VA- NEWPORT NEWS,49037,VA- NEWPORT NEWS,490041,Mary Immaculate Hospital,Newport News,VA,"Bon Secours Health System, Inc",1079,86.9745764122732,34219.0385322571,19298.383005236,5193.38172469632,5571.93865095031,1690.56991204249,511.923124244177,424.459705211786,1409.92711352607,118.410544089435,7446.73152160645,3308.85624405167,1334.20471628739,549.434551111134,413.712839416796,1840.52732314758,16539.8492772684,20.517058854124,806.151086023906,0.639580721158436,=,0.869428610831761,x,0.735633395531538,3309.56806167386,61.5584983634304,53.7629758629711,0.787792076962496,=,0.878081899837872,x,0.897173802475547,56.2111201482849,16.740189209666,13.637408777459,3.10278040905521,39.4709308669992,53.9416019189798,20.0408708688456,7.80628940754114,8.52169081994582,0.91604935833506,53.1620917254931,13.3762870491495,3.24217205809359,2.76395806670189,0.478213986381888,10.1341149806976,11.8255898006386,33.5368326608913,17.0681611763402,14.560580083273,1.17221711489008,5.93413136611579,42.959071943807,20.5013306126959,13.0674554406388,4.30406130573323,38.7444085977172,8.79841808379522,2447.6801317443,2041.72647094727,405.953660797034,89.9,96,90,83.75
430,VA- NORFOLK,49038,VA- NORFOLK,490007,Sentara Norfolk General Hospital,Norfolk,VA,Sentara Healthcare,1999,86.5398895514096,49664.8115234375,27724.8433071006,8913.16558928426,7083.45472199084,2386.53162189809,816.413389943619,814.681671835035,1671.77980934459,253.903284596172,10635.0810241699,4046.46036708131,2195.49410296323,785.736009136193,579.733532589278,3027.60290774661,23823.9661613022,25.4580327030486,935.813322230875,0.921250804820895,=,1.07880677074103,x,0.853953488063567,4047.41963361539,72.2390213646635,56.0281625796667,0.963426362620872,=,1.03043087158856,x,0.934974280356732,69.748034802873,22.3312948322876,8.66416186502535,13.6671329197818,47.4167399210473,68.7308326484336,26.2944384316865,10.1327016194921,10.448021634142,0.969820122345513,62.2259306581053,15.0677513427026,5.09211437718493,2.30296098440886,2.7891533896327,9.97563695907593,13.4723103721063,35.6082473440125,15.3955446796058,16.9259072605715,0.90958460557499,8.12997979920766,42.011452658487,25.0968120816154,18.3265584493414,6.87969026864953,48.5092744819348,10.8170160373278,3611.94525961711,3123.03930664063,488.905952976488,89.4545454545455,95.4,90,81.75
430,VA- NORFOLK,49038,VA- NORFOLK,490046,Sentara Leigh Hospital,Norfolk,VA,Sentara Healthcare,2546,86.6123466769373,46209.1793518066,24534.5307280454,8612.87925261486,6635.34979332879,2277.56467271054,1434.86987006699,790.839958198612,1736.22983341834,186.920420395528,10992.4771728516,4218.7111494748,1866.63295724708,849.700366856034,554.624961944815,3502.79330899135,20960.6423572264,22.7986196114207,919.382081655787,0.81052871341479,=,0.966111776476919,x,0.838959562598969,4220.07582942975,73.1081939733198,57.7237051016447,1.00452453028697,=,1.04282891175825,x,0.963268776844038,62.4619715381388,19.3520955861954,10.6651462308348,8.68694933309947,43.1098759174347,63.0446755523947,25.9911956789032,9.62917570602818,11.2636751610867,0.854887553868269,57.0170756174277,13.8056735621039,3.92748679709783,2.27304239571095,1.65444440022111,9.87818676233292,11.8168546780623,36.5772972473391,15.1597754399065,18.7542664007006,0.80833742658898,7.07061604221828,41.5142173279867,21.1477541587753,24.2373528736567,9.61287991249036,51.5634919050344,11.3690611287352,3478.23885091945,2995.23178100586,483.00706991359,92,96,91.5,87.25
430,VA- NORFOLK,49059,VA- VIRGINIA BEACH,490057,Sentara Virginia Beach Hospital,Virginia Beach,VA,Sentara Healthcare,2580,92.1055946236143,45336.7871017456,23802.6487754163,9063.62536583062,6397.18682282085,2336.0595909063,1403.17949785476,444.284853199943,1643.00063738418,246.815326168564,11230.8099975586,4402.53395845412,1967.48050855048,1030.83000886104,606.540352547984,3223.44632135847,20021.3137330928,23.5733649071729,849.319297942089,0.774205741617592,=,0.99894229721693,x,0.775025488233447,4403.84399355991,76.7156248125533,57.404785587294,1.04826773211932,=,1.09428597794831,x,0.957946782873635,64.5845613895149,22.6319793939701,7.1170910784643,15.5148882980216,41.9525819282009,68.731225011272,27.6294111791926,11.6896562252334,10.3429337548333,1.13020700918352,57.6549613618687,13.991550923939,4.69885077715564,1.80529806017876,2.89355271309614,9.29270014166832,12.8734648534182,38.4149587768961,19.7087501741734,15.871271486231,1.24178772893347,8.09332283525355,41.7721763433857,22.5733560464631,26.1850205784587,9.73080321593816,51.6184123774409,11.2588494030918,3553.30960366892,3103.01309204102,450.296511627907,90.5454545454545,99.4,87,81.25
430,VA- NORFOLK,49038,VA- NORFOLK,490011,Bon Secours DePaul Med Ctr,Norfolk,VA,"Bon Secours Health System, Inc",1904,90.0837367712346,43932.2280807495,21639.2729307737,9358.36816785108,6746.27793118656,2351.64108097847,1151.45244124611,789.684562512963,1705.03349697164,190.518579509098,10223.2002258301,3311.51385285466,1800.8337419587,639.165320701512,525.648542061118,3945.99467100415,19018.2682179692,19.874178535008,956.933549956239,0.735418896395299,=,0.842185985718963,x,0.87322623371307,3312.758993586,60.0319802006217,55.1832370432399,0.788551629517895,=,0.856307360104584,x,0.920874520360991,54.4498042055013,12.4607831317666,8.85102373279937,3.60975938096438,41.9890210236589,75.8492631821323,21.8327545629704,8.30435638140949,9.00094470821866,0.922609420523035,48.3780607479076,12.0559775430063,1.99317030657724,1.54093731939793,0.452232986688614,10.0628072321415,15.2596893475265,28.1747700798668,11.5113703350651,13.7505555337822,0.837156746633553,7.26427113295236,38.8827775309473,18.4760421970439,20.4210933377175,8.14530400616796,38.9786171685204,8.80217994293148,3379.48325482537,2901.14501953125,478.338235294118,90.7,94.75,91,86.5
430,VA- NORFOLK,49008,VA- CHESAPEAKE,490120,Chesapeake General Hospital,Chesapeake,VA, ,2934,91.0832617362995,43668.7869491577,24568.3245843521,7095.88428098124,5665.61383927124,2539.30140798064,836.391173994345,1058.30063176311,1721.8800640708,183.112702325409,9994.74078369141,4283.16877552766,1728.60035675562,718.900360344713,425.02107678831,2839.06179544675,20836.1055704658,26.7682880459203,778.387677789554,0.805712990698587,=,1.13433000585418,x,0.710298578491598,4283.87334645252,71.043087772986,60.2996502649404,1.01971055381144,=,1.01337185182397,x,1.00625506024868,73.3377754682748,13.4432554095785,9.59076195547025,3.85249343841043,59.8945199626766,63.9740430732708,25.3536235017763,10.1199617879892,10.8728510921354,0.930755116779738,63.1595263436232,15.2755218974638,2.26086663955882,1.76377425715327,0.497092379257083,13.0146552324295,12.4367295920657,32.768110406599,14.32503552163,16.1701608729288,0.885893197612659,8.00180093408134,40.0382019725912,16.8711493446727,19.1448082509535,6.290524763163,38.4512467895939,9.20209879612009,3181.35094896562,2688.07180786133,493.279141104294,87.2727272727273,94.8,80,81.5
430,VA- NORFOLK,49043,VA- PORTSMOUTH,490017,Maryview Medical Center,Portsmouth,VA,"Bon Secours Health System, Inc",2853,95.0178543232219,43505.6384735107,24942.4082300624,7397.84532853513,4653.40576938271,2934.30372688912,923.080039739655,875.642353110457,1575.51844400061,203.396162686899,9127.04888916016,3877.38211014592,1875.24381892116,648.377467658935,510.155079592688,2215.86112388615,21421.5754432277,23.7739378159736,901.052892837747,0.828352570851972,=,1.00744175255841,x,0.822233711029312,3879.2247254821,70.5499915171423,54.9854740172368,0.923390136278447,=,1.00633823488,x,0.917574334625727,65.1340762081469,13.8162311856247,11.5289068793597,2.28732429342727,51.3178449787506,50.8461912372033,24.1826469048124,10.0482143849652,9.44383580763055,1.06399715006124,58.0690683465298,13.7880010063344,2.37289720805989,2.10113087296486,0.271766329184175,11.4151037931442,10.190493737942,33.8767620587339,16.2296793804303,15.3269421297392,1.05889871854735,9.47369433784536,41.553659024151,18.6818664363061,20.7191694204818,7.28904318416919,39.5969490500751,9.0630204965532,2936.99458891143,2484.19192504883,452.802663862601,85.3636363636364,90.6,83.5,79.75
430,VA- NORFOLK,49059,VA- VIRGINIA BEACH,490119,Sentara Bayside Hospital,Virginia Beach,VA,Sentara Healthcare,1426,83.7085373712808,42260.5093994141,21660.7100533452,8080.68939008651,6363.26187735588,2085.24618500806,1290.798459598,681.314682513106,1847.6301239954,250.852370276463,8914.20095825195,3600.83731197292,1687.06228558478,729.638336180203,504.64589081057,2392.0319552015,18980.4860680554,19.0203066199891,997.906419032603,0.733957895494764,=,0.806002404135392,x,0.91061502016497,3610.87704246217,59.9873495020515,60.1939754370825,0.859514073114051,=,0.855670739497624,x,1.00449160341592,52.1104290958605,13.0813643727973,8.04784867453249,5.03351567950967,39.0290646520379,70.9271185916906,21.3657825600807,9.63879531430861,7.48824123363691,1.28719081204429,46.3770871803369,11.3984086834736,2.89244491465023,1.96699221432209,0.925452696159482,8.505963742733,13.4258179160713,30.0920261369211,15.5746534800696,11.8579304992473,1.31343774371575,6.74511728702447,41.6575243702872,24.9525349940601,23.3799085529246,8.94020899083205,41.8790635455752,9.87900946552078,2985.56720385879,2469.10507202148,516.462131837307,89.4,92.25,87,87.75
430,VA- NORFOLK,49056,VA- SUFFOLK,490044,Louise Obici Memorial Hospital,Suffolk,VA, ,1841,93.6148697669561,41518.9592285156,21991.9451999739,8246.22995386452,6023.61288375987,2187.22806175312,701.269082914185,615.680085167536,1477.58849586832,275.381474463911,8392.19305419922,3622.68258524773,2036.99775994107,618.258682329643,457.923289132724,1656.2723348132,18650.0756564143,21.6034932149524,863.289814792825,0.721181229528037,=,0.915467232829722,x,0.787773940634505,3742.13077283738,66.1853959533384,56.5401282100908,0.890757016886316,=,0.944080829865627,x,0.94351774626448,59.1876526437052,20.4227030390264,6.04602065804886,14.3766823696764,38.7649495307713,71.1188215498159,23.4963362489525,9.66820282973672,9.18827089274157,1.05223310703369,52.5194255048282,13.179344766157,4.08504952372949,1.51937756687403,2.56567195057869,9.09429523348808,14.4000782032838,33.886497896676,16.6666783226667,15.0204662483744,1.10959793438306,6.86395050231659,46.7853948021821,23.7702547706763,15.7906804184563,6.07919435776417,39.2972406036506,9.18464558859492,2767.36160911548,2337.03244018555,430.32916892993,86,96.75,85,75.75
