drug_id,LABEL,nrecs2006,nppl_any2006,nrecs2007,nppl_any2007,nrecs2008,nppl_any2008,nrecs2009,nppl_any2009,nrecs2010,nppl_any2010,nrecs2011,nppl_any2011,nrecs2012,nppl_any2012,nrecs2013,nppl_any2013
d00853,oxaprozin,177700,53970,181990,51355,158700,44090,141420,38950,133500,37660,114685,34235,74320,22985,69920,21350
d00855,perphenazine,152470,21390,180085,24675,193035,25900,199170,26375,212340,28300,219995,29005,219530,28750,214005,27785
d00857,thiethylperazine,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d00859,meclizine,1435270,546960,1594085,596585,1353230,528385,1288715,506255,1326935,523965,1307425,520550,1335115,543430,1444195,601695
d00861,dimenhydrinate,80,70,35,30,30,25,40,35,15,15,50,45,,,30,25
d00862,trimethobenzamide,33725,19730,37860,20975,33475,17590,28350,14030,24245,12040,20255,9965,17145,8430,11525,6040
d00866,dronabinol,88115,23190,71530,17065,64690,15920,71670,18160,72440,19245,74130,19290,80000,21120,91430,24100
d00867,ondansetron,100040,47555,123480,57410,182090,91300,230840,113645,345370,179600,732910,380205,1021905,519940,1484685,748360
d00873,trimipramine,6825,1145,6310,910,5085,815,2605,445,2395,370,2170,340,2155,345,2335,400
d00874,amoxapine,14215,1870,14640,1845,13925,1760,13710,1845,13415,1770,12390,1660,11215,1510,10725,1535
d00875,protriptyline,11790,2140,10710,1900,10195,1775,9680,1720,8165,1575,8825,1640,8185,1595,7765,1555
d00876,clomipramine,98375,12015,101790,12420,102785,12320,101185,12270,103970,12485,107015,12965,108675,13380,111230,14240
d00877,maprotiline,8210,1325,8655,1305,8675,1255,7675,1170,7830,1130,7550,1120,6625,1035,5120,945
d00880,sertraline,5277060,840035,5895360,875705,5907650,876525,5892405,897050,6030870,930745,6204025,981145,6476850,1049735,7187880,1174180
d00882,isocarboxazid,515,65,465,85,400,65,515,95,595,110,510,100,490,100,545,100
d00883,phenelzine,11030,1630,12580,1640,12100,1625,10815,1550,10890,1510,10735,1530,11115,1565,11110,1670
d00884,tranylcypromine,7470,1115,8330,1195,8090,1125,8270,1165,8310,1210,7825,1140,8155,1225,8930,1385
d00890,trifluoperazine,102740,13135,106495,12670,103155,12195,97705,11615,97020,11625,94445,11285,88495,10905,83505,10615
d00896,molindone,15255,1795,15295,1835,15020,1955,14835,2045,3490,1125,75,20,0,0,0,0
d00897,loxapine,66785,8590,73575,8795,75340,9185,77360,9385,77875,9455,79865,9710,77960,9300,78530,9010
d00898,pimozide,10320,1585,10010,1540,10340,1470,9475,1385,9480,1370,9720,1375,9410,1460,11295,1625
d00900,methylphenidate,302915,53320,361620,59220,394520,63735,413475,67395,449130,72190,478350,79970,509145,80960,565430,87485
d00901,pemoline,2470,845,75,35,0,0,0,0,0,0,0,0,0,0,0,0
d00902,ergoloid mesylates,9755,1920,7975,1530,6805,1280,5615,1075,3945,710,2865,550,1890,385,1440,325
d00907,hydroxyzine,1605280,504855,1810850,549840,1836385,543805,1866190,549055,1962990,575835,2076460,608370,1798095,540130,1831180,548635
d00910,zolpidem,4240330,1013695,5571450,1177050,6442025,1290305,6978470,1358555,7291525,1385620,7695560,1456180,7943575,1475940,7730645,1510795
d00915,estazolam,760,265,3400,705,3225,575,2205,455,2830,625,995,235,1315,310,16455,4815
d00917,quazepam,,,,,0,0,0,0,0,0,0,0,,,45,30
d00919,mephobarbital,75,25,70,35,290,50,255,50,120,20,125,30,0,0,0,0
d00923,butabarbital,115,30,60,15,,,0,0,0,0,,,115,30,770,230
d00933,propofol,,,20,20,20,15,0,0,0,0,0,0,0,0,0,0
d00942,ethotoin,915,100,1005,100,970,110,875,95,920,95,945,105,960,100,835,75
d00960,carisoprodol,1214560,230285,1466570,259460,1607125,277760,1697755,292410,1767050,302115,1853100,309855,1501175,258855,1279645,222970
d00962,chlorzoxazone,79650,29235,88715,31265,84440,28485,82365,28350,81930,27610,86120,29095,67140,23020,65545,21865
d00963,cyclobenzaprine,1980265,708875,2396850,826020,2648510,893105,2867320,964025,3121445,1049930,3418950,1152280,3114190,1052365,3096810,1052935
d00964,metaxalone,314760,147660,335390,147880,278120,119390,205190,82245,158550,69875,158480,71140,154890,69960,148425,65235
d00965,methocarbamol,457475,159940,550835,187735,602510,199860,647200,215475,710005,239120,783655,264750,740370,252745,769335,264085
d00966,orphenadrine,85175,36575,100290,42755,103565,41010,113060,43655,109320,41945,113940,43500,98935,38960,59695,25065
d00967,baclofen,916520,157710,1033540,176590,1108575,189715,1178305,206765,1275105,227510,1375695,253500,1571845,310515,1813785,366260
d00968,dantrolene,36225,4815,39175,4890,40335,5070,40235,5145,35745,4745,35935,4715,33915,4715,34045,4620
d00969,procyclidine,7030,940,7110,820,5680,740,280,130,0,0,0,0,0,0,0,0
d00970,trihexyphenidyl,286015,37255,298045,37180,294100,37115,291260,36960,292120,37335,291410,37355,286855,36480,282195,36830
d00972,biperiden,5550,840,1385,485,20,15,0,0,0,0,0,0,0,0,0,0
d00976,selegiline,63970,11605,73205,12690,68015,11590,58600,9985,54095,9645,53190,9335,51905,9395,53710,9800
d00977,pergolide,23085,3395,6285,2080,0,0,0,0,0,0,0,0,0,0,0,0
d00978,aluminum hydroxide,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d00982,magnesium hydroxide,50,45,,,0,0,0,0,0,0,0,0,0,0,205,115
d00984,magaldrate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d00985,hyoscyamine,476675,169570,474245,179320,250700,107825,100325,46055,96225,42965,71640,31695,38635,18895,34430,16335
d00986,scopolamine,92915,44835,111905,54825,114890,54775,129335,56075,138520,60985,141200,63170,123165,55190,143835,66290
d00988,belladonna,,,45,20,,,0,0,0,0,0,0,0,0,0,0
d00989,methscopolamine,15205,6220,17510,6440,15705,5360,13745,4345,14280,4280,14045,4245,13660,4320,13195,4315
d00992,glycopyrrolate,49075,12155,56495,13175,62860,14570,70135,15850,77865,16750,87210,18465,98350,20705,112955,23400
d00995,mepenzolate,940,260,705,180,560,155,550,120,375,110,260,85,315,70,405,90
d00999,dicyclomine,537095,177800,613000,198555,682665,221410,761925,243220,804515,255110,851415,271000,750440,247455,864065,291745
d01001,dexpanthenol,0,0,90,15,,,,,0,0,0,0,,,0,0
d01002,pancrelipase,309560,69805,350435,74955,360220,75735,365440,76505,351300,75415,360585,74805,391865,80420,443110,87220
d01003,pancreatin,,,,,30,20,,,,,0,0,0,0,0,0
d01005,ursodiol,140575,26080,168525,29495,180400,31385,183665,32850,192720,34850,198945,36520,207980,38585,232475,43835
d01008,magnesium citrate,25,25,0,0,0,0,0,0,0,0,0,0,,,20,20
d01013,senna,325,210,20,15,,,0,0,0,0,,,,,1195,525
d01015,bisacodyl,280,250,0,0,0,0,,,0,0,0,0,0,0,685,460
d01017,polycarbophil,590,185,,,0,0,0,0,0,0,0,0,0,0,215,45
d01018,psyllium,185,130,0,0,0,0,0,0,0,0,0,0,0,0,235,110
d01019,mineral oil,50,15,0,0,,,0,0,0,0,0,0,0,0,0,0
d01021,docusate,2585,1950,175,60,25,15,25,25,,,,,,,5590,2390
d01023,polyethylene glycol 3350 with electrolytes,343175,315145,433605,401610,461270,428450,586430,548690,630040,590315,681880,640335,729125,686205,797380,749900
d01024,lactulose,1266245,294860,1375385,311160,1352685,309355,1345920,314615,1387665,323555,1406155,334680,1418845,340170,1436550,345470
d01025,loperamide,275870,128480,308830,142510,311785,142155,305650,139845,302845,137795,310165,142315,332430,152250,354540,160935
d01026,bismuth subsalicylate,,,,,0,0,0,0,0,0,0,0,,,,
d01027,simethicone,55,45,0,0,0,0,0,0,0,0,0,0,0,0,105,65
d01031,mesalamine,338365,68350,390925,75160,405330,78410,409155,79810,402240,79865,424805,82915,445715,87315,501255,97095
d01032,olsalazine,7475,1295,7195,1215,6320,1040,4940,850,4305,740,2720,555,2390,450,2390,480
d01068,demeclocycline,20540,4670,24525,5800,25985,5665,26540,5845,26780,5890,25745,5560,24240,5260,25955,5335
d01097,rifabutin,4380,1245,4655,1300,4980,1255,4335,1185,3980,1170,4245,1090,4550,1195,4995,1330
d01100,ethionamide,75,20,45,15,95,20,115,20,,,0,0,,,0,0
d01101,cycloserine,0,0,,,,,100,15,35,15,40,20,,,90,15
d01104,paromomycin,280,190,315,200,330,200,185,110,165,135,180,145,320,285,385,295
d01105,iodoquinol,105,95,30,15,40,40,45,45,35,35,20,20,,,0,0
d01112,colistin sulfate otic,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
d01113,colistimethate,790,215,1195,365,1355,420,1735,590,2585,740,2030,800,2220,790,2930,920
d01115,bacitracin,750,175,1150,230,600,160,445,135,675,175,825,130,555,90,520,80
d01120,atovaquone,8830,2545,10825,2890,12700,3305,14045,3755,13900,3660,15380,4115,16640,4865,18860,5450
d01128,methylene blue,20,20,20,15,,,0,0,0,0,0,0,,,,
d01133,immune globulin intravenous,8715,990,12195,1080,11935,1260,14210,1570,17045,1850,4160,695,3550,430,4295,570
d01134,cytomegalovirus immune globulin,50,20,45,35,,,,,0,0,0,0,65,15,,
d01135,immune globulin intramuscular,260,65,340,80,260,55,395,105,645,105,610,100,730,115,630,115
d01136,hepatitis b immune globulin,705,100,750,120,660,85,715,85,400,75,90,20,140,25,200,40
d01137,tetanus immune globulin,20,20,20,20,20,20,,,,,0,0,0,0,0,0
d01138,varicella zoster immune globulin,0,0,0,0,,,0,0,0,0,0,0,0,0,,
d01139,rho (d) immune globulin,70,45,80,40,50,40,,,20,20,,,15,15,0,0
d01141,"lymphocyte immune globulin, anti-thymocyte",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01148,"rabies immune globulin, human",,,,,15,15,15,15,,,,,0,0,0,0
d01150,bcg,305,105,335,95,360,125,135,45,75,30,100,50,130,70,170,110
d01153,meningococcal polysaccharide vaccine,70,60,135,135,80,80,130,130,215,215,210,210,575,545,690,665
d01156,"typhoid vaccine, inactivated",75,70,275,275,350,340,245,245,450,445,625,625,850,850,1020,1015
d01157,pneumococcal 23-valent vaccine (obsolete),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01159,measles virus vaccine,0,0,15,15,20,20,,,0,0,0,0,0,0,0,0
d01160,rubella virus vaccine,15,15,,,0,0,,,0,0,,,0,0,0,0
d01161,mumps virus vaccine,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01163,"poliovirus vaccine, inactivated",25,25,115,110,95,90,90,90,115,115,195,185,295,280,470,405
d01164,"influenza virus vaccine, inactivated",450,450,630,630,595,595,0,0,0,0,0,0,0,0,0,0
d01165,yellow fever vaccine,20,20,95,95,195,195,215,215,275,275,335,330,490,490,615,610
d01166,hepatitis b vaccine (obsolete),2305,1490,1345,885,0,0,0,0,0,0,0,0,0,0,0,0
d01168,tetanus toxoid,1190,1160,2215,2175,2495,2435,2135,2085,1770,1725,1765,1725,1895,1865,1395,1380
d01171,tuberculin purified protein derivative,2185,2040,5745,5310,2400,2160,0,0,0,0,0,0,0,0,0,0
d01181,epinephrine topical,,,15,15,0,0,0,0,,,0,0,0,0,0,0
d01184,dipivefrin ophthalmic,10740,2960,9015,2435,6810,1795,4025,1365,25,20,0,0,0,0,0,0
d01185,apraclonidine ophthalmic,6220,1765,5135,1465,4750,1345,4300,1355,4130,1280,3790,1105,3840,1160,3870,1265
d01187,levobunolol ophthalmic,99715,25095,102485,23580,92645,21015,79880,18685,72000,16715,68905,16135,68095,15250,69140,15505
d01189,carbachol ophthalmic,5290,1340,3765,1055,1205,380,310,175,280,90,295,110,140,75,,
d01191,pilocarpine ophthalmic,129360,34465,129365,33135,87275,24400,64190,18895,60925,17235,57720,18150,64320,18915,65090,20900
d01195,echothiophate iodide ophthalmic,2220,505,2455,510,1885,485,1585,370,2050,460,2470,480,2380,470,2790,490
d01199,homatropine ophthalmic,10125,5505,10245,5770,7075,4290,6525,3950,4000,2490,2380,1680,1605,1070,735,535
d01200,tropicamide ophthalmic,2910,2275,3185,2555,3365,2660,4140,3150,3650,2665,4370,3210,4335,3285,6795,5330
d01201,cyclopentolate ophthalmic,10785,7795,11625,8410,10415,7615,10180,7595,11385,8455,13145,9670,13690,9960,18400,13280
d01208,sulfacetamide sodium ophthalmic,68870,54355,69275,55595,64565,52135,60975,49690,60210,48780,57365,47075,54035,44540,53520,43595
d01213,natamycin ophthalmic,330,225,555,305,585,350,370,235,330,235,450,300,525,350,425,265
d01215,trifluridine ophthalmic,14660,10055,18035,11930,18035,12195,17555,11900,15870,10750,13670,9410,12470,8655,11145,7990
d01217,tetracaine,0,0,,,,,0,0,0,0,0,0,0,0,,
d01218,proparacaine ophthalmic,200,175,330,240,425,325,340,225,250,160,315,185,285,185,360,235
d01222,sodium hyaluronate ophthalmic,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01225,boric acid topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d01227,botulinum toxin type a (obsolete),1025,680,1475,865,0,0,0,0,0,0,0,0,0,0,0,0
d01231,chlorhexidine topical,366500,164275,457580,208080,498575,225935,527570,242390,576160,265495,628295,294570,695020,333265,819685,404100
d01233,nystatin,365600,215640,404720,238905,419560,248715,428785,254840,441540,265365,450450,273800,458205,275375,496735,301940
d01234,butoconazole topical,12375,8735,11015,7920,8970,6355,1825,1475,210,150,35,35,0,0,460,400
d01235,tioconazole topical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01236,clotrimazole,78390,50715,86975,54910,87960,55070,86790,55035,88430,56540,87335,55450,93640,59805,101190,64315
d01238,terconazole topical,76090,49880,81070,53940,77780,51140,88625,58665,88345,57560,89640,58295,89400,57965,93595,61145
d01240,sulfanilamide topical,680,505,860,560,670,405,195,135,120,90,195,150,315,210,255,175
d01241,clindamycin topical,112520,59470,133380,70605,138905,73535,144935,74390,156600,79370,175705,88745,197220,99465,214220,110520
d01244,tretinoin topical,48175,27745,62065,33720,67415,36105,77540,41310,72200,40015,75345,40185,83825,44360,100965,56015
d01245,isotretinoin,2300,755,2885,935,3745,920,4155,1270,3895,1160,3745,1020,3570,1035,4685,1400
d01246,benzoyl peroxide topical,23335,9910,28365,11345,16060,6950,13230,6245,8425,3660,6410,2940,2120,1210,510,315
d01254,anthralin topical,720,395,865,430,335,210,275,185,120,95,70,55,70,65,80,35
d01257,nitrofurazone topical,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d01258,mafenide topical,840,385,680,440,525,315,505,290,515,360,585,355,410,285,510,315
d01259,silver sulfadiazine topical,333170,179500,370055,201090,378450,206920,381890,209525,396215,218515,400695,221200,406325,224655,429925,238690
d01263,pyrithione zinc topical,,,0,0,0,0,0,0,0,0,0,0,0,0,15,15
d01265,sulfacetamide sodium topical,8000,5320,8940,5825,8255,5190,7650,4955,8265,5150,9065,5675,10100,6345,12340,7665
d01266,chloroxine topical,45,35,35,25,,,,,0,0,0,0,0,0,0,0
d01267,mupirocin topical,657135,385760,783900,467350,839140,505795,911610,551450,996670,602715,1078010,661805,1171410,727120,1316080,834480
d01271,econazole topical,176100,93580,210505,108260,220870,113460,233165,119165,246405,127370,271320,141950,299595,154900,347010,180555
d01272,ciclopirox topical,229720,117925,230520,115445,223845,111160,226905,111965,253680,124975,273845,135980,297105,146105,337455,167005
d01274,tolnaftate topical,50,25,0,0,0,0,0,0,0,0,0,0,0,0,,
d01275,sulconazole topical,4450,2815,4375,2785,3960,2395,4160,2465,3635,2340,2610,1850,2450,1685,1945,1420
d01277,naftifine topical,62225,36070,80285,45235,85590,46745,82380,43035,66030,35060,62300,32720,49615,25785,43390,22345
d01278,lindane topical,11150,8250,11110,7950,9060,6610,6935,5015,6370,4355,4960,3540,5060,3580,4580,3045
d01279,permethrin topical,101575,70040,115080,79390,117665,80585,125765,86060,134070,90305,141235,95180,159625,107010,171020,113845
d01280,crotamiton topical,7710,4345,6255,3460,7740,4540,8870,4605,9545,4820,8795,4190,6315,3230,3535,2020
d01282,alclometasone topical,20190,13430,24140,15265,25145,15175,24490,15250,24545,15130,23970,15050,21915,13465,22890,14830
d01283,amcinonide topical,7965,4255,8810,4610,8275,4255,6470,3490,5810,3095,5830,2690,4710,2410,3715,2005
d01288,clobetasol topical,432375,218355,537655,267710,590760,288890,648450,313460,715010,346465,801240,390870,922285,451900,1119545,557935
d01289,clocortolone topical,7750,4875,8480,5760,8320,5485,5980,4005,4375,3050,4000,2550,3870,2560,3745,2665
d01290,desonide topical,140460,82115,176070,101245,193000,111760,203515,119245,222625,131250,246735,148755,274165,165695,302610,188880
d01291,desoximetasone topical,140305,77670,164780,91345,172490,94135,181265,97225,168750,93415,157335,87430,143610,80875,154010,86850
d01292,diflorasone topical,36245,17500,38660,18595,30755,14710,28000,13285,23010,11950,19070,10030,16240,8545,16165,8190
d01293,fluocinolone topical,114395,60410,129320,67625,124080,65855,124390,65755,124075,66070,110995,60485,108195,58635,124940,71190
d01294,fluocinonide topical,418585,211865,472535,238550,490830,248245,505105,254755,511055,259305,532205,273160,578420,296385,630065,329420
d01295,flurandrenolide topical,12825,7370,16145,8805,16220,8790,14010,7515,12025,7035,11540,6750,10995,6410,10760,6460
d01296,fluticasone,638305,180805,649840,177970,634640,176970,659910,192505,673635,195040,699790,205895,712855,207450,706490,212385
d01297,halcinonide topical,4575,2375,2910,1690,2430,1410,3170,1905,2785,1650,3285,1745,2425,1320,2605,1700
d01298,halobetasol topical,58110,29175,64525,32075,66345,32925,71520,35470,69460,34830,71855,36185,78380,40075,82570,43320
d01300,mometasone topical,181080,109625,211625,125900,214465,125910,211535,124510,215495,126860,226715,131865,231500,136785,250990,153090
d01301,dibucaine topical,20,15,0,0,0,0,0,0,0,0,0,0,0,0,,
d01303,pramoxine topical,605,445,770,560,40,30,,,0,0,0,0,0,0,30,20
d01305,dyclonine topical,,,0,0,,,0,0,0,0,0,0,0,0,0,0
d01306,cocaine topical,40,30,70,50,75,35,20,20,,,,,,,,
d01307,salicylic acid topical,12875,8520,20805,13120,15550,9135,10815,6325,3855,2140,2635,1450,2125,1230,2325,1345
d01308,podophyllum resin topical,60,60,70,70,70,60,65,40,40,35,15,15,20,20,0,0
d01309,podofilox topical,3545,2170,3800,2325,4045,2615,3995,2645,4875,2885,4310,2800,4400,2675,4730,2870
d01313,trichloroacetic acid topical,0,0,,,,,15,15,0,0,0,0,0,0,0,0
d01315,collagenase topical,62085,28410,83480,38335,175325,77440,251880,103250,272510,114625,296675,123025,325040,131605,320645,130715
d01319,hydroquinone topical,425,185,450,270,180,95,240,125,140,85,145,105,205,155,485,310
d01320,formaldehyde topical,840,755,935,780,475,455,265,265,70,70,,,,,,
d01321,capsaicin topical,355,180,,,0,0,0,0,,,0,0,20,15,120,25
d01322,aluminum chloride hexahydrate topical,5505,3595,6870,4290,4225,2505,3195,2025,2050,1290,1690,1140,1745,1125,2180,1365
d01323,monobenzone topical,,,25,20,0,0,0,0,0,0,0,0,0,0,0,0
d01332,hexachlorophene topical,16125,8620,14535,7980,9265,4965,2820,1840,1925,1320,2260,1330,2370,1205,2115,1220
d01335,sodium hypochlorite topical,25,25,0,0,0,0,0,0,0,0,0,0,0,0,125,70
d01336,oxychlorosene sodium topical,,,0,0,0,0,0,0,0,0,0,0,0,0,,
d01338,physiological irrigating solution,,,40,15,,,,,,,65,20,55,30,,
d01339,mechlorethamine,145,80,320,125,305,115,265,110,155,100,95,35,75,25,80,50
d01341,lomustine,410,140,380,140,215,70,495,105,230,90,360,120,415,125,515,165
d01342,carmustine,,,30,15,,,,,40,20,,,,,,
d01345,thioguanine,185,55,245,50,275,60,265,80,215,80,270,85,230,55,230,95
d01346,fludarabine,60,15,70,30,70,25,35,15,60,30,35,20,,,55,25
d01347,testolactone,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01348,megestrol,673045,216480,756505,245250,788720,255645,800635,261265,810945,264625,796570,264755,776835,262200,703970,238105
d01351,estramustine,1760,540,1300,455,1545,440,1035,350,1055,340,665,195,625,175,335,100
d01353,leuprolide,14950,4755,17135,5015,16055,5065,16180,4990,14335,4515,13070,4130,12740,3860,12830,4035
d01354,goserelin,1410,475,1515,535,1245,420,785,280,475,175,470,180,455,140,485,160
d01356,pentostatin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d01368,interferon alfa-2a,120,55,180,40,0,0,0,0,0,0,0,0,0,0,0,0
d01369,interferon alfa-2b,1815,455,2045,510,2100,480,1885,530,1930,470,1880,470,1820,475,2250,495
d01370,interferon alfa-n3,0,0,,,,,0,0,0,0,,,0,0,0,0
d01372,altretamine,665,230,395,160,365,140,225,95,160,60,185,55,185,80,100,40
d01373,hydroxyurea,138330,24500,159370,26855,171295,28100,171350,28425,170500,29235,178905,30720,186120,32585,206800,36320
d01375,aldesleukin,35,15,45,15,115,20,,,,,0,0,,,,
d01376,paclitaxel,340,125,395,125,435,145,650,165,770,240,715,245,625,190,780,255
d01378,mitotane,115,35,230,55,145,45,345,70,370,90,285,105,375,105,465,95
d01384,morrhuate sodium,,,0,0,0,0,,,0,0,0,0,0,0,0,0
d01386,yohimbine,5540,1480,50,35,45,25,,,0,0,0,0,0,0,0,0
d01387,alprostadil,27855,9880,1125,580,1245,625,1015,395,485,255,535,270,655,350,640,310
d01389,disulfiram,16685,4170,18875,4570,19650,4720,19315,4970,18840,4710,18975,4880,18375,4650,19260,5170
d01393,hyaluronidase,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01394,procaine,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
d01395,chloroprocaine,,,0,0,,,0,0,0,0,0,0,0,0,0,0
d01398,mepivacaine,0,0,,,125,20,,,,,,,,,,
d01402,deferoxamine,500,75,400,80,500,65,265,35,365,50,645,80,450,60,275,55
d01404,sodium thiosulfate,180,25,245,30,180,35,100,45,100,25,,,,,0,0
d01406,naltrexone,34040,6510,40435,7730,41900,7925,47015,9110,53170,10205,55785,10915,54490,11635,64870,13385
d01407,flumazenil,35,25,35,35,30,30,,,20,20,45,40,,,15,15
d01410,digoxin immune fab,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01411,mesna,125,50,180,90,205,90,220,90,285,100,225,105,605,200,495,160
d01416,trientine,160,30,365,65,295,45,390,55,320,45,255,50,215,45,285,50
d01417,succimer,150,80,120,100,125,80,155,115,150,90,105,75,60,55,70,40
d01418,tiopronin,85,20,175,25,275,35,270,55,360,55,,,,,395,65
d01420,ambenonium,155,25,180,20,175,25,125,25,95,25,75,25,65,20,,
d01422,guanidine,0,0,,,0,0,0,0,0,0,,,0,0,0,0
d01423,potassium citrate,69855,15745,87130,18695,99955,21160,110420,24180,123570,27760,131470,29985,150765,34910,176160,41720
d01424,potassium acid phosphate,5310,1235,6060,1370,4060,1275,3905,1220,770,245,1335,530,1410,540,455,160
d01425,flavoxate,22100,8245,26145,9505,26950,9170,25345,8355,26030,7950,22800,6845,20365,6240,16900,5340
d01427,bethanechol,129480,27935,142720,29870,147785,29955,151175,30725,155305,31465,156665,31760,159085,32980,174110,35245
d01431,dimethyl sulfoxide,555,240,645,245,665,225,245,90,385,120,430,130,495,170,725,245
d01433,acetohydroxamic acid,560,155,905,165,375,110,190,50,315,85,0,0,,,865,110
d01434,methoxsalen,1795,780,1515,635,1255,540,1515,500,760,295,750,280,875,290,855,330
d01445,barium sulfate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01456,iohexol,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
d01473,diatrizoate,,,20,20,,,0,0,0,0,0,0,0,0,0,0
d02376,albumin human,350,50,275,145,355,175,25,15,65,30,80,20,55,20,100,25
d03001,cladribine,0,0,0,0,0,0,,,,,,,,,0,0
d03007,measles/mumps/rubella virus vaccine,865,610,130,130,270,230,205,190,265,245,340,305,530,500,620,560
d03008,interferon gamma-1b,2220,365,1620,255,800,105,465,60,605,75,515,70,560,60,320,40
d03034,norgestrel,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03041,enoxaparin,270200,129855,336160,165375,386575,182345,399755,192545,415100,207430,448080,224270,472235,230615,514110,255635
d03050,loratadine,308540,86985,352890,91180,388240,98010,422015,112600,279155,77800,122715,34095,167865,45115,166690,43105
d03051,interferon beta-1b,40290,5515,40480,5270,38255,4755,39170,4690,39180,4615,37660,4465,35525,4165,32070,4120
d03052,hydrochlorothiazide-triamterene,4316125,776825,4641700,765410,4302920,723170,3841850,677350,3567170,649060,3174960,616325,2951670,581955,3050890,624195
d03075,hydrocodone,715,140,760,160,480,100,,,0,0,0,0,0,0,0,0
d03109,japanese encephalitis virus vaccine nakayama,,,,,,,,,,,0,0,0,0,0,0
d03112,nedocromil,2685,735,2410,690,860,390,,,0,0,0,0,0,0,0,0
d03113,"dextran, low molecular weight",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03125,dihydrotachysterol,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03126,calcitriol,294250,62445,437160,82160,540225,99560,601175,109980,635440,117605,593050,115125,630930,120010,686545,134590
d03128,ergocalciferol,7735,3270,10335,4125,29540,10835,30890,10835,84795,27075,93460,26285,134825,41395,298675,97905
d03129,cholecalciferol,2195,605,45,20,150,110,375,170,0,0,,,50,30,3940,1405
d03130,thiamine,75,55,0,0,,,0,0,20,15,,,15,15,590,225
d03133,hydroxocobalamin,0,0,0,0,0,0,0,0,0,0,0,0,,,25,25
d03135,phytonadione,3910,2630,1420,960,985,750,470,375,1435,1020,1425,865,2120,1395,3570,2735
d03136,vitamin a &amp; d topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15
d03137,calcium-vitamin d,1420,965,40,20,,,,,,,,,,,2380,880
d03140,multivitamin,24140,7190,23540,6150,16075,4890,14345,3715,19025,4180,21385,5250,49135,11890,96385,24075
d03141,multivitamin with iron,17815,5500,14980,3840,11270,2755,7885,2115,8205,2060,8755,2340,12340,3365,17540,4690
d03143,multivitamin with fluoride,610,190,970,350,935,245,785,185,420,145,700,190,990,250,1035,270
d03145,multivitamin with minerals,16620,5175,10505,2775,8275,2065,4625,1180,3580,905,3740,965,12140,3140,18675,4975
d03148,"multivitamin, prenatal",190365,41095,197165,41490,189245,40450,131625,30080,133835,32840,154085,37485,139220,33365,120015,28480
d03154,doxylamine,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
d03157,paroxetine,3528260,551705,3691735,542545,3503010,516570,3281895,494780,3143310,478955,3051325,476445,2992410,474905,3066480,499835
d03158,rimantadine,4070,3195,3145,1895,3860,2895,7815,6495,1765,870,1425,790,1385,720,1145,565
d03160,sumatriptan,263610,66215,313980,76725,346370,85540,385345,94285,429790,107775,504065,124850,583085,142875,693005,166495
d03162,ethanol,90,20,200,65,185,30,,,40,15,0,0,0,0,0,0
d03165,piperacillin-tazobactam,20595,6460,25000,8780,28215,9455,28860,10000,30125,10310,32240,10600,31065,10575,35140,12365
d03170,felbamate,18320,1825,20205,2050,21080,1970,19905,1955,21445,2060,22535,2210,23100,2290,24085,2260
d03171,granisetron,7710,3755,5360,2800,4700,2305,6250,2710,6650,2715,6195,2520,7225,3050,9085,3220
d03173,dornase alfa,820,300,565,165,415,150,510,170,685,210,560,215,655,150,835,220
d03176,tacrine,255,50,170,45,225,45,250,35,40,20,0,0,0,0,0,0
d03180,risperidone,3925575,491420,4108175,487090,4024525,465435,3971255,456495,4033690,474145,4138920,489525,4175930,492615,4146725,485580
d03181,venlafaxine,2535530,372810,2828300,392140,2896395,387145,2741655,365845,2717750,367185,2789055,388655,2930235,416290,3260640,477680
d03182,gabapentin,5154445,941795,6021335,1074260,6625650,1186260,7333965,1332210,8240125,1499155,9260520,1700745,10392655,1920370,12125105,2259010
d03183,fluvastatin,820170,141345,634845,95875,414120,64255,245405,39885,163520,28445,98270,19645,83960,15155,81465,16185
