Revenue Center Code,Revenue Center Label,# of records with this revenue center code in 2004,# of people with this revenue center code in 2004,# of records with this revenue center code in 2005,# of people with this revenue center code in 2005,# of records with this revenue center code in 2006,# of people with this revenue center code in 2006,# of records with this revenue center code in 2007,# of people with this revenue center code in 2007,# of records with this revenue center code in 2008,# of people with this revenue center code in 2008,# of records with this revenue center code in 2009,# of people with this revenue center code in 2009,# of records with this revenue center code in 2010,# of people with this revenue center code in 2010,# of records with this revenue center code in 2011,# of people with this revenue center code in 2011,# of records with this revenue center code in 2012,# of people with this revenue center code in 2012,# of records with this revenue center code in 2013,# of people with this revenue center code in 2013,# of records with this revenue center code in 2014,# of people with this revenue center code in 2014
0403,Other imaging services-screening mammography (eff 1/1/91),4899145,3641530,5408535,3725390,5714775,3694355,6020300,3699715,6314150,3708730,6687800,3767400,6732300,3681735,7169145,3832055,7292730,3838720,7453005,3896110,7360360,3827705
0404,Other imaging services-positron emission tomography (eff 10/94),127995,109330,159805,133880,190325,155780,227255,181730,250990,196940,273570,212885,289635,224080,311740,240650,328050,249770,342525,262955,343800,267150
0409,Other imaging services-other,4170,3370,4090,3390,4020,3100,3155,2500,2335,1770,4280,3045,4930,3255,5325,3650,6220,4280,10690,8005,11835,9085
0410,Respiratory services-general classification,1675590,618440,1812765,687400,1760170,661245,1865765,669975,1976150,711115,2062200,729585,1973250,762205,1936310,800760,2075540,853795,2143430,878275,2150140,897920
0412,Respiratory services-inhalation services,168590,101580,179900,108020,171125,102395,169180,100110,180520,104385,187265,104945,193030,105000,213930,116030,261850,132615,275105,138330,275375,140450
0413,Respiratory services-hyperbaric oxygen therapy,248900,11185,288310,12475,296800,12415,317100,13020,345155,13810,382410,15045,434035,16535,468520,17320,506000,18305,522885,19000,537080,19400
0419,Respiratory services-other,178300,22785,178395,21480,183500,18395,171185,18075,166745,18840,167220,18155,146015,15670,95975,21580,98055,22395,83555,20505,83890,22125
0420,Physical therapy-general classification,54773905,2103575,59043320,2166345,52660690,2097100,56477280,2087490,60100505,2123785,63970430,2177170,62048630,2203635,65324120,2264000,67354850,2372915,68738195,2544565,77246540,2680065
0421,Physical therapy-visit charge,4702315,223125,4801070,225130,4251310,214600,4347530,207940,4293565,204985,4506500,209630,4683965,225180,4772755,229950,4758820,242080,4497920,246435,4757060,255835
0422,Physical therapy-hourly charge,123725,9415,121090,8755,98895,7135,80195,5250,88630,5770,95110,5930,76690,5320,78305,5565,87735,6125,70780,5030,69670,4855
0423,Physical therapy-group rate,102480,17400,125830,20140,109795,19205,95850,16575,68565,14135,72365,14535,74575,14340,78210,15285,70810,13100,55865,10845,57845,10630
0424,Physical therapy-evaluation or re-evaluation,1637585,1241590,1744100,1319715,1700825,1303330,1728465,1308265,1731895,1326630,1841525,1413395,1934755,1495540,2082525,1597615,2261810,1752845,2580215,1842455,2840840,1933195
0429,Physical therapy-other,1794765,67125,1756385,60725,1390080,52915,924275,38040,137130,8205,127555,7630,139675,8275,161900,9005,145340,8660,343330,67015,478865,91295
0430,Occupational therapy-general classification,17799465,689740,20007145,711965,18354685,698785,21183770,710790,23697975,742695,25594370,777375,23609100,782195,25048560,795120,26580020,838615,26789015,909835,30594010,966990
0431,Occupational therapy-visit charge,1154195,61890,1182730,59300,1039565,55600,1112070,54415,1085285,53570,1205370,56065,1187910,58660,1215045,57560,1186785,58520,1119795,59790,1187970,60825
0432,Occupational therapy-hourly charge,20440,1645,18970,1460,13170,1155,25210,1430,26945,1780,22170,1705,15725,1610,16085,1805,20085,1950,24725,2225,19225,2475
0433,Occupational therapy-group rate,26105,3790,22615,4075,17490,3050,19425,3370,19065,3480,17755,3735,13655,3700,16735,4130,15475,3230,10185,2280,7275,1770
0434,Occupational therapy-evaluation or re-evaluation,464660,356995,497865,386535,487340,384470,519040,401485,541925,421795,597565,465620,645825,505855,701605,550335,788385,619005,931085,660800,1033365,692450
0439,Occupational therapy-other (may include restorative therapy),155525,7420,150140,6600,103315,5520,58270,3640,17180,1375,15475,1270,15620,1415,20565,1495,20365,1505,57720,13060,84525,19740
0440,Speech language pathology-general classification,3897490,360250,4290310,376185,3922260,369810,4585375,382560,5076250,397865,5992840,421010,6179360,434480,7057685,450180,7366600,466335,7629000,510375,9421860,562965
0441,Speech language pathology-visit charge,250840,27355,260540,26675,239125,25720,271180,26115,296465,26525,323920,28155,339345,29420,350460,29435,344280,29530,330220,29620,366340,29300
0442,Speech language pathology-hourly charge,6830,1180,6770,1200,6820,1020,8795,1095,8520,1040,6940,995,3110,690,4345,815,6370,900,5235,810,5395,1000
0443,Speech language pathology-group rate,5085,735,5845,770,6705,710,5700,730,6185,905,8635,1070,9510,1440,13600,1790,16365,1615,13065,1495,6625,835
0444,Speech language pathology-evaluation or re-evaluation,230555,169715,259615,186730,265955,193325,294720,211630,327730,226615,371230,251645,401480,273635,446840,305610,486830,337075,561890,354200,592330,351535
0449,Speech language pathology-other,4920,1000,4315,1110,4090,1245,3935,1110,4645,990,5005,1040,5200,1030,6940,1135,5395,1065,39695,10690,62720,15535
0450,Emergency room-general classification,16655225,7128335,18256355,7477770,18292570,7302350,19136200,7275090,19926760,7322530,20751400,7424905,21968190,7687340,22792630,7902825,23658170,8196925,23007820,8089285,23212465,8167850
0451,Emergency room-emtala emergency medical screening services (eff 10/96),205175,131285,210335,134355,209680,132420,204850,128135,190150,115265,200215,120195,210915,125245,239515,137370,262210,146830,263940,152205,280640,159520
0452,Emergency room-ER beyond emtala screening (eff 10/96),156775,99310,157930,100155,158280,98760,169595,104700,176800,106390,188275,111500,197585,117105,224705,129015,246915,138525,250625,144535,261560,150670
0456,Emergency room-urgent care (eff 10/96),149135,98845,168810,109830,163295,104870,164065,105410,161370,102945,156925,100270,153675,98470,170720,110650,191425,124520,187700,123775,188860,125735
0459,Emergency room-other,47985,29860,49445,28540,41045,22685,38070,19775,34345,17650,19875,12500,19120,11755,20745,12540,23065,14110,21680,13470,22190,13590
0460,Pulmonary function-general classification,3750885,1639365,3947375,1685450,3924605,1604675,3779460,1532475,3719795,1487735,3739010,1446025,3890530,1444750,3889630,1461600,3701435,1471055,3718090,1452185,3417485,1347630
0469,Pulmonary function-other,32690,16180,33570,14975,38805,12825,30960,11125,27600,10695,25935,11910,33375,15215,37110,19290,32670,17900,28535,16155,26995,14820
0470,Audiology-general classification,25930,13195,27865,14450,29295,14565,32980,15290,36290,17530,37020,17525,33195,17785,31690,17790,32570,18425,41665,22920,45660,25555
0471,Audiology-diagnostic,275945,101525,281745,102455,270190,99015,262180,96640,263820,96820,273645,101110,239620,107150,246900,111780,256995,117580,270395,125120,262990,123565
0472,Audiology-treatment,735,445,1195,750,1315,760,1490,895,1660,820,1735,775,1845,645,2570,1165,1405,1225,1475,1275,1505,1375
0479,Audiology-other,900,625,1800,1165,1090,800,1605,1075,1735,1140,2020,1440,1710,1245,7030,5100,8120,5965,8085,6215,7495,5835
0480,Cardiology-general classification,2960285,1099955,3039360,1117975,3048810,1109280,2975690,1079150,2973630,1076295,1864155,1057190,1813795,1099655,1933225,1189655,2040055,1238930,2051795,1254520,2096835,1264015
0481,Cardiology-cardiac cath lab,2199295,442410,2172845,441580,2153250,437260,2041790,418565,2212705,451810,2475830,505820,2693190,551350,847620,532585,827690,542510,833770,545955,900195,574570
0482,Cardiology-stress test,905290,869460,877630,843735,838795,806920,781275,756870,751680,726890,745060,720210,796855,771515,927200,897805,1014730,983325,1026055,995125,1033420,1002265
0483,Cardiology-Echocardiology,436080,167720,502025,190465,533545,204505,608225,235225,736585,280650,545060,408655,673230,545630,912740,743460,1126385,923445,1294445,1057625,1444290,1178350
0489,Cardiology-other,4910,3390,5160,3215,4730,3180,4945,3100,4630,3170,10900,6690,12750,6930,13725,7995,14655,8065,12275,7590,12965,7710
0490,Ambulatory surgical care-general classification,763185,424115,684885,372480,613770,328970,549610,291550,508680,262500,481155,246095,437465,224190,409700,213335,382360,196255,358645,183185,347180,177855
0499,Ambulatory surgical care-other,48580,27295,41440,23725,35135,20920,32235,19200,28005,16520,26360,14610,24490,13490,27265,15400,26755,15415,25830,13565,19500,10390
0500,Outpatient services-general classification (deleted 9/93),55,35,260,210,55,55,45,35,110,95,60,60,300,165,90,70,90,50,130,125,95,75
0509,Outpatient services-other (deleted 9/93),.,.,15,.,0,0,55,35,.,.,15,15,20,20,.,.,.,.,20,20,.,.
0510,Clinic-general classification,15477115,3369570,16462595,3545800,16831250,3621890,17199915,3695575,17765840,3827090,19185445,4125040,20726725,4487365,22663400,4945640,24820520,5401930,26948320,5844970,28431025,6171840
0511,Clinic-chronic pain center,303680,100680,274080,82980,253660,76615,247430,73125,240690,71345,229970,66680,230905,70095,235940,70855,235315,71095,235880,70600,230380,68500
0512,Clinic-dental center,9410,3915,10115,4120,8090,3240,11400,3515,10555,3765,12465,4110,14620,4580,14610,4035,15860,4265,16210,4415,16150,4660
0513,Clinic-psychiatric,187515,22645,180540,21480,168680,19655,168740,19695,180120,18850,208765,17645,198015,17145,187495,17380,201015,18200,319240,40620,353570,40335
0514,Clinic-OB-GYN,23045,11050,24150,11615,26205,13150,23670,11485,22695,10945,21010,10475,21960,10655,23085,11045,19175,9405,16310,8655,12130,6120
0515,Clinic-pediatric,3270,1405,3715,1280,4050,1410,4520,1690,3870,1115,3620,1180,4420,995,3355,1140,3360,1105,3845,1110,3635,1000
0516,Clinic-urgent care clinic (eff 10/96),74040,49755,100250,67295,99450,66095,108720,72370,127575,83370,137960,91555,141450,91655,154050,99695,174780,113110,190265,124750,203580,135630
0517,Clinic-family practice clinic (eff 10/96),113210,28925,112600,29015,144095,39000,134910,34970,128035,35275,123700,35090,108535,31210,106370,29215,105900,30305,76955,25440,51765,16525
0519,Clinic-other,584125,142270,574805,143720,505980,135290,469735,122360,403740,110220,354365,98525,325025,97820,286110,91685,257050,84865,266225,84890,272345,83550
0520,Free-standing clinic-general classification,4406645,941485,4267100,989300,2732585,795530,472845,136790,403595,106025,364255,92680,331335,87355,93095,35905,40560,13570,37355,13505,38885,13910
0521,Free-standing clinic-Clinic visit by a member to RHC/FQHC (eff. 7/1/06). Prior to 7/1/06 - Rural Health-Clinic,6405395,1407760,7109550,1569230,8708990,2119350,10700440,2376385,11046720,2453815,11322820,2532120,11864100,2693660,12936395,2895750,13166875,2999805,13255120,3073745,13335040,3114010
0522,Free-standing clinic-Home visit by RHC/FQHC practitioner (eff. 7/1/06).  Prior to 7/1/06 - Rural Health-Home,252115,44205,476685,86940,427575,82950,252240,49040,237885,43410,212535,38380,187845,34890,171245,32740,160165,30655,149980,29195,134720,25850
0523,Free-standing clinic-family practice,4670,970,1205,585,.,.,15,.,15,15,15,.,25,15,15,15,25,25,40,30,70,70
0524,Free-standing clinic - visit by RHC/FQHC practitioner to a member in a covered Part A stay at the SNF. (eff. 7/1/06),0,0,0,0,63170,17900,158605,33215,188355,39375,210835,41375,240470,46655,275190,53435,315860,58060,308210,58355,327255,62065
0525,Free-standing clinic - visit by RHC/FQHC practitioner to a member in a SNF (not in a covered Part A stay) or NF or ICF MR or other residential facility. (eff. 7/1/06),0,0,0,0,158740,45170,422995,73410,489655,83470,532085,87045,576590,95260,615055,100595,624050,101900,624410,104240,630720,103655
0526,Free-standing clinic-urgent care (eff 10/96),.,.,.,.,15,15,.,.,.,.,0,0,0,0,0,0,330,235,245,210,45,40
0527,Free-standing clinic-RHC/FQHC visiting nurse service(s) to a member's home when in a home health shortage area. (eff. 7/1/06),0,0,0,0,880,195,1190,215,1865,490,3815,695,3940,445,6740,750,9970,960,10115,1070,12530,1165
0528,Free-standing clinic-visit by RHC/FQHC practitioner to other non RHC/FQHC site (e.g. scene of accident).  (eff. 7/1/06),0,0,0,0,340,60,1100,150,2290,280,2800,290,1870,295,980,165,125,60,125,75,90,40
0529,Free-standing clinic-other,485,225,140,105,155,100,50,40,40,40,355,285,70,65,4795,2640,3185,2080,2910,1825,2765,1915
0530,Osteopathic services-general classification,2145,965,1910,770,1900,840,2025,900,2295,935,2495,1175,3635,1460,5355,2110,9570,2930,9635,3030,10815,3500
0531,Osteopathic services-osteopathic therapy,250,140,630,180,725,195,860,220,695,175,660,190,765,220,2280,825,2985,1000,3965,1230,3705,1205
0539,Osteopathic services-other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,35,80,55,100,70,255,125
0540,Ambulance-general classification,1994335,584525,2058520,597220,1953945,569535,1900295,546055,1904960,544435,1849930,525865,1810465,516260,1821950,516070,1788965,508795,1716750,492000,1702570,487100
0541,Ambulance-supplies,170,120,205,145,165,115,110,95,0,0,30,.,735,285,260,110,275,165,.,.,95,90
0542,Ambulance-medical transport,230,150,190,140,215,160,140,125,75,40,205,75,635,160,810,250,1345,1065,1360,1050,1660,1215
0543,Ambulance-heart mobile,100,45,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0544,Ambulance-oxygen,315,210,495,305,355,265,315,215,0,0,.,.,240,240,90,90,315,265,0,0,.,.
0545,Ambulance-air ambulance,45,25,.,.,25,20,20,20,180,140,215,155,135,75,385,195,680,345,860,425,700,345
0546,Ambulance-neo-natal ambulance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
0547,Ambulance-pharmacy,0,0,.,.,.,.,.,.,0,0,0,0,445,225,160,80,0,0,0,0,0,0
0549,Ambulance-other,340,305,595,530,550,495,440,370,505,425,505,435,815,650,760,540,1665,1335,3010,2115,3765,2805
0550,Skilled nursing-general classification,7350,475,2350,270,1375,150,50,50,1290,115,3070,225,3980,310,3625,290,2465,230,1165,175,380,100
0551,Skilled nursing-visit charge,120,35,300,70,270,75,295,85,365,110,90,.,0,0,0,0,0,0,15,15,35,30
0552,Skilled nursing-hourly charge,1015,90,1235,100,2085,150,1060,130,555,60,0,0,0,0,0,0,0,0,.,.,0,0
0559,Skilled nursing-other,30,15,1210,85,560,25,0,0,0,0,.,.,.,.,0,0,115,85,20,20,.,.
0560,Medical social services-general classification,2770,650,1530,630,1410,515,1750,690,1185,405,1070,375,1255,490,1230,410,1700,800,1490,690,15,.
0561,Medical social services-visit charge,20,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,.,.,0,0
0562,Medical social services-hourly charges,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0569,Medical social services-other,60,20,30,15,.,.,30,15,225,95,505,150,415,155,50,40,0,0,195,145,1200,405
0570,Home health aid (home health)-general classification,.,.,55,.,30,.,0,0,0,0,180,.,100,.,25,.,0,0,.,.,0,0
0571,Home health aid (home health)-visit charge,.,.,0,0,305,.,0,0,0,0,140,.,40,.,15,.,0,0,15,15,0,0
0572,Home health aid (home health)-hourly charge,0,0,0,0,0,0,0,0,125,.,0,0,0,0,0,0,0,0,0,0,0,0
0579,Home health aid (home health)-other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
0580,"Other visits (home health)-general classification (under HHPPS, not allowed as covered charges)",95,20,0,0,.,.,0,0,0,0,0,0,0,0,0,0,275,.,0,0,0,0
0581,"Other visits (home health)-visit charge (under HHPPS, not allowed as covered charges)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
0582,"Other visits (home health)-hourly charge (under HHPPS, not allowed as covered charges)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
0589,"Other visits (home health)-other (under HHPPS, not allowed as covered charges)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
0590,"Units of service (home health)-general classification (under HHPPS, not allowed as covered charges)",0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,.,0,0
0600,Oxygen/Home Health-general classification,.,.,20,20,30,30,15,15,20,15,15,15,.,.,.,.,0,0,15,.,0,0
0601,Oxygen/Home Health-stat or port equip/supply or count,465,35,140,.,250,45,.,.,0,0,.,.,0,0,0,0,0,0,25,.,.,.
0603,Oxygen/Home Health-stat/equip/over 4 LPM,0,0,.,.,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0
0604,Oxygen/Home Health-stat/equip/portable add-on,0,0,0,0,0,0,.,.,15,15,0,0,0,0,0,0,0,0,0,0,0,0
0610,Magnetic resonance technology (MRT)-general classification,891325,710395,949185,751870,958875,755490,961965,758680,970900,764005,980470,772395,986510,777730,1032835,811950,1076440,843585,1069320,837935,1075005,841590
0611,MRT/MRI-brain (including brainstem),489825,439145,509985,457960,516540,460035,519605,462000,539625,479140,552985,490445,561245,497715,594950,528685,627995,555845,659360,583885,685685,607360
0612,MRT/MRI-spinal cord (including spine),636725,533710,676350,563145,685365,568285,703985,579415,722865,592230,741765,608915,768400,630880,825020,675475,861225,703685,879370,718715,903340,737570
0614,MRT/MRI-other,30620,27550,38485,34270,46885,41360,52190,45990,54860,48255,63770,56245,73845,64800,91655,80330,110840,97310,135870,118925,157105,136530
0615,MRT/MRA-Head and Neck,41685,32165,54730,42175,59280,45695,63550,48360,66685,50615,71845,54215,75750,56760,82825,61340,89320,65505,93105,67860,98815,71485
0616,MRT/MRA-Lower Extremities,5405,4745,8220,6895,9495,7780,7970,6575,5770,4810,5545,4535,5060,3975,4735,3700,4190,3410,3785,3040,3115,2645
0618,MRT/MRA-other,13005,11695,16345,14785,19085,16910,15335,13380,11295,10105,11010,9935,10310,9205,10420,9210,10395,9220,10130,8970,11085,9385
0619,MRT/Other MRI,29540,25105,28270,23915,26220,21705,23550,19455,22105,18170,20845,17275,18340,15315,18490,15575,19315,16280,18855,16050,19350,15835
0621,Medical/surgical supplies-incident to radiology-subject to the payment limit - extension of 027X,426025,323430,389250,283715,320620,234565,278180,204430,243385,173385,227245,155490,206165,138700,171155,117535,155120,104860,134685,90865,100285,71905
0622,Medical/surgical supplies-incident to other diagnostic service-subject to the payment limit - extension of 027X,133720,115995,127250,103635,105695,79000,78670,60215,76950,55795,76105,50935,78315,48095,76215,44420,75780,39150,67150,32730,48475,29090
0623,Medical/surgical supplies-surgical dressings (eff 1/95) - extension of 027X,1615355,75750,1463380,78645,1306890,75780,1208295,70775,1148805,62130,1062570,57090,1030960,58010,994520,54010,885285,46895,742975,43175,724005,39580
0624,Medical/surgical supplies-medical investigational devices and procedures with FDA approved IDE's (eff 10/96) - extension of 027X,260,195,235,205,240,240,280,270,405,390,760,620,655,585,680,535,645,550,1410,1230,1335,1095
0630,Reserved (eff. 1/98),165,125,85,60,15,15,40,40,45,45,35,35,35,35,20,15,25,25,30,30,.,.
0631,Drugs requiring specific identification-single drug source (eff 9/93),45,45,40,40,20,20,0,0,0,0,0,0,0,0,.,.,115,100,115,110,55,45
0632,Drugs requiring specific identification-multiple drug source (eff 9/93),.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0633,Drugs requiring specific identification-restrictive prescription (eff 9/93),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
0634,"Drugs requiring specific identification-EPO under 10,000 units",4228550,261525,5019650,259165,4544715,250025,6800665,250165,19718295,260895,19726555,268930,19558600,278460,19891145,292330,26638790,295550,26783635,298810,27100090,300935
0635,"Drugs requiring specific identification-EPO 10,000 units or more",1389705,151440,1638840,166620,1660920,177810,2352140,176680,6802595,171055,7129255,179865,7055365,181945,5565010,155830,4739125,125175,4526985,119790,4665395,120995
0636,Drugs requiring specific identification-detailed coding (eff 3/92),25387395,6378775,30247995,7100995,34134360,7942405,53640235,8311225,63756020,8625635,69008830,8851375,74560225,9311790,80704180,9851635,85260335,10285575,89227360,10510750,90815760,10643925
0637,Self-administered drugs administered in an emergency situation - not requiring detailed coding,2562645,1692655,3315355,2078955,3610320,2218945,4036910,2407670,4436710,2478190,5368410,2664880,5911780,2845535,6694675,3062535,8326780,3321380,9853635,3557290,10569340,3712975
0640,Home IV therapy-general classification (eff 10/94),0,0,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,15,.,0,0
0641,Home IV therapy-nonroutine nursing (eff 10/94),0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0642,"Home IV therapy-IV site care, central line (eff 10/94)",0,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0,.,.
0643,Home IV therapy-IV start/change peripheral line (eff 10/94),.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0644,"Home IV therapy-nonroutine nursing, peripheral line (eff 10/94)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
0646,"Home IV therapy-train disabled patient, central line (eff 10/94)",0,0,.,.,.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
0647,"Home IV therapy-train patient/caregiver, peripheral line (eff 10/94)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,25,20,.,.
0648,"Home IV therapy-train disabled patient, peripheral line (eff 10/94)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
0649,Home IV therapy-other IV therapy services (eff 10/94),0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
0650,Hospice services-general classification,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,0,0,0,0,.,.
0651,Hospice services-routine home care,.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
0652,Hospice services-continuous home care-1/2,0,0,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0
0655,Hospice services-inpatient care,0,0,.,.,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
0656,Hospice services-general inpatient care (non-respite),0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0657,Hospice services-physician services,0,0,20,20,0,0,15,.,20,.,.,.,15,.,15,.,0,0,0,0,0,0
0659,Hospice services-other,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0661,Respite care (HHA)-hourly charge/skilled nursing (eff 9/93),0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0670,OP special residence charges - general classification,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0671,OP special residence charges - hospital based,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0672,OP special residence charges - contracted,25,.,100,20,.,.,0,0,0,0,0,0,.,.,0,0,0,0,.,.,.,.
0681,Trauma Response - Level I,1560,1510,1865,1855,2470,2460,3405,3320,3595,3505,4145,3920,4145,4015,4720,4645,5125,5030,4880,4840,5525,5440
0682,Trauma Response - Level II,1210,1200,1895,1880,2470,2440,3400,3290,3755,3650,4340,4150,5485,5220,5850,5620,7035,6775,7860,7450,9140,8735
0683,Trauma Response - Level III,680,670,1150,1095,780,740,1035,1025,1225,1195,1445,1415,1740,1695,2150,2075,2580,2505,2375,2315,2465,2435
0684,Trauma Response - Level IV,225,220,160,155,120,120,210,200,225,225,460,460,520,520,600,585,785,750,1215,1175,1490,1445
0700,Cast room-general classification,24450,13840,23830,12890,24165,11715,24830,11015,20295,9800,19140,9075,18260,9025,18110,8930,17680,9560,16915,9550,16540,8840
0709,Cast room-other,585,390,700,435,465,255,145,125,.,.,0,0,0,0,0,0,0,0,0,0,0,0
0710,Recovery room-general classification,3715980,2930970,3773095,2967530,3669035,2885230,3682805,2889085,3807455,2942735,3918840,2992610,4029125,3056420,4157825,3135320,4291395,3220545,4347945,3260630,4350600,3244185
0719,Recovery room-other,185790,152200,202570,162795,203040,165475,136035,115125,0,0,0,0,.,.,0,0,0,0,0,0,0,0
0720,Labor room/delivery-general classification,3560,1770,4565,2115,4110,1890,4440,2085,5290,2420,5555,2510,7470,2915,7615,3080,7520,3005,7775,3265,6140,2780
0721,Labor room/delivery-labor,2145,1110,2410,1220,2175,1090,2400,1165,2880,1360,2730,1345,3875,1655,3600,1400,3075,1275,2140,1110,2220,1020
0722,Labor room/delivery-delivery,35,30,55,55,115,60,75,35,90,50,150,60,40,35,85,30,90,40,55,30,100,80
0723,Labor room/delivery-circumcision,.,.,0,0,0,0,.,.,0,0,.,.,.,.,0,0,0,0,0,0,0,0
0724,Labor room/delivery-birthing center,.,.,30,20,15,15,25,25,75,35,40,25,35,25,115,35,25,15,15,15,.,.
0729,Labor room/delivery-other,330,190,345,165,460,230,335,175,440,255,330,175,590,275,700,290,515,215,470,220,660,315
0730,EKG/ECG-general classification,7247305,5033580,7615440,5234350,7630730,5214625,7673185,5217010,7865345,5288585,8132330,5371815,8542090,5578435,9099060,5839880,9664120,6128380,9596340,6115225,9750075,6174700
0731,EKG/ECG-Holter moniter,431865,243890,422840,234065,416910,228135,404590,216875,404040,215565,412160,218215,429170,222660,445245,234010,480930,255520,498340,265995,506100,272725
0732,EKG/ECG-telemetry (include fetal monitering until 9/93),140120,78350,133990,76100,121840,70400,104015,60120,81165,45135,96530,52805,96500,53810,56830,30675,58235,30135,58885,29985,57240,28380
0739,EKG/ECG-other,8215,6155,6470,4810,4555,3215,2130,1620,2285,1690,2745,2010,2325,1785,7110,6250,11325,9590,8735,7440,7620,6670
0740,EEG-general classification,320765,262000,336545,273140,344985,277490,349435,276960,360225,285350,368115,290410,371750,293750,381040,302030,393325,312380,392075,314695,389310,313330
0749,EEG (electroencephalogram)-other,8950,7005,9800,7350,11060,8370,7045,5545,.,.,0,0,0,0,0,0,0,0,0,0,0,0
0750,Gastro-intestinal services-general classification,1899580,1373275,1896115,1357795,1847645,1312330,1809230,1273750,1757265,1221745,1725975,1182665,1739400,1178530,1756435,1178430,1829810,1226285,1860050,1236850,1840400,1218050
0759,Gastro-intestinal services-other,24345,18770,22375,16835,18615,14100,11780,8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0760,Treatment or observation room-general classification,107220,59945,120590,62800,112195,53530,110605,49465,107095,46080,105305,45395,100635,41320,108425,42320,113805,40550,105785,37285,91390,34880
0761,Treatment or observation room-treatment room (eff 9/93),2309015,673465,2695385,733610,2991240,779605,3087870,782635,3319495,843080,3708860,936995,4205245,1033820,4633950,1149000,5216355,1265970,5456415,1347935,5439765,1365995
0762,Treatment or observation room-observation room (eff 9/93),1247150,891845,1450235,990890,1481500,1021910,1501595,1070445,1615130,1133995,1824475,1251535,1988925,1338170,2158525,1430105,2377075,1578045,2452200,1626525,2501755,1684125
0769,Treatment or observation room-other,12000,5105,10755,4105,10125,3475,7625,3030,5085,2535,5355,2780,8870,3850,10275,4415,9110,4275,16090,9790,39960,18030
0770,Preventative care services-general classification (eff 10/94),32245,30935,37010,35120,42160,39050,40250,37460,38210,35875,41200,38585,45925,42795,57960,53645,69010,64105,74215,68690,79850,74195
0771,Preventative care services-vaccine administration (eff 10/94),1957360,1710060,2341925,1985560,2426720,2075555,2502040,2097740,2652840,2203440,2802095,2212785,2851825,2235345,2929255,2355390,3261320,2584245,3351490,2660130,3429025,2694120
0779,Preventative care services-other (eff 10/94),220,205,325,315,295,295,.,.,.,.,0,0,0,0,0,0,25,20,.,.,.,.
0780,Telemedicine - general classification (eff 10/97),.,.,80,70,85,60,320,185,750,455,2305,910,3720,1485,9215,3265,14380,4605,16750,5910,21065,7545
0790,Lithotripsy-general classification,33075,25635,33485,26060,31090,24545,30150,23940,27430,21415,26450,20865,26180,20855,27345,21470,26355,21130,25770,20770,24915,20295
0799,Lithotripsy-other,855,670,620,510,525,455,325,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0800,Inpatient renal dialysis-general classification,1135,140,945,175,1125,155,340,75,295,65,280,70,890,145,1030,135,405,120,660,160,1260,255
