HRR #,HRR City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
319,Wilmington,NC,455962,185.15627199,61.646904732,121.25745915,43.030314194,21.250004648,40.63452924,24.055643291,0.6652125748,8.8102422574,5.6945557547,1.2356484322,1.5906901595,3.8573972506,11.22603228,1.2462212969,25.215513692,0.9602313139,5.9282760124,3.4788015447,2.4974295422,1.5707446709,25.596178033,1.3537473112,0.8923633815,1.1611030689,2.2837168584,58.809002528,4.7572952949,7.0673649492,3.3189326687,2.833029902,10.465039874,1.3492668699,10.598869213,1.2300470482,6.2272949401,0.8397773325,2.1514546441,1.0945106736,2.3736069119,0.9761936337
320,Winston-Salem,NC,1135803,183.49618892,63.899536149,117.41705068,44.275826386,22.558920821,38.363919606,40.717849015,0.7595507333,9.6455026206,5.879003854,0.856753425,1.6082521708,2.6591187108,8.0235687142,1.1289969735,27.434309368,1.2333628727,6.6042746286,4.0057624286,2.7881706641,1.48244403,23.945197611,0.5156596493,2.7138360047,1.1830639231,4.5517904462,52.345466888,3.833829909,5.3773848555,3.0408605582,2.9287154394,12.54126294,1.3125760539,8.0323980935,1.2981509197,7.9670078838,1.4914066459,1.7176098094,0.927576705,3.6110728182,1.0337270197
321,Bismarck,ND,206519,181.28365001,67.176354195,111.61979269,40.509715477,22.238462024,40.652979731,11.402186719,0.5278899346,9.0870779173,4.9511514969,2.0301238174,2.440652419,2.754293778,11.615176105,0.5663006624,43.573174667,0.0844257875,8.1403629362,1.5368227387,3.0248425085,0.5549752949,15.217675912,0.975887894,2.251324935,1.8207898927,3.3588715784,43.375338781,3.1870052528,7.6900565012,3.7606277496,5.7120144638,8.9715560593,2.8632399741,5.5296902428,1.2589648406,7.8263273629,1.2860114451,2.3383282691,1.2916488084,1.4197590015,0.1009293038
322,Fargo/Moorhead MN,ND,541081,181.11825243,75.103599142,103.68828683,32.187504586,19.464685064,37.703182277,17.24880723,0.7416318941,6.7506674881,2.8268065946,1.1118999545,2.4079858075,1.6257294313,6.221472225,1.0965120956,44.282389011,1.1550996637,8.9413071319,1.5879520189,3.3768521311,1.3247648886,22.001683867,1.5857627745,2.0781757753,0.9665510806,2.277872048,41.818474609,4.0451763889,6.7997740879,2.8960150403,3.6225770186,8.9931722575,1.3517530769,11.592248524,0.6265070297,7.832881475,1.1273220794,1.9409072386,0.656413794,1.7593199023,0.4542046217
323,Grand Forks,ND,161578,180.13790437,76.270193719,101.51085539,33.024800266,19.672681354,36.789750464,35.230977695,0.7315749519,6.9963931877,2.670931163,0.3987669097,3.3189911732,0.9472054062,7.046097963,1.8260383877,50.133723844,1.3203549883,8.5043330279,1.6028611891,2.5068261981,1.3214699973,16.861186577,0.7997868159,1.4865524206,0.9385900694,2.2855611416,47.380073501,3.2521608312,7.144536013,2.4315285602,4.4267179629,9.4926518363,1.4902241617,9.8123628554,0.1775133784,6.6113629848,1.7261168033,2.6598679359,0.7046696645,2.0968709352,0.6921851775
324,Minot,ND,129208,179.74431596,69.214099671,107.76998064,36.274145891,21.287692395,38.176482752,26.042816573,2.2075133979,7.9767260173,4.2659022096,1.755291156,1.6466175379,1.4178318368,8.1269673669,0.4678212863,40.829386384,0.3551452854,7.4220456749,2.1802322436,3.000337576,1.0432730754,18.847988528,1.6590019366,1.3772609847,1.2312512352,1.9547551862,57.36175537,4.0001270925,6.4517493165,2.801925387,6.5547471745,9.9897705486,0.8281721582,10.160644697,0.3607058604,7.6475796131,1.0740010997,1.5202397672,0.3476697827,1.8061701488,0.1506278197
325,Akron,OH,704829,215.27781569,82.191557619,130.95920979,46.801048604,22.011299142,42.988188685,50.809681747,0.936852018,8.5080254334,5.8759222972,1.6376210124,3.4296215059,2.1488667125,14.288405997,1.1553205492,33.086604664,0.9661175844,6.9651149147,2.97869665,2.1555567658,1.547184289,29.10461075,1.1481721861,1.4579625499,1.1104938768,3.1466307659,69.319193754,4.4557963857,6.7457200961,2.3266223642,4.3804402198,20.483055645,1.5367227529,10.329648195,1.1353825879,11.435761804,0.8415358733,1.767752961,1.5213700526,2.3477046487,1.0557076072
326,Canton,OH,647481,176.69954802,63.269458522,110.72632382,42.157974052,22.322749438,36.943592961,26.451162175,0.6636751433,9.4720735499,4.9844544049,1.1585723173,1.8577954592,1.561997143,14.444919046,1.2547924829,28.302346094,0.5551536849,5.7776906419,3.0506064668,2.2610914899,0.7942253107,24.519955368,1.1972274337,2.3814065415,0.7686187353,2.3685416898,61.267120362,4.3849172257,6.2210080119,2.27450639,2.9132643897,10.363498402,0.7642083744,6.0438760754,1.0941018257,7.7916694113,0.7724668966,1.4491362269,1.024724813,2.7702390512,0.5601443925
327,Cincinnati,OH,1666947,224.82872837,76.919314155,145.46393916,52.596093838,26.475452668,44.335831628,56.902026249,1.9185603006,13.338492224,6.6300134204,1.5984683628,2.5917885673,3.0420287674,10.142164505,1.515401404,26.104867126,1.3806588577,6.263962527,3.4074662818,3.2336652733,1.4035156981,31.462510698,1.0992819604,2.6609475886,1.7649181621,3.7709981469,66.260675409,4.9570123182,7.205050355,3.2423553834,4.9087822824,19.287971778,1.4924568224,11.180188435,1.0522245567,10.171126403,1.5743646117,3.4205385183,1.5038129534,2.6985426756,0.8718471152
328,Cleveland,OH,2064339,221.164734,75.097272623,143.68643333,58.372350299,25.875206199,40.228073205,59.364487569,1.0490287968,12.730500526,9.0844971131,1.162970619,3.5431332725,3.5407688751,8.5893021635,1.8084887093,22.379428202,1.3027579896,6.9255979381,4.4743683534,4.1559421018,2.4005984661,35.1967909,1.2568803105,2.0714351272,1.5905598653,6.7330973012,57.949392652,4.723100251,5.275604839,2.1497719165,6.7332586378,17.371396158,1.9523557783,11.291776135,2.1109192045,11.673026404,1.4054809635,2.4395053186,2.2598990461,2.8005853572,1.4832017978
329,Columbus,OH,3006134,194.7891893,72.437016486,119.74940941,44.609272598,24.107661382,37.038320769,34.57313315,0.7707032654,10.943617298,7.0889253848,1.2473588222,1.8571542553,2.6373599673,9.231798653,1.4834870701,35.593001098,0.6204096451,7.2365421591,2.5649174982,3.0018995882,1.2809715164,23.970042735,1.042582167,2.0288437784,1.4299240848,3.3127941379,48.586674528,4.2604700617,5.1511520885,2.5966257096,3.9592604064,12.833747536,1.4108127217,7.3099963322,1.1524580306,8.0013854613,1.3069459111,2.7910252983,0.927160943,2.461745455,0.8916062397
330,Dayton,OH,1086895,187.98619597,67.255124935,118.10411315,43.182961308,24.680022094,38.020870707,29.184427487,0.2943440059,11.506017905,4.6104544862,1.6321527472,1.5921819616,1.2218659065,11.563701763,0.7501532153,34.292619025,0.7851389352,6.6841845816,3.2846613737,3.1718458015,1.1886592484,22.376172628,1.0856864323,2.6389705073,1.3950747824,2.9318649372,56.475244492,3.6480420553,5.7178986861,2.3610276244,3.677767403,10.671709534,1.2332395144,6.9781772697,1.6443395112,8.2865286126,0.8463469774,2.3482280133,0.9388097979,2.4675974154,0.6540134332
331,Elyria,OH,254125,218.18095461,71.21446444,144.7839424,52.177875278,28.948128997,50.278307244,34.17429849,1.1283068609,15.515005501,9.1820871195,2.1281851939,1.7321181074,3.4704444002,8.5076842077,2.6334893234,24.721573861,1.7246807707,8.1461738853,4.0228050456,3.2743707273,1.462060898,33.449941569,1.3685830553,1.3262026433,1.6302003417,4.2268390347,73.230933552,5.1858381425,8.8918731057,2.1009512842,4.6708633177,12.676005976,2.3406239441,9.4097312159,2.1802718043,7.4277024467,1.1549855421,2.0517609812,1.7554485533,2.878491642,1.2076998477
332,Kettering,OH,423360,221.43622366,78.682761488,140.57336216,60.579290565,24.836355,40.58328999,40.29030193,0.2938351135,11.578708743,9.2576167613,1.102764418,1.8014832442,2.380082594,20.439592328,0.7204540619,39.881066374,0.7781877896,6.3976028249,4.5504760745,2.9484503567,1.4781003405,25.211067481,1.1931756801,3.0649509374,1.292364615,2.6623037212,67.069789817,5.2340300269,5.2516928153,1.8107585696,4.3375363834,13.767236649,1.9329219511,9.2131039088,1.6270792246,11.035924128,0.7606712499,2.3456844006,0.6463324227,2.7420441387,0.5106928765
334,Toledo,OH,1001232,189.90748342,66.440311804,120.93987743,43.80533638,23.700969734,38.373290716,43.246398228,0.5551612804,10.594266233,5.8645023151,0.8918619486,2.3415231207,1.7603025684,12.478543618,1.2147742522,34.938677151,0.477576718,6.5157041775,2.3168970081,2.2457269672,1.4807100084,19.406250826,1.0146411443,1.9204058547,1.2334098704,3.671799051,55.513053014,4.6524167883,5.8519659035,2.3004338788,4.6302483324,12.196927758,1.4242798569,9.8571606804,0.9356272064,7.0809813373,1.4015323141,1.7737241304,1.0524378528,2.474076718,1.3172776008
335,Youngstown,OH,641422,193.14354829,71.280225897,119.3438292,40.354594996,25.021582249,42.586813732,35.295925084,0.7969626435,11.801811922,6.1546883685,2.1420522086,2.1610279402,2.3651501871,8.1998703663,0.7987220933,32.319583511,0.7127770136,7.7648883534,2.5898003132,1.773962703,1.1910834859,25.753302423,1.0931293225,2.4455272661,0.7230499256,3.0315775945,67.558258922,3.6891161917,6.8099052062,2.5191430844,5.619684413,13.258833276,1.8207127843,7.7326190222,1.7645478199,8.9531709799,0.8732681808,3.0161314664,0.9137986469,2.1865921254,0.9130454128
336,Lawton,OK,205236,179.99927287,75.708951213,100.88358944,29.814628406,23.314219014,38.75623732,16.208945168,0.1563588757,10.344459372,3.5870922294,1.2797709129,0.3323424396,1.3855001946,7.7945687346,0.3143096736,51.681357834,0.1659893295,7.2285409734,1.6576088077,2.3528364696,0.6235694851,14.733444572,0.2313896435,1.7701772893,2.3724678356,3.0286467022,51.530112522,3.9101634105,6.5525410281,2.9155405093,3.4400917421,9.5801698963,0.5234235995,7.2255092938,0.7859919615,6.4503840349,0.6973841924,2.7351006294,0.722195141,3.0557665435,0.1934232116
339,Oklahoma City,OK,1884678,175.18236633,61.329806371,111.02014478,39.60765739,25.291869128,33.568580925,30.691445361,0.5959699565,12.081794387,6.444857637,0.9181052508,1.317679596,2.0867488462,8.0874782481,1.2531047106,36.593529666,0.6844057202,5.1909681033,3.3098838288,2.4246000239,0.5625654292,16.002557758,0.9362079703,1.7420237359,1.910070353,3.1171424474,40.892941716,4.2080832186,6.53067267,2.3584030601,3.3583087277,8.9196227648,1.082174654,8.568191975,1.5100401642,7.6419688122,1.0991316301,1.3700814895,1.0530527182,2.1239111157,0.274354932
340,Tulsa,OK,1366076,179.8875237,71.376189342,105.03454066,34.288766409,24.763515634,34.198100997,19.02235166,0.5321632031,11.629084633,5.1600341444,1.0192976101,0.9606446717,1.6916841231,7.1699597485,0.8453595223,39.263735881,0.6036561537,6.7108034008,2.9547117532,2.6796286775,0.7392482892,22.575650864,1.0954156544,1.9349505498,1.5699468018,2.0059337234,47.775450271,3.2067203862,6.0468136452,1.7145382706,2.8044254029,9.7617180765,1.1647081478,8.3324019432,0.8240264915,7.0971440413,1.0035881503,1.698608351,0.8802354573,2.2767450116,0.302628572
341,Bend,OR,222533,216.42214977,78.407162734,135.57776223,45.641987261,29.950438747,51.137848454,5.3857225558,0.8110109032,16.319395737,3.5333738375,2.0004243923,1.5910499232,3.5634105518,15.733355065,0.8622582281,41.631065523,0.8724024966,8.7125110506,2.9065189887,2.358709966,0.8448290694,24.808414919,1.2511101706,1.6595459288,1.869982788,2.9461350235,70.942559932,5.8852951307,8.039681783,3.4091349929,2.9872912936,11.972614244,1.852935799,6.0677391335,0.8066140776,8.725962581,1.1240993629,3.7910251066,0.8608201168,3.1541290046,0.1681703126
342,Eugene,OR,733822,206.11357926,82.585158136,121.21516354,43.434932768,24.705959853,38.748567899,7.2143015366,1.214769882,11.554741058,3.7841744171,0.6570434889,1.7810659114,2.4968611766,12.359767444,0.6197634403,41.046237149,1.2648588892,7.3115904525,3.4336412303,2.3090118966,1.2575015337,26.24474373,0.8398883937,1.0045348408,1.8872927932,3.9427478892,56.204122038,4.1619231802,6.5618693595,2.3882549799,3.4627666142,15.530820779,0.956576275,10.832007076,0.9302400615,8.1781532496,1.3812973926,2.4062047656,1.1192756788,2.7214461605,0.5875268799
343,Medford,OR,431272,211.45328951,86.263147919,122.7217042,42.791564324,24.418883952,43.961879092,11.652738264,1.2881099137,11.322624682,4.3646415387,0.4919745802,2.028985699,2.6465128906,16.999984952,0.9542203356,48.331608732,0.3536431312,6.9557307418,2.0717413923,2.470472295,0.3612277812,24.795482557,1.2502940247,1.5908063209,1.913583388,1.7890339143,73.63768733,5.1237324621,6.8662034782,2.6889823985,3.3108959221,13.618672509,1.4153057211,8.6831793775,1.4338950465,8.0092859067,1.4052862087,1.2576377448,1.1445838731,2.2391059899,1.5337201003
344,Portland,OR,2686481,235.92567773,90.575727902,143.0406616,53.157800226,27.64395311,45.478198064,33.361997354,0.6988475297,14.478295602,5.2901168185,1.1508524086,2.5789204846,3.2290316855,14.613044837,1.5236016756,36.184755303,1.5694779639,7.9230759735,3.8185638914,3.6016941449,1.1304202551,39.049143642,0.8892180912,1.8958249582,1.8178970723,3.9981141948,65.243920378,5.0970874601,6.760224564,3.4122162763,4.1815640107,15.334353464,1.7602760914,11.852180177,0.8627523265,9.5942960645,1.382116288,2.5451887381,1.3287254198,2.7148485781,0.864106381
345,Salem,OR,322564,194.74888273,71.97345037,120.28633942,41.129485462,23.283502422,41.411090256,9.5100751673,0.8734309131,10.087340089,4.6053917263,0.7913469274,2.5139582249,2.5754632934,10.684548658,1.2696301909,41.075865656,0.7370111144,7.9174458831,2.8757025818,2.0808105737,0.9717409808,21.425344375,0.116060692,2.0920190532,1.5152220632,2.0212331304,54.153408001,4.2071968919,7.9194421565,2.6060569208,2.5683186784,9.8501415691,1.2473489548,12.337510859,0.6635153939,10.230888698,1.5333777672,3.3191829364,0.7210383096,2.591353256,0.9786844069
346,Allentown,PA,1244152,199.91339889,71.051952458,126.39796993,46.924033708,24.613886335,42.053556485,32.171925911,1.1172437245,11.409302721,8.1919380918,0.9857753176,2.608311972,2.3505914292,9.4377015901,1.1618166234,30.923711992,1.1379733225,6.9423993944,3.1194958008,2.6023360173,1.7199151848,27.387490439,1.2660547861,2.2003053275,1.0378871549,3.5532353492,70.743547475,4.6556055805,6.3053970721,2.1775300916,3.2066987512,12.584839455,1.5158259822,8.7686819985,1.3490235488,10.044405086,0.9575946179,2.7200218927,1.3231296012,2.7065577255,1.0186248988
347,Altoona,PA,302439,193.43738064,74.736649479,116.15689416,40.171044695,22.120485325,41.046034404,19.707825596,0.4874688528,9.2626721583,4.9332924672,1.1872836722,2.2720072111,2.0350401982,9.6328777722,1.3892607776,40.453903458,0.4417267371,7.3887307572,4.0464725097,1.866864638,0.3885907897,20.543260723,0.2961505897,1.3884566271,0.7735083518,3.7321711559,71.639549053,4.1630490612,7.1367704799,2.1843254249,3.566487396,14.490232346,1.0072607234,9.5392127246,1.3571863521,7.7666936776,0.7753536761,2.6507442469,1.4309270684,2.2605814831,0.9259599359
350,Danville,PA,577444,185.06183435,65.821968605,116.75961767,45.220298499,22.584859339,34.641566359,35.719017335,0.742480845,9.411330486,4.9844865473,0.7862792449,1.7518275791,3.7587408112,10.323143963,1.063298204,33.178131976,0.3033857453,6.4475590227,3.6011425201,2.8032006827,1.0517777375,21.671120709,0.6129301552,1.880963084,0.87864836,4.4589848243,41.483792102,3.3686124913,7.0659395451,2.3864490048,4.9562608755,10.643482338,1.047009058,8.2252372476,1.0378166393,8.4957956628,1.1767385671,2.8131627771,1.6691940303,2.3430692774,1.6247507645
351,Erie,PA,725356,175.14732232,63.958377409,108.31439408,33.644123974,22.819377408,41.988864475,18.647346649,0.3836799246,9.9190887439,4.675008543,2.0741893671,1.9050736616,1.5818403517,7.3855394608,0.6089558244,38.577397607,0.4244340212,8.7237905986,2.41271143,2.3550433192,1.2867619049,16.533444808,0.5865083628,1.8513601592,1.3145792459,1.9515808569,52.406789811,4.4206467077,7.0159010357,2.1840986318,3.9827084202,9.0188423073,1.3325518148,7.575861269,0.594772362,6.7899647805,0.9120237995,2.3805630717,0.8310664784,2.8864066341,0.6127686225
352,Harrisburg,PA,1040217,201.81885562,70.695575099,128.6672905,46.718162402,25.535799337,40.582877977,39.774071535,1.012930787,12.311221861,7.2382432775,1.3733937141,1.7637481956,2.5452404535,10.239363193,1.3864746565,36.302111145,0.8678431606,6.3293821746,3.6460439919,3.0451343177,1.0153553607,22.353305868,1.4911924408,1.9318164041,2.2427551205,3.6598551106,55.502203327,4.3618509715,7.1235075654,2.3141307774,3.1194875564,12.148680871,1.2101107852,10.122540179,1.3103934064,9.918531829,1.0151812315,2.6909171383,1.4993825206,2.6545986597,0.9651109038
354,Johnstown,PA,224738,179.09756438,68.050506336,108.73139836,37.853214748,23.441073931,36.169317657,33.331798392,0.1764803797,10.307659264,4.5112827951,1.1601422953,2.1561901163,1.1990021472,9.9226865695,0.3653377115,36.993909952,0.1998501452,8.0280039577,2.2538176154,1.8404364654,0.5396780961,21.61922796,0.5767098986,1.913144753,1.5718680733,3.8285923956,54.290116843,2.9837886597,4.8441121291,2.7694893211,4.9116311397,9.0226716847,1.5296209101,8.5467402506,2.335427972,8.8143350296,0.8731701438,3.2611362436,0.6673120006,1.5841787127,0.9362501895
355,Lancaster,PA,666898,192.21211961,73.554407211,116.15267149,44.899358491,24.228205598,34.708569327,22.082891671,0.3860573291,11.020236491,7.1521328933,1.3570640542,2.2693624865,2.5458367514,7.2197936377,0.7852323706,44.266831017,2.1456128516,6.0654834408,3.9889821244,4.3612185331,1.6540305405,17.901551271,1.4481769089,1.3458775402,0.7653871129,2.5380898484,44.329103412,4.4609667265,6.2641615303,2.0991219989,3.3090116022,11.811787199,1.4579591753,9.1097942122,1.2185741301,9.7952938912,0.6281951356,2.761034416,1.3998456957,2.1727974083,0.6771458326
356,Philadelphia,PA,4173352,262.47827279,87.529455209,172.93354349,75.46465019,27.519846111,45.421123178,63.519426623,1.6942193953,14.719550451,12.099222514,1.2377073006,3.3086472161,4.694492639,11.821237403,2.522757674,27.425117726,2.0648051705,7.7924238142,5.8676185374,5.7359439231,3.2771892311,38.108005153,2.1048713272,3.2321286337,1.2791478359,6.3512537198,63.462057295,6.2951570328,6.1998242068,3.0619613019,5.4242856404,22.224186342,1.9070880569,18.411761231,2.546104852,13.240692622,1.8873017558,4.7948883378,2.4902283373,2.9058028576,0.8459157997
357,Pittsburgh,PA,2903566,206.3257855,72.893329539,131.0182207,51.970936908,24.360955025,37.703903566,47.645298826,0.9872563521,11.08172393,7.5063691184,1.4044809738,3.6280110966,2.2370024504,9.8120514514,1.8336231243,29.311512976,1.1712146671,6.4820366085,4.2268433124,3.6557188162,1.3182224914,27.821338492,1.0807035925,2.847184015,1.4232496819,3.9484149098,56.881508751,4.0463639535,5.6392428019,2.3897855653,5.8788971636,16.137081299,1.5357928287,11.018391144,2.062788746,10.33783907,1.2495995067,3.5006873349,1.4695810304,2.0614120172,0.5659106479
358,Reading,PA,597521,195.45634505,70.663317084,122.17802785,42.607796141,25.042847878,43.69911388,25.783605037,1.0614040305,11.833504608,6.2876482006,1.3605924005,1.9650700243,1.7847860203,7.4662438183,0.9900475709,34.677632468,0.6614849464,5.9305529814,4.498468825,2.0099010174,1.4878131556,23.433293747,0.6358022396,1.5124424434,1.5018592901,3.2558016148,70.370991691,4.7599305641,7.3139721674,2.5256235061,3.2223775368,12.650448422,1.8888919094,7.5139728305,1.5765037571,9.7063944316,0.7153474042,4.0430911463,1.5539224618,2.4720149128,1.3056195489
359,Sayre,PA,196042,175.6848369,69.435834436,103.59179238,37.856458721,22.36078709,34.432480675,33.701815873,0.5254617648,9.6980866323,4.9246438819,2.3551673972,2.782407675,2.1508635338,9.3407435375,1.010582178,34.966099599,1.0464200117,8.1766693117,2.7487837938,2.0897297109,0.6972790555,23.653236927,0.358005856,1.5857870348,0.7982543907,2.2694334735,40.830765456,2.7991930485,3.6854425745,1.8789660643,2.9857133159,10.673549605,1.3235277036,5.4998209409,1.1577202099,6.3107569275,1.048347147,1.8304927175,1.0610481638,2.4278636959,1.5207840648
360,Scranton,PA,320518,185.0761753,68.568746741,114.17986028,41.183124013,21.903160575,38.799935393,28.818799821,1.1586853678,8.847724776,6.0715201238,1.446627426,2.0678005996,2.2676440568,7.1141027153,1.5356526976,21.2498674,0.2312255055,6.3843368384,3.4874712066,2.3737778141,1.0524149155,33.663262931,1.036388027,1.4086356008,0.9446901484,3.6802227885,52.106510221,5.0596206638,5.6004523684,2.368685352,3.600892213,12.529877969,1.5192956768,8.491716485,1.5091910351,9.8602175592,1.3281910736,2.8303013704,1.353169053,2.4513169107,1.0811640522
362,Wilkes-Barre,PA,255140,188.398391,73.65229718,112.56621959,40.495703724,22.050981634,37.25816766,22.363699946,0.7619003938,9.1117548187,5.5625091879,1.5890271146,2.1617225838,1.6866379388,6.2420886261,1.4467007924,37.872200978,0.3651061033,6.5780115232,3.2303088585,3.3203332902,1.8866872257,23.976449701,0.4791374672,1.679689147,1.6007128277,3.9450898081,47.162576654,3.4687751757,5.3038595169,3.2617475343,3.382895619,11.587687359,1.4468926897,8.8900760775,1.8934868681,8.9399611923,0.6944715351,1.6062236777,2.0362473331,2.5229453893,1.6243498664
363,York,PA,435834,190.35730718,73.132303111,114.55821954,42.552917005,25.852339377,35.702348497,36.119671441,1.2932325413,12.586613141,4.3035023961,0.9530836882,2.137237826,1.7557014569,11.465527902,1.0004422522,41.876448355,1.3325624253,7.0662353745,3.465156392,3.1513593149,0.9971717576,19.579495856,1.4313377328,2.3964584926,1.2105372204,2.3243863908,52.672317051,4.0972699344,5.9493754703,1.4357454456,3.7207126935,11.832472224,1.3024187817,7.738865899,0.7834881538,7.1801019982,1.4775519959,2.4826845099,1.1891102535,1.7676312522,0.794542738
364,Providence,RI,1230259,239.73968712,86.049665478,151.30217977,59.154917713,24.574257969,43.784304987,60.408931099,0.6602969237,11.255384277,7.6720654399,0.8309396087,3.0018089491,3.8829863478,11.631458378,1.8648825771,21.475346815,1.3675165088,6.7436361668,5.0262593689,4.1725442407,2.3222119491,42.024205192,0.8434349107,2.3934559081,1.7944427768,6.0591975521,66.828073157,5.4457695199,7.078980617,2.9241600448,6.0342826266,22.988598717,1.2494264009,17.463456147,2.3017161245,10.689073164,1.3982549981,1.331296012,2.0560087155,2.6407527969,0.6077206988
365,Charleston,SC,1039012,223.38068194,71.607713045,149.35210536,58.975213093,26.808857007,42.98278235,49.008903598,1.4689555106,13.672590156,6.4134956246,1.4192334431,2.5272458446,3.8407122448,16.057601217,1.4718010478,29.837586349,1.2218291216,7.0612853089,4.7175492709,3.2341613069,1.6715436848,25.699726942,1.1805440462,2.5829493943,1.0246591222,4.2384893245,60.963243868,4.9052048944,6.461285092,2.7190842491,4.9115665886,16.198971037,2.7759856648,14.080073608,1.5848307405,10.268478631,1.3680499517,2.7400034706,1.8811253048,2.7993731639,0.5350027117
366,Columbia,SC,1245433,191.53817445,68.836694561,120.40858023,43.276559811,22.363252384,38.812019401,27.479816029,1.1242747719,9.1074602823,7.2854327449,1.0886291635,1.2279440886,2.0827181761,10.221246097,0.8270077534,32.87887693,1.5337111581,6.201696278,3.2142002028,2.3241284704,1.1726593286,22.167611273,1.1056605343,2.53947826,1.3810153471,2.4191759935,53.964305878,5.4667621449,6.0171672405,2.6737670635,3.990735675,13.748069956,1.368309599,11.616059246,0.9548724748,9.4881362984,1.0205013844,1.7088705502,0.7220957436,2.6901807757,0.4661449912
367,Florence,SC,379491,158.47255,59.29215884,96.916353958,35.294083081,20.113614238,33.480803728,14.574435241,1.0358578727,7.5965131823,5.2630375377,1.2611794941,1.8934125839,1.1971292673,9.8159248026,0.8576045546,32.291314094,0.2660036094,6.0700660905,2.206042335,2.2423282748,0.6950855097,18.291953645,0.8504950483,1.534150365,1.1546326547,1.7399879065,54.168189403,2.5274370577,4.7876730907,2.4612486309,3.110507009,8.7491788242,1.1592563778,4.9039274736,1.3069961208,6.9047805103,0.6520544507,2.4189379883,1.08692863,2.2860537616,0.7704973584
368,Greenville,SC,904754,200.02262826,75.060087902,122.44980397,41.790743592,22.395597161,45.157401849,27.215678588,0.9865478418,9.745146358,6.064428294,1.0843494129,1.9303509236,2.2864145665,9.5684920066,0.7987472488,37.041609251,0.5674989814,7.0939624944,3.4001558927,1.8927853703,0.9151533521,22.767361922,0.8241427571,2.2535117081,1.2430356426,2.8410471114,69.681384309,5.0231797259,8.2026030715,2.3879806609,2.7054479292,15.350119383,1.5338307945,7.3775786177,1.3328031881,5.877971491,0.8829074592,2.5486557639,1.2672269802,2.5709884164,1.3122218926
369,Spartanburg,SC,375426,180.53437441,71.842415842,106.01802329,37.701701103,21.94811845,38.154995947,20.655137841,1.5400233673,9.5826303855,3.6987842291,0.9809885452,1.4848857826,1.561117696,11.172532009,0.6034085585,41.108490552,1.1556114498,8.3315025237,1.8809083472,1.9029614519,1.3176877013,20.651776948,1.3445087369,1.7029956552,0.87160427,2.8098395091,55.07409736,3.679130415,6.352186772,1.821377745,4.3460848574,10.173689035,1.8251916385,6.1164716593,0.7973048159,2.8007980019,1.0552293189,1.324543611,0.9336404844,2.1543662064,0.6587910736
370,Rapid City,SD,218633,186.7716965,77.176865373,106.85579953,43.076784243,19.999089408,34.199881122,13.346045257,0.4872925943,7.2338533696,5.2929247957,1.2476707433,1.1636349144,4.2018645524,9.0038861091,0.9642141228,45.33309019,0.5050732194,8.8570032145,2.3541204127,2.3198548559,1.7368680801,22.335330376,0.9081006759,1.8195874891,1.801720318,3.7621510824,35.783274828,4.3177549257,5.7189855188,1.6006182884,3.477068728,10.050069868,0.6530145643,7.7491114987,1.3039148735,7.7339311855,1.6720438755,2.3764098107,0.9075252152,1.8242558856,0.5609410442
