HSA #,HSA City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
17011,Beloit,KS,10789,4.7378,4.4829,16.9202,141.505291968,71.9391174057,66.9294218918,0.2689094747,6.2324111557,0.9064320884,1.5847716071,0.05633,0.5484754443,1.5161037353,0.1443355264,60.4252400569,6.8182148685,0.6129647787,0.4263472038,0.155365513,10.0217573264,0.206654177,0.3221954827,0.8973581835,0.7388300038,9.0092049203,7.5111955028,5.9627722762,2.4440480596,2.25649,3.3093661449,0.6761188818,3.2228131673,0.5529976098,4.82634,0.270119103,0.7767685956,0.1869779343,2.4701711102,0.2617483511
17012,Burlington,KS,5591,3.8305,4.7537,22.3877,139.3528231959,60.9997973248,76.9282509499,0.6157544832,3.8945359188,1.8324432463,0.7701058258,0.08463,0.7643030234,3.6119051751,0.3296818461,49.1851964309,14.2647903617,1.0033100819,0.8953229793,0.4176749283,7.9338969132,0.3304018362,0.3730410148,0.6411852342,1.3449964199,7.4926074907,2.59866692,5.5348580128,1.7970530679,3.41444,4.9167311318,1.0272546176,9.7168078528,0.8414257147,5.33389,0.5419669743,0.8304835712,0.4735290012,1.9337576862,0.2653116222
17013,Caldwell,KS,1496,8.1691,4.6564,16.5415,187.6614777608,80.2375667828,106.3925843165,1.184818176,13.2946035683,3.3075427695,2.0239023664,0.20356,1.2122829539,4.2487783739,0.570180412,65.2104600408,8.6341192283,1.0770530017,1.0098985905,0.5373590498,9.173600868,1.2694652748,0.9070922345,1.6746013865,2.0464741447,16.3640108153,3.4740848884,8.8607185987,3.1281555534,5.97993,9.8694010738,2.8577753095,8.1166215584,1.0663133487,8.87959,0.5603450213,1.7380585372,0.6064491097,2.9138170532,0.4048760355
17014,Cedar Vale,KS,1245,6.9218,4.6503,22.388,198.4344027554,96.9967873899,99.9083970609,0.8864981815,11.1522065298,2.4648811144,1.8087135069,0.1543,1.1283575948,3.2224021469,0.3687367696,82.7052230655,12.2913785428,0.8745480435,0.613455188,0.3540120939,11.1044487976,0.6864448415,0.5942470329,1.4437511058,1.6073916792,19.5791222892,3.3733202534,6.5258520862,2.3871130197,4.20313,7.5940737483,1.944820679,6.9407391183,0.8306778027,10.68359,0.4528015976,1.2844036933,0.5221086124,4.5142907314,0.178924231
17015,Chanute,KS,15381,4.2191,4.5918,16.8851,157.5044529529,60.3061125308,96.1650781457,0.60290831,6.710587733,1.7181578497,2.3634024297,0.12032,0.7585666077,2.3530830372,0.2941041283,47.1089196732,18.4706185078,0.6914660485,0.5530727172,0.283292183,5.9760007493,0.4061507543,0.4269480071,0.7136450111,1.0612905082,13.6538871429,5.9614730361,9.1100286839,1.1448708913,2.93356,9.3115657078,1.3040294032,4.173839857,0.608860223,9.44166,0.3201154276,0.7910482134,0.3219693455,5.6200590396,0.2200929631
17016,Clay Center,KS,10958,3.6713,3.824,13.4308,159.7036677859,63.1156738359,95.3660640938,0.4062364003,7.0586728824,1.124933512,1.1400158501,0.04082,1.2928433629,2.8686315703,0.113098748,49.1742538739,15.9620068695,0.5476734594,0.3361895758,0.1501455331,8.3416446114,0.1692102021,0.2193052781,0.6758673869,0.9647127976,16.6673676821,4.0759858438,7.1819704775,3.3816635079,3.56208,8.092772349,0.4803245614,15.7973266549,0.4887624721,7.62563,0.2746704042,0.6486340037,0.1575375185,3.0991414136,0.1437650299
17017,Coffeyville,KS,19274,4.4849,5.5626,16.5055,152.2088052915,57.6861515579,93.6140103022,0.4936512594,10.5955631546,1.4757313041,1.784208724,0.11352,0.8423168643,2.1370409299,0.1444294526,35.8662998588,15.042988757,0.6615465454,0.4844614367,0.1502199356,14.9969099408,0.337109369,0.327717644,1.2156381327,0.9879784091,12.9312432829,5.3876528993,8.5064014863,1.6131599693,5.83555,7.3613662025,0.989976149,6.8722528074,0.5410675461,8.35658,0.3411309143,0.6421171199,0.3237756251,4.4193405254,0.1085086758
17018,Colby,KS,9063,5.1823,4.0927,16.9673,192.6911760642,80.7102932032,111.0241799656,0.5764341399,15.5638617898,1.1368573285,2.1814587388,0.18464,0.781807725,3.8405616514,0.3927742556,73.0452710939,10.7914350224,0.7105771689,0.581955668,0.3478927883,5.9793622342,0.2755363765,0.2786339252,2.0575677294,1.0056500579,18.0224000581,8.1882681943,10.2650785613,3.8223141314,2.94239,3.1412661115,2.6145979532,4.3852672341,0.6759820125,14.60845,0.2290889932,1.7221921022,0.3578012109,3.3647624839,0.4405030686
17019,Coldwater,KS,2019,8.2711,6.5375,24.7114,180.2862240742,85.9976685254,92.5330410866,0.5316210055,8.257775723,1.5353187994,2.1168084965,0.13962,1.1767278374,6.48298082,0.2528058644,71.8551019723,14.8311142009,1.425270842,0.551584061,0.2226498023,10.2382615667,0.4749164669,0.415569948,0.6531698271,1.3141133195,14.4039149313,3.1226833346,8.9826450745,2.856965597,3.87736,7.3683453243,1.3421731221,5.3365060254,0.8299989825,8.2717,0.2748997566,0.8196775119,0.5839920943,1.8809356125,0.1771783627
17021,Concordia,KS,9611,5.1791,5.0829,16.0619,187.559153852,71.9781578754,115.1084781692,0.383535844,7.0129095122,1.2623997863,1.330852994,0.0762,0.8390785931,1.9920911957,0.1634984591,32.7095004316,19.2774003997,0.9119753373,0.5477468329,0.1926463562,25.0195090708,0.3319062497,0.4759938231,1.1588966987,1.0073068757,10.3374134681,3.8826866442,13.5283053577,2.8213701567,2.85323,14.7306598542,0.8219796091,22.7796104614,0.8396806468,22.1799,0.4326539746,0.9806683192,0.2375610618,8.1075208457,0.1660981924
17022,Council Grove,KS,6848,4.771,3.864,17.3735,176.3819669443,70.1170959058,105.1434563325,1.1928510891,7.5970113921,1.4069070996,2.4582581093,0.05475,2.4989960573,18.1100877857,0.1773343353,55.3633895831,9.0951350432,0.5929945115,0.503688054,0.2667960483,9.3599432387,0.2401093638,0.2236876329,0.8086302786,1.173597642,16.274914962,4.0586246347,8.0145524509,3.1802450475,5.32426,7.4137615241,0.8205819278,9.8873537884,0.5063445666,7.68487,0.3275917439,0.8574915244,0.2741476111,3.3081720826,0.235876676
17023,Dighton,KS,1659,8.9217,8.1619,38.1488,215.8851015847,100.8650792656,113.8524543591,0.5518229217,9.3578963799,1.9080801826,1.9250586724,0.13651,2.8964070012,5.0009370599,0.3265137216,80.6357522545,12.7256702462,0.726605771,0.6834910868,0.4280813479,12.9336053611,0.5349235232,0.4984389069,0.9532876377,2.7427781302,23.7521004416,6.0878202124,12.0974463283,2.7067439707,5.47059,10.3525974341,1.6637176801,7.5169927458,1.800039119,7.50777,0.3231095953,1.154818709,0.3270180452,2.1385402718,0.2262239926
17024,Dodge City,KS,34264,2.736,3.1022,10.1736,134.8313864069,57.7925728412,74.2687095078,0.2045401798,4.1978209429,0.9474692783,4.390795577,0.04838,2.9356400606,5.860547702,0.1407746734,24.3458537187,9.3618828763,0.3604086089,0.3032746127,0.1397537868,21.5761694902,0.1226195914,0.2214164155,0.4455699608,3.1093321424,10.3696820915,3.677853339,6.7032520626,2.6260418205,3.72501,11.7713320128,0.7810429948,2.1991188,0.4820267075,4.60245,0.1559315807,0.4433420697,0.207371197,1.0777257556,0.1363695072
17025,El Dorado,KS,20326,3.1971,3.735,12.9945,130.2629053736,61.5386053689,66.5652504929,0.4696227965,5.3203140446,2.0427214018,1.0000940645,0.08938,0.5786225638,1.5414730197,0.3091901065,35.0803759643,9.3164076491,0.6369403219,0.5584228244,0.2905246294,19.2598953186,0.4400919822,0.5526366364,0.5337114715,0.9287082345,4.7200744638,1.7275097776,5.9527589063,6.7383741913,2.28386,7.2998306811,0.9853404811,3.6815474595,0.6456296293,3.44622,0.308727949,0.7428088236,0.3900030674,3.9719129562,0.1614229004
17026,Elkhart,KS,3909,4.7692,4.9513,19.0729,144.0879657957,48.6357879009,94.4516567672,0.5099241768,5.6915389802,1.7882510761,1.5668504975,0.07837,0.9390379295,2.4030383166,0.3565848138,15.6152128251,24.6736271201,0.9125553237,0.6639034542,0.2318888254,27.9952207249,0.2812224598,0.519667767,0.5299423968,1.1819970381,8.7182186973,3.4184031141,4.463933577,1.2855106458,2.70105,4.9269933834,0.857619733,15.2638354384,0.7940432375,4.40436,0.4001419155,0.6581045128,0.2542315981,1.9867959807,0.1360834714
17027,Ellinwood,KS,2998,4.8895,3.739,17.1739,186.915261739,73.3365611536,112.4768990067,1.6968895677,11.3171515692,3.0814084652,3.1017563211,0.14782,1.0134260849,2.1941382801,0.4540400805,59.1993516273,12.3767575426,1.0717004927,1.6417984334,0.3695266341,10.7364339369,0.5194223687,0.6082216914,0.6945667374,1.2506413231,14.1567358176,5.1308358219,8.0270097122,3.5062927678,5.40601,5.5221478512,1.3220922179,17.1692889663,0.9315031804,11.05501,0.4040560192,0.997243097,0.5721602901,3.9962711827,0.1747753567
17028,Ellsworth,KS,7665,4.4117,4.0884,17.5059,186.4030483167,77.9546074504,107.4566201598,0.4965489003,9.4303816018,1.5183682077,2.2219933804,0.06474,2.1579071429,14.0366823384,0.1561411137,51.276332274,9.0088485871,1.5276530944,1.0275525381,0.6415699664,18.5431586634,0.281835592,0.721487424,1.3556373208,2.3745101876,14.1320947253,4.8022717045,8.5826691012,3.9570581368,4.50233,8.9950610594,0.7696628045,8.3639212581,1.3548578481,9.889,0.6893830341,1.7303139673,0.2382491486,3.4621807348,0.1186882324
17029,Emporia,KS,41867,2.9792,3.5397,13.369,132.7679522493,56.9545608747,74.8639497335,0.3180447788,3.1940883302,1.384958954,1.2887226895,0.06969,0.4902634829,5.7387576557,0.2212059257,32.1019575804,8.6578344958,0.6652673618,2.6445644161,0.3029199664,15.1155602431,0.1949906344,0.2694976534,0.5246178573,0.8798370518,7.0159346633,3.3717549605,8.1019932042,2.743355212,5.53941,9.8171283469,0.6576241507,6.1665064061,0.561039377,8.74956,0.3920486826,0.6186176522,0.3386271949,2.8889240147,0.2074187918
17030,Eureka,KS,7969,6.1385,4.7765,19.9126,168.9790801199,74.9228916629,92.7945303979,0.7037019769,8.6637998231,2.0071332744,1.8182554862,0.13659,0.7621000153,2.9438969503,0.3390479871,62.1293693287,18.5165990306,0.6810824523,0.6784310976,0.3211556238,8.4123655276,0.7528307709,0.5439372442,0.9141826525,1.1692453114,11.7074969946,2.4758127886,7.1875348827,4.0264979612,4.09954,7.3483772494,1.7782834151,5.2164313905,1.0345646228,7.31984,0.3261787948,1.0964840563,0.4067631816,2.8185828998,0.191389788
17031,Fort Scott,KS,23798,3.3318,4.3823,17.3064,187.6135260964,83.1277777771,103.6548122657,4.342116539,7.1575611808,1.7540547053,1.2685604394,0.15147,0.9044903978,8.237886062,0.2858010456,61.998871849,10.8865972104,1.1136760161,0.8499007762,0.2736015057,14.174488461,0.3601754928,0.3914494827,1.2207162137,1.0415140186,18.3093954981,5.5200826275,8.0194492962,1.909498123,12.40297,8.8294181931,2.066992328,6.7373550678,0.7280246364,5.33526,0.4707976312,1.1150404855,0.2977809992,2.0566427352,0.3537522232
17032,Fredonia,KS,6288,5.8421,3.1128,14.8533,124.6607191006,47.846056978,75.8307207898,0.4895799094,7.6811591456,1.458473273,1.0825528711,0.10475,0.5820297536,1.9202149771,0.2419727533,40.7029075028,17.9941822964,0.5133964661,0.4663883323,0.230726566,4.5698813869,0.4804348496,0.4001353015,0.7148046529,0.860759179,9.9703453933,2.3682562497,6.1668666054,1.5259073713,2.63384,4.192103788,1.2129376605,3.5242860039,0.5429728453,5.02195,0.2444145476,0.7656178438,0.2838677786,2.0133487692,0.1464822079
17033,Garden City,KS,35825,2.5685,3.2419,12.1895,103.2658860701,46.6967125281,52.1781891709,0.1410999599,2.7698121078,0.896395915,1.3067026285,0.0323,1.8839163321,2.2608532399,0.1189671856,29.348267124,4.6316241003,0.2902725601,0.2813718705,0.1080495945,14.3194800113,0.0798975396,0.1996479263,0.3164847306,2.3343629908,5.8730656702,2.6316199018,3.9182828368,0.5952556386,2.29916,4.6587585323,0.4838415765,5.2181739752,2.5869979607,2.81149,0.1375609861,0.3054029464,0.1624543115,0.7951457571,0.1309505806
17034,Garnett,KS,7088,4.2159,4.4026,17.8465,246.2593711198,97.6790312253,148.2692956263,1.5332043899,15.5068552661,2.7322177832,1.975921906,0.93621,1.3472802988,10.8863279351,0.447734706,66.6708729979,14.8733033197,1.9154882293,1.1546147128,0.6060877429,23.5746587085,0.3835459388,0.5237981115,1.5162504966,1.7519732798,25.300950235,7.0652579356,13.4907488053,5.9046864954,15.96509,8.8386932705,4.8133022886,13.1644561416,1.4307820483,9.76609,0.8630771622,2.0121543743,0.5042534812,4.9358812529,0.7430432947
17035,Girard,KS,5096,4.1359,4.4779,17.4025,120.9406219933,51.8290419183,67.7848838232,0.5083466534,4.194899751,0.8822454414,0.3936037384,0.04118,0.9549232989,10.0699172314,0.1070037847,42.8907972123,9.0275035588,0.3994819749,0.8919510732,0.1040061301,5.8140031295,0.2878251897,0.2369096283,0.7975950299,0.3987868527,12.8015701285,4.0470824374,5.1400713431,0.7779155768,2.88391,4.3433837968,0.8499911304,1.4507015431,0.1665322083,3.75095,0.1729961844,1.0908414706,0.1062993871,2.790941939,0.1249697254
17036,Goodland,KS,6615,7.402,3.9883,23.4528,204.2101475592,58.8864500926,144.7481029286,1.0074207197,17.4887605399,2.111201433,1.3558204481,0.22076,1.4157439465,6.5831216689,0.6138498929,44.1600714154,11.6811334868,1.2644512703,1.1016496382,0.4760076058,9.9823666861,0.4926452872,0.4846736758,2.3791844292,1.7571796423,22.7419829932,8.3420316224,12.5029009998,4.7910150547,3.99261,5.78918199,3.1703266649,8.1888644826,1.0819455816,8.70344,0.3798519923,2.2318855506,0.6895524579,3.4988495583,0.4732669082
17037,Great Bend,KS,29743,4.3071,4.4654,19.5262,194.1576129375,70.6177368485,122.7366517923,2.9709527657,9.9170859531,3.3851930814,1.5576715841,0.07467,0.6177198689,1.6086596775,0.2040229075,54.38940658,13.3013081739,0.6281230402,2.6824078947,0.217916154,11.9277729535,0.2739315638,0.321628655,0.6089391489,0.7713935712,12.7083207888,5.4720879154,7.5833188371,3.2268064355,6.88197,5.2646477313,1.0685206111,34.5639512615,0.5074538719,15.45528,0.2349828351,0.7039259017,0.289402096,4.2721709395,0.1707014831
17038,Greensburg,KS,3614,9.3423,7.2033,25.8369,178.5752300408,85.7723596687,90.790549552,0.4447523979,5.570875079,1.170805487,1.9389267912,0.06757,0.6497765876,23.7849092766,0.1877713396,76.2725445942,11.9390042738,1.6236615783,0.4718620887,0.1706649444,7.773219559,0.3150512576,0.2950193605,0.4558020122,0.8480791903,9.0056574905,2.3484777948,8.2648147126,2.0574254969,2.53973,4.060771226,0.85969857,3.9667595426,0.5930127261,7.89351,0.2261528242,0.6433639743,0.3482851583,1.5060877189,0.1086899629
17039,Halstead,KS,4467,3.1363,2.9991,10.2508,106.6687005533,39.7758091874,66.0710775256,0.2554631857,5.1636522064,1.3207507444,5.3736881225,0.04209,0.5300204025,0.9413507392,0.1679775913,18.397729813,5.0400297757,2.6325486959,0.5975706685,0.1425148842,14.97505929,0.303090836,0.5418475281,0.1832252249,0.5837366432,5.255457792,2.2189248223,4.3555824667,1.8985899731,2.70596,6.3058689496,0.3323852654,8.7621349203,2.3661955904,4.18173,0.2433995253,0.4532889217,2.1446459647,1.9659309161,0.0524954793
17040,Hanover,KS,1266,9.6445,7.2656,10.4617,230.6164828623,96.2537116847,132.0626820038,0.5580418613,8.8444412488,1.5608836935,0.762611554,0.08445,0.9451864685,3.2668231445,0.2507916694,90.4347887177,51.7341478724,0.9359529593,0.5810996385,0.3764076635,7.695253321,0.3208369354,0.3031164803,1.6431205685,1.3497454214,13.0318951257,4.0033306051,6.5752770941,3.2081093863,3.19064,3.3841170648,1.7892087927,10.008714876,0.7004260985,9.03512,0.4510824792,1.0646781121,0.4517630716,2.1402850952,0.4498544725
17041,Harper,KS,3129,9.0495,4.3751,26.7777,234.0313317447,122.703901377,107.8015304199,0.8592600285,11.112306772,2.8219421507,1.7128883846,0.15025,0.9476754228,24.3745448725,0.4636476161,114.2987023166,9.8053932066,0.9310659852,0.8288382332,0.4189435841,7.8895115738,0.7486186846,0.7749858842,1.1114357167,1.4591935816,11.4589716777,2.8342228039,6.2792341927,1.8807672222,4.46003,5.8685452275,2.2256146478,6.2835655853,0.9369252163,6.72438,0.4340802982,1.3962182431,0.5363648291,2.3449370725,0.2691879402
17042,Hays,KS,30155,4.4829,4.3162,18.5654,135.5713284118,41.934486965,92.9813460302,0.2080930122,7.5912000787,0.7723487486,1.6896863563,0.04854,4.210879229,2.7598665528,0.1187230176,23.405652013,13.7429936985,0.3294213366,0.2617417116,2.0584889961,10.33883388,0.1408176612,0.1803462574,0.4935684109,4.4349643228,6.3444253275,7.3354494885,6.3584733461,2.1692212819,4.82969,8.330346905,0.7017719416,8.2077874976,0.313255527,7.40703,0.1408885318,2.247931782,0.1754659554,3.4297365867,0.1497542506
17043,Herington,KS,5701,3.957,3.6683,15.0552,144.2970722679,57.3623755399,85.7598438909,0.8415153364,6.9918802356,1.3039163435,1.8691619245,0.09545,1.3875606589,3.1115328817,0.2220959049,48.3242048177,18.9538242021,0.7971322677,0.4955738341,0.2279754515,6.1440209173,0.378369354,0.420259982,0.9796283177,0.9001379001,11.5276454703,2.7544276161,6.2896088205,2.395326085,3.48803,4.8500015317,0.8276964719,5.4589111281,0.7645589997,5.58895,0.358263333,0.9230717148,0.3468442688,2.5413786297,0.1147696823
17044,Hiawatha,KS,8577,4.0732,4.0648,18.4419,166.9107889876,73.8238523778,93.5000340617,0.8395713625,6.7778029476,2.1317498156,2.3308648072,0.07499,0.9878111216,3.2725869889,0.3010974624,61.7646833986,12.361623023,1.1480330282,0.7286563946,0.4478686493,9.4696157491,0.3656521892,0.4488790085,1.2204275996,1.8366562404,8.5113571431,3.3760094136,5.6984484712,1.9023186008,12.66015,4.1527665267,1.2287864817,13.781302831,0.8995915509,15.3515,0.6144943507,1.3672637247,0.4374182933,2.7896778872,0.3020891401
17045,Hill City,KS,4670,6.8169,4.8007,22.703,158.771390498,55.1510652833,102.7471680116,0.483809516,8.8468364324,1.0113276596,1.9248905381,0.08728,1.4140011541,2.5433627045,0.1766811856,29.4557876912,27.1662528544,0.6216855947,0.4586453508,0.5683118149,5.8629968741,0.2675273868,0.2426678804,0.8436061955,1.6408889578,11.0715683925,5.7954915525,7.3962763046,2.7626501682,3.72342,25.5366823371,1.0610674494,5.9013628299,0.5315352073,6.00615,0.2052344771,1.3487545089,0.2653064974,2.7802941207,0.2168325261
17046,Hillsboro,KS,5375,2.8587,2.6797,11.0597,141.2666694577,77.4822500017,60.8326575082,0.2813548899,4.357970636,1.1300719099,2.5198628249,0.04948,0.3256906672,1.2722082129,0.1495412735,70.3741120494,9.5672216735,0.490748497,0.2909789832,0.1404417588,4.909345416,0.3160342814,0.4664674621,0.4696568811,0.5019655553,8.5566297992,3.2266296373,5.4811036845,0.9948959739,1.83067,4.3441513319,0.7831207287,4.1645823082,0.4889257404,3.28622,0.1573906049,0.5012727819,0.3552536509,3.1906663124,0.0968695352
17047,Hoisington,KS,3581,9.5877,6.9171,30.3143,177.2228377476,74.9240275831,101.4110276093,1.6287769627,8.7123728059,2.6067324642,1.6682830697,0.09968,0.8286972896,2.0861795542,0.3165992889,61.2422574548,9.6156601801,0.9745212172,1.5068948305,0.289809695,9.2059256711,0.5236294841,0.5089172873,0.6132997615,1.0954587517,11.2119970572,3.8996679678,6.2009393319,2.5591416792,5.09247,6.2133167593,1.1901443566,17.2799706372,0.8579517925,9.95302,0.3773003358,0.9257908193,0.5127735952,8.4188340214,0.1766723738
17049,Horton,KS,2446,9.2621,6.2039,30.3273,201.9097518676,95.90853899,105.5385347299,0.9869910593,7.7630673197,2.4969350753,1.3555594421,0.04774,1.2029685013,3.8554022255,0.4058087659,61.8332899524,11.6836117057,1.4047039517,0.9350400181,0.7220027495,27.7298543793,0.5662890517,0.4577939268,1.3239273664,2.4307275574,9.8102553607,3.9345597701,7.2369166011,1.9504200214,8.41983,6.059583652,1.3396378471,24.9260903575,1.1195179275,11.87755,0.9139685388,1.6989076628,0.7001982854,2.4412398962,0.3618874898
17050,Hoxie,KS,2812,9.2385,6.4797,25.5628,192.8520658688,88.2511840078,102.27910569,0.5060749602,12.2493186506,0.9841360051,1.9216221481,0.12243,1.5839858758,3.5265761685,0.3059896293,80.3349855738,13.3464188742,0.5736104927,0.4630473094,0.667722759,6.4940888059,0.2838087275,0.258575824,1.2923586397,1.7949230043,15.4039096395,7.6608233236,8.8682549037,3.2115088782,3.49565,4.430377914,1.6737568865,5.3925210791,0.5040173585,6.82678,0.1815615379,1.7256033623,0.2749395108,3.277745432,0.2384620342
17051,Hugoton,KS,4547,6.6457,6.7586,31.82,152.1866099809,62.2224308682,80.6260990124,0.3318956755,6.610970733,1.4169170186,1.2183517049,0.08209,0.8726796656,2.0088070328,0.260034371,20.2206953928,14.3719200519,0.5358821424,0.4999844382,0.2151951936,33.8942915727,0.2704052828,0.3693823188,0.5678333501,1.2322021005,10.5351295861,5.3058325739,5.4422134541,1.112573144,5.34807,7.8819705889,0.9159705505,7.5034368045,0.7734796083,6.32903,0.2296746702,0.5609393437,0.2703055313,2.7881397773,0.1428344122
17052,Hutchinson,KS,66405,2.3703,3.0114,10.8686,154.2610128243,56.1651273014,97.2364122912,0.208693328,10.5747995601,1.8984433664,2.4127498026,0.05556,2.755943111,2.2658785287,0.1239021075,30.3884425209,8.1612619763,4.0043336681,3.6649578525,0.1218260103,17.4390606628,0.1736245777,0.2090201289,0.3851905861,1.6554087457,9.0760784552,5.1391984223,7.8968331658,4.0682458157,2.72032,8.469161318,0.7175711602,7.4392628117,1.5884868796,10.90814,1.264377334,1.611799747,0.3429585015,3.0076931289,0.1276220336
17053,Independence,KS,20055,3.4782,4.4347,15.8021,152.991994076,63.4390183448,88.7163825209,0.5175441807,11.3873248956,1.6125040333,1.2788579646,0.09911,0.8948762701,2.0005059018,0.1870116431,51.1353878958,12.6449872318,0.5967432215,0.4242574172,0.1865509395,9.5714126576,0.3029297279,0.3145963222,1.062578206,0.9854597241,13.1359888113,3.3740107953,8.654177801,1.7120014103,2.89499,3.8958652148,1.2102101707,3.7260545934,3.9762011352,13.2016,0.3600263297,0.8145221229,0.3523870332,2.2515921803,0.1603382262
17054,Iola,KS,16413,3.762,3.8914,15.4659,166.1675583383,79.0223460134,85.8509751777,0.812836888,6.6501635865,1.938193868,1.428319958,0.17219,0.7893060613,3.0014987475,0.3399461999,68.5257300437,10.9822668571,0.8927751233,0.6802581146,0.3582093159,7.641514745,0.4982926894,0.4885294117,0.837706854,1.1935346243,14.6254425254,3.2101422575,5.3371011084,1.638179301,3.94173,4.9566804507,1.524397432,5.4029306526,0.7748416779,9.85528,0.4058302756,0.9332510515,0.4247295732,5.6316153373,0.2729664774
17055,Jetmore,KS,2221,4.5962,3.1094,16.7218,142.4643455012,61.2004094137,79.0549651338,0.2461539694,6.1822595084,0.9089812791,2.1410019804,0.05953,1.5387093432,3.875353552,0.127253655,47.9846062668,11.100658974,0.3210996235,0.2916914406,0.1799359453,8.5712707887,0.2072476196,0.2179398571,0.5797419749,1.4655755691,16.810259091,3.9808642615,8.7308991419,3.0637118615,3.53887,6.4987741119,1.0576847786,2.8889888948,0.4770194929,4.84673,0.1380971449,0.6024082449,0.1838501276,1.4661201372,0.1416516247
17056,Johnson,KS,2299,7.8244,7.7054,28.2906,129.3111616097,65.2175086305,59.373306827,0.2422036173,3.0262720188,1.1774030038,0.9112974213,0.05415,1.3237790473,2.2291636126,0.169000312,56.4040820159,11.9380848692,0.4943733258,0.4130647578,0.1413581496,7.9861506484,0.1440021947,0.2710970077,0.3735847086,0.9521621368,8.0246573936,3.3165205962,5.6100550971,0.7546029083,2.05197,2.9576426556,0.5359838812,3.9613751338,0.7535128017,2.78428,0.2401008874,0.4050503326,0.4359875676,1.1393367657,0.0789728175
17057,Junction City,KS,28195,2.8039,4.6347,13.6594,110.1759969449,32.2550588256,77.9849735646,2.4489670036,5.0878880605,0.8827837029,0.6903360566,0.02211,5.9241718839,5.7886691994,0.098223878,19.8618813743,8.4895659649,0.3454684923,0.2670867714,0.1348406246,10.6432325262,0.0411059993,0.1285733901,0.2926074598,0.4688870652,9.8170137911,2.1057125467,4.4839447275,0.8881644152,5.68677,3.0186251305,0.2743299616,5.6950038872,0.309426491,4.21935,0.2167168,0.3025944309,0.1439285512,4.3478845665,0.1415104952
17058,Kansas City,KS,167171,3.4546,3.8522,15.8078,176.4399884391,59.6852436014,115.8529636241,1.939385367,9.6205407028,4.7629799901,0.933530594,0.52695,1.6824548017,4.9138454446,1.2137652674,26.2544445508,5.8045661968,3.2795888741,2.4097313129,1.2000034721,24.7462607772,0.5874551279,1.7132443749,2.2382643394,4.5089193478,9.9570624504,4.9727041286,6.1562851848,2.5652679368,5.45289,8.9839638656,2.3034305507,9.733708609,3.0735963432,10.3213,1.7193040661,2.9190295269,0.5171519797,3.4909446512,1.6801529563
17059,Kingman,KS,6232,6.0854,4.918,21.227,173.2972233207,78.19126204,93.4930845899,0.6333516466,12.4711776659,2.2771409369,1.8153952589,0.12508,0.9618701081,3.1033825393,0.3474857098,67.5350307028,10.434691409,1.3463287971,0.8728401009,0.3362972713,8.2103740029,0.5608765662,0.5719828297,1.1169945542,1.1917629183,12.6806227188,3.7793169803,8.5008617831,2.5430189427,4.20924,4.8014432016,2.1414995841,5.331112177,0.8998205597,8.12147,0.419845937,1.350376271,0.5363736634,2.7540225183,0.291371896
17060,Kinsley,KS,3103,15.1546,7.6596,29.4754,194.5617060228,87.0779619197,106.5943539591,0.6870610223,10.5737706169,1.3928427023,1.817824775,0.10871,1.2196974855,3.9288340383,0.1852337003,48.8851299038,14.8656851722,1.5700234531,0.8599676334,0.1736407683,29.578552319,0.3477962737,0.2891924823,0.7743514991,1.3051170305,17.7756385575,4.8409220844,10.2799068951,3.9474972469,4.66416,7.4679747734,1.3665480293,7.332226952,0.5264150049,10.79135,0.2762352099,0.8007398099,0.2578253198,6.1282199677,0.1703017583
