HSA #,HSA City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
10078,New Port Richey,FL,183645,210.69687224,81.007995358,127.31353221,45.665851248,31.605811778,38.626493388,9.2962792068,0.9400119275,17.410049771,7.7385318374,1.8893310714,1.9764579463,3.4028981819,7.0283396278,1.4068222227,31.597500162,0.6517514309,5.5171870905,2.6401120818,2.599580815,1.5990402007,32.773291343,0.7606181311,3.3509332277,1.3605812276,2.9496332586,51.434944605,5.8702854502,4.9657380277,1.403321028,3.0714706989,16.452800842,2.473717134,8.7312772153,2.2543324009,8.043446531,0.9938753649,2.1746659786,0.77416964,2.8281363043,0.6217693281
10079,New Smyrna Beach,FL,73835,137.71499263,46.97697186,88.683320804,32.146242659,20.047968443,29.269146519,8.9324680518,0.1620492266,8.4076246289,4.0865528698,0.2336722795,2.062626858,1.3542616631,5.9655785134,1.3474317041,21.922427828,1.0314558549,6.0749839631,3.5244410327,0.6580619293,1.0747695579,13.641534628,0.2801356351,1.2393266356,0.826755072,7.1614997883,55.91268197,2.6982051443,5.1190629784,0.7511268774,2.4681934289,14.855326695,0.8468302588,3.8062148813,0.2199684827,5.0458481957,0.9487331118,0.6480686855,1.0444535764,2.4440828039,0.196476198
10080,Niceville,FL,40068,262.9517052,102.7863328,157.19317152,48.459780633,34.722738671,66.552819032,16.648102687,2.5452507599,19.983725439,2.0600474996,0.7507317339,1.3808252318,2.7933092191,22.812128088,0.1475920721,55.308097753,0.3640298731,13.756375633,1.5616611798,1.383182856,1.7989689103,27.88401408,0.1755172613,0.6376317136,2.408405867,2.0293570656,94.601103631,6.4249192373,13.763278371,3.3024743932,2.6253390695,20.26949728,3.0266713668,5.6499704432,1.0174155507,6.9001349761,0.3556555497,0.6110567045,0.1713362686,3.0205479454,0.8787922207
10083,Ocala,FL,378619,166.08808793,57.829839911,105.94054801,38.014240679,22.562437423,33.820991762,14.901049095,0.75518303,9.6685735018,6.3245184209,1.4967698256,3.2237488622,2.9241475768,7.4233396415,0.9056572151,23.800381468,1.1390377793,5.2558318001,3.1422722046,1.9063794833,1.0011659652,21.820788751,0.2504285576,1.5100800707,0.9738967156,3.8008249482,57.763032262,3.2664708642,4.6629505624,2.1561754011,4.0470088655,12.908599058,1.5537234262,8.1507373895,1.1761361696,10.122641659,0.7832593733,0.948749324,1.0124685492,2.8867184789,0.5529110063
10084,Okeechobee,FL,42262,173.48128437,55.034437004,116.28689877,32.904221154,19.084881838,56.68399219,6.6071193505,0.2052294255,7.5483526844,3.947701766,1.291269955,2.8658862111,0.9296977721,4.2970857758,0.3408992151,18.573593281,0.3467373303,17.615169224,5.0263196309,2.5580519116,2.076780039,21.97477921,0.2760676528,0.9858909672,0.8450946823,3.3326790893,68.381315682,4.6021173914,7.1979329856,1.9162429659,1.5535573945,14.64341058,1.3575130452,5.2595125044,2.2429909642,5.378413052,2.2447058646,0.8948581633,0.421978811,4.4552532497,2.4124475678
10085,Orange Park,FL,176282,176.86638288,57.754697671,116.6573777,41.03921918,27.082530529,40.504989085,16.513091863,0.9997336905,14.374521193,6.3537344368,0.6413722113,1.708195092,2.6874642301,7.7579763628,0.9709779638,29.249075936,1.1015040554,6.4972426697,3.9336371738,3.5032441592,1.4288483936,19.161772931,0.9853183909,1.7802913503,2.027395175,2.7106323311,51.183723115,2.3432371272,7.4663245027,4.3017246536,2.4434421249,9.3369770914,1.8335731205,4.3994348378,0.9902755123,17.642615362,0.9643997554,2.3510777099,0.7479405057,2.6055511366,0.7543089564
10086,Orlando,FL,1269607,171.87523915,60.561864982,109.05100663,44.667859998,23.90315412,29.732014301,20.375788267,0.9715534181,10.654324221,7.0675744282,0.8714355334,2.0917656695,2.3171925546,9.6987313892,1.320011625,22.906735567,1.3787981574,4.4672691517,3.0710552001,2.4873647499,2.1734208156,23.83356682,1.2893905051,1.6567042691,1.0833817271,3.3332653525,38.764960544,3.8023509665,4.5890507066,1.3902627537,4.525302589,13.84763763,1.7706103327,5.5442110806,1.5301044167,8.5740506671,1.315116641,2.3686227145,0.622100131,2.5229874341,0.8306174212
10087,Ormond Beach,FL,68639,325.70918167,148.18467333,177.41891923,65.853148819,32.858373788,60.874095133,17.069780332,2.4909895109,20.811120432,5.1812018028,4.5699213637,2.1177272632,6.6138508849,12.633385014,2.799140495,86.242734478,1.5353738458,7.4368478585,10.044800425,4.8882070462,1.6223927402,38.602211046,2.3007924311,3.471154555,1.6589345764,4.3919323093,96.44346587,4.6104666416,8.5140436959,4.8631802668,5.760002728,27.939761169,2.7356525764,10.295791008,2.5946604876,17.180707437,1.5549536821,2.5676136263,0.397798005,6.6277322538,0.178520102
10088,Pahokee,FL,7940,275.32618171,126.64134167,144.61160116,44.246463836,26.584797362,67.033964381,7.4813872606,0.2699840389,13.269084108,4.6260749376,1.1054921573,4.8873992402,3.1505838746,9.7611367431,1.1421166168,40.457354076,0.2499210438,10.207359027,2.3496073799,1.5456101225,0.9536257165,58.111149345,1.3240454299,1.18520823,1.8053076723,2.126120291,119.08929798,8.315467162,10.256865648,3.3296323149,3.437731425,27.889379931,2.750052096,5.6368802555,5.4067637537,6.6323153861,0.3993228464,2.0792739196,0.3203494025,2.6820549085,1.0018970205
10089,Palatka,FL,74364,182.46394145,67.918449304,112.44082303,32.640471527,25.44664114,43.252437399,27.095954919,0.2670083123,12.230372233,5.251747285,1.0085147802,1.9511644734,1.1918749019,10.934797024,0.722452116,31.285704896,0.5468292379,5.5931708112,2.2127428982,1.4377763738,0.671662378,22.777051842,1.7397067265,1.1115464651,1.3156966198,1.5300213223,75.627497855,4.8812187607,7.662628956,3.7351552773,4.2222016882,14.363624749,1.3658829921,6.9747930002,1.6757135491,14.736425427,1.3424656566,1.0802480473,0.3144298225,1.3514808056,0.7563886173
10090,Palm Beach Gardens,FL,110874,250.47188828,74.683917846,172.0958439,62.940955194,26.768233724,63.088024672,14.26857317,1.1924193192,13.670401742,7.9571153816,1.86279251,4.4046725727,10.099856604,10.675009448,1.9581586361,21.028499282,1.5297847087,5.790445018,5.4101042346,2.3722061485,1.3865124001,36.112754958,0.9551736819,3.0043955488,2.0832836022,5.2058763121,122.58779682,9.9970239627,9.0142106626,3.3640560017,6.6088745505,16.450542404,4.3143602541,14.118518565,2.1914171188,13.306833757,1.6774584696,4.0968359183,1.259049173,2.0387523494,0.8751281937
10091,Panama City,FL,180813,169.03497813,50.76252417,115.61509732,42.827336013,22.216464418,37.283289978,6.9397488952,1.832246243,9.4229049178,4.4324681525,1.366879381,2.0758364145,2.0759998752,9.8193385925,1.000325486,22.755660323,0.9709854931,5.679333473,3.4279820134,3.2222440684,1.0178035712,20.02682887,1.0143401169,3.7351418705,1.0911234628,3.884859382,43.421521837,3.5017590315,5.8436466298,2.5700115298,2.8086004829,7.7165972655,2.8844162449,10.096186601,1.8605429033,7.3141283878,0.5550276127,0.7421828762,0.5607567238,3.0935554831,0.9673243824
10092,Pembroke Pines,FL,266514,143.55811591,47.313254616,93.903268156,38.923918112,20.766118653,27.035664962,13.588241798,0.7129224967,8.1463042828,7.3755786087,0.9619606218,2.0280078097,3.0090664335,6.2318543607,1.2869868996,13.961208316,1.2001277214,3.9673256386,3.6624354645,2.9475652948,0.6464597444,22.632850992,0.660239862,1.4050296804,0.5546034249,3.2640680699,45.475559005,2.8913856549,3.4408468326,1.4065384526,2.6646699367,10.850755308,2.1182277566,4.3263357223,0.9278958599,6.7096419365,0.9694799396,1.0323074506,1.3136491909,1.6736264026,0.4280748901
10093,Pensacola,FL,328081,207.99668895,67.113623981,138.31005475,53.490782902,27.627486303,42.351255953,22.289962631,1.7040894682,14.426680505,6.4307834572,2.0782163184,2.8940635408,3.1248511549,9.5712585113,1.2068802164,37.890776424,0.5218061503,8.0928103396,3.747248038,4.322022948,2.0903435329,17.004400078,1.9139945406,2.6284115812,1.9854114506,2.9961755728,51.037943202,3.9336718012,6.9401346025,3.580485517,4.8540354225,12.421316543,1.1150487869,9.929308483,1.0833597469,9.0268906286,0.7945671069,1.9222897958,2.0863610531,2.520390798,0.9125410226
10096,Plant City,FL,72802,196.31209834,80.229246348,112.98262343,41.621285444,23.835958342,33.697678238,15.526359367,1.7511293582,10.878256532,6.0153799611,1.0408261302,1.2655418657,3.888720371,7.6795701904,0.4847401139,32.861976173,2.7389146232,7.6759517887,1.829413367,1.628062643,1.0875434095,32.804869505,0.4707680938,1.1276849641,0.7352010151,3.9020143721,54.268097496,3.4919925223,3.022120128,2.4444290336,2.6136466776,14.782649974,1.366332197,11.125383158,0.996913945,6.1990441219,0.7048109513,1.2857241804,0.6375307271,2.3065790535,0.3560575205
10097,Plantation,FL,181364,209.25326122,64.38611578,142.11411055,48.562311694,40.177841961,40.778100545,18.124344183,0.4963854323,26.559215942,7.3971606403,0.9788210203,1.8419308954,3.5126871708,12.723789022,1.1214849491,20.124491266,1.7792181914,4.4222381235,3.9465313405,2.1845047874,1.1832143182,23.920146794,4.3243324765,1.7875992402,1.1646666002,3.274832656,64.103613201,6.0292268941,6.7206391715,2.3009571305,3.3099835813,21.869663393,2.9770780757,7.1204897953,1.6834797163,10.032088488,1.0093719207,2.1326229852,1.0755864667,2.094499201,0.4414759353
10098,Pompano Beach,FL,140275,183.36679156,59.966955138,120.81203919,47.766259989,24.427339882,38.078547682,9.5635909864,0.4002976253,11.277233485,5.8010849656,0.9600005653,2.5407290753,4.8064303882,10.447903646,1.3713724624,18.498049384,0.6476756301,5.6106174687,4.1760627674,2.7251562932,1.2989496199,26.285390962,1.051213629,1.5805299311,1.2313365844,4.7738247673,48.808389521,5.46760949,6.5991719523,2.0763661016,3.3821885898,15.507760549,3.0003547202,6.7218980893,1.5224058271,9.2199360739,1.4947865012,1.4527251309,1.6937724367,2.4627457253,0.1790411438
10099,Port Charlotte,FL,154842,175.7727585,62.284141888,110.93238974,44.003899963,19.611915368,38.159134452,8.6207299153,1.3241159112,6.8662883018,6.7163690597,1.2709195431,1.976302056,3.5033079548,9.7847470806,1.4757656957,26.549638904,0.5528036966,5.3471101154,2.7488691989,3.08470349,1.3931685778,23.025987795,0.1885988876,2.0735719745,1.2176811959,3.6433724278,65.847429335,4.5655031235,5.7109882768,2.5624122743,3.3443697382,13.253675808,1.0441283714,4.436730705,1.0868118753,11.04007768,1.1222413569,1.5518570174,0.9516519179,2.2807595099,1.3501283992
10100,Port St Joe,FL,7526,209.84747202,69.926879473,137.51917174,50.152418991,22.792019019,51.638885835,7.8823086314,1.1633886472,10.003732458,2.8129397262,0.8744122263,1.999131366,1.5397963985,23.074061271,0.6936436397,33.06503575,0.641079961,10.332323146,2.4411012536,1.9538980228,0.7361374869,20.031567738,0.8452878744,8.8494040088,1.1466578367,2.7337657196,76.538439415,3.2163142099,5.7570842996,2.776450854,2.9481557915,20.456789413,8.0287466518,8.4229423208,1.2025980505,7.9182098103,0.4205576132,0.7759335825,0.4116675443,2.790880433,1.0469752377
10101,Port St Lucie,FL,174483,171.83001917,51.259899771,118.54933073,43.991823428,22.251204048,42.054016621,9.2963893988,0.2218826575,9.7034242863,3.4209369243,1.1553369304,1.7363593272,3.6615602374,10.566267315,1.0797904577,23.158622808,1.0123308365,4.0129181969,4.1620627455,2.9947236875,0.9889735503,17.657199366,0.2027967642,1.7548103329,1.6262402681,5.541917857,62.754500865,5.0154285238,7.1336218991,4.4654057548,1.5894354747,10.716551923,3.0868170958,7.5929036652,1.4636131709,7.085314157,0.8780821731,1.4178947785,1.3614922802,1.8640198719,0.9073206954
10102,Punta Gorda,FL,38241,147.39028646,44.555678772,100.09838632,26.845725719,19.701117004,43.670232935,11.784525112,0.5326285113,7.3633241517,3.5163187929,1.2590371284,3.263298548,1.4129922244,8.5771022154,0.622455083,21.533847083,0.3046879774,5.323559229,1.7729539752,1.1390308889,0.6062490262,13.639940959,0.3191923008,0.8329258027,1.0323989731,3.2745698866,137.02375972,3.3128330423,9.0226192545,3.5112427574,2.9028760518,14.087168193,1.1651729745,7.8755679921,0.5159729946,11.465514498,0.453231015,1.047812041,0.876717238,1.8887734311,0.9865202342
10104,Rockledge,FL,139427,162.89375717,59.480046877,100.66444779,39.555746386,25.309290385,31.347351726,4.4598612093,0.1904398267,12.109390443,7.0085671553,0.3592693736,3.1674875943,3.0220866121,6.0616064987,1.5143633374,21.983511853,0.5425305775,5.1693224314,4.3376947624,1.886372606,0.685127124,24.213854417,0.6479920547,1.0445175208,0.3873229504,2.8203055744,54.603369748,3.2705418937,4.34839829,2.4925361911,1.3429416592,13.446369908,1.3641655146,2.8703103966,1.2105416408,7.7906898719,1.6819227445,1.3161843157,0.6820759389,2.5840056937,0.3929189226
10105,Safety Harbor,FL,86376,195.32458983,65.423257637,127.20113904,49.088990423,23.149364404,43.49033116,10.560635481,0.974914136,9.5619663516,3.7045762861,0.6504708389,1.9601756428,3.8332628283,11.095032462,1.5313570777,20.325385546,1.4574266035,3.1975546839,3.167319266,2.9483344362,2.5230722978,28.398313426,1.8377060218,1.9317013733,0.895143439,3.9707198922,71.428879477,6.0251936406,8.9867238623,3.7621420449,3.0806490021,17.809199956,2.672605468,6.7742687162,2.2749860893,18.776735533,0.8866642401,2.9244920893,2.9921847589,3.2752925031,0.3398505748
10106,Sanford,FL,198264,132.05223482,51.509903182,78.224571878,31.919862028,17.370181397,23.671004644,10.338165861,0.475273211,6.0009279618,4.6494072404,0.7494121358,1.1604447152,1.4575962129,7.9856908629,0.6094516784,23.841177493,0.576662583,4.0868476368,2.2840573779,3.2051693276,0.782054577,18.37821125,0.3883632289,1.255949711,0.8256875876,2.5161512182,36.113318774,2.9952985582,3.6479680655,1.0411741189,2.3362945976,9.2862189866,0.753287271,3.010226003,1.180428505,5.0228350556,1.1334573941,1.3369686295,0.2271124984,1.6438169723,0.32570162
10107,Sarasota,FL,252578,200.23283589,54.388888307,142.85797666,50.917519891,25.110379316,48.541347748,9.1696574627,1.5744455899,11.931029423,6.4478791961,0.8373452456,2.9612538862,6.8844174562,9.8394260195,1.4299298027,20.863173168,0.8956407064,4.7233223886,3.7515674777,2.5177028733,1.9400523867,20.084017216,0.2451284123,1.001198273,1.4991150255,3.6048869001,99.842424159,6.199833447,7.5542821731,2.3734518007,3.8584406822,15.950339944,3.4370344635,11.281715178,1.7692357551,9.3186891155,0.9960459811,3.8522272135,1.6510403886,2.2278324814,1.6966009515
10108,Sebastian,FL,41829,216.61302485,79.747782312,134.51701394,44.861007018,29.044790136,49.659780129,8.2191332749,0.4522567993,15.690539432,5.3856458544,2.11224097,1.4295317951,1.5815218816,13.882649783,0.850359679,25.770943345,1.772998116,5.1000619015,3.2475744317,2.1817272307,0.7528700894,33.119582945,0.3303941813,3.3826083246,3.2902669137,4.7415625242,93.930947275,5.2614866038,7.7412029289,4.1679420984,4.3229958432,23.036293672,1.6153862911,6.9062410367,1.7342057528,12.4191376,0.4700506108,2.4960218301,0.5988424431,2.8151098653,1.1366251485
10109,Sebring,FL,52611,167.71523344,44.892510144,119.62445438,39.66302486,23.737080786,45.209807706,12.37651979,0.2994531028,10.558624251,6.9239229233,1.1018501799,2.0436265644,2.059329984,6.3193094237,0.3651872775,14.669088487,0.2732717233,7.17085011,4.3589952944,1.5277559197,0.9335434666,17.920478278,0.4497200839,2.2467056307,0.748861837,3.5713151715,117.22729669,3.2988513372,7.2518830841,3.0041330498,4.2657983613,14.154381134,2.4482311496,6.4795239639,0.8703130494,13.952755115,2.4027915336,0.9187809921,1.47781303,2.1311682465,1.0194166139
10111,South Miami,FL,21948,244.67078118,80.476688062,161.49497853,58.630967705,29.778347293,53.196827738,37.604845162,1.3976298596,16.870767619,10.288340924,1.316731122,3.3376898583,5.5192914592,6.5223869474,1.7077397877,24.648035615,1.6160949443,8.7845286258,4.8215518399,3.6816146888,2.558663341,31.840733425,4.0269400145,2.3342294426,2.3616710443,5.2811002995,75.15922989,4.8296222491,5.6967111809,3.0270217477,4.7219335039,25.779755985,6.5298477977,12.787772523,2.5482966629,10.905108446,1.9248262993,2.4525276787,2.2546670553,3.0710845232,1.3638748671
10112,Spring Hill,FL,154194,167.27870183,62.964900877,101.88463137,38.770874502,19.658774052,35.025414731,10.515554366,0.6175138175,7.45965738,4.6906358035,0.9474258251,2.3840309722,2.5378121155,5.9428048295,1.1962953106,23.857832911,1.2361732604,5.0716222897,4.2088613608,2.5894415074,1.0858574119,26.271309925,0.2717911729,0.9932972443,0.9906659842,2.8527162509,60.545975336,4.4767964675,5.7384229156,1.8507728255,5.3890324417,12.347594263,1.1848546776,4.6310475771,2.1311041105,5.6658839233,1.1969864054,1.880315705,0.9094724485,2.4619096101,0.6722598577
10113,St. Augustine,FL,126376,180.38833479,63.399431686,114.75501215,45.005344776,26.15502647,33.217389586,12.836393647,0.2164976035,12.921696211,6.5671821976,0.6914829375,3.7320467459,2.8864285926,13.876301132,1.5179023259,29.304511072,0.2586541663,5.48397579,5.0865155101,2.8429671869,0.9786370293,20.369198545,0.8654252347,2.139711063,1.5862547489,2.2797482439,49.834878753,4.5202793965,3.2393389242,3.9503343937,5.8771856965,14.34036161,1.7515045561,7.4024115221,1.4982680253,8.132233,0.8733959593,1.1955199715,0.2806951234,1.1509875938,0.756451996
10114,St. Cloud,FL,62248,154.74027486,61.054407577,90.921992719,33.355079594,15.057025643,36.173143781,7.4826299149,0.7117123895,5.3173859265,4.8728633561,0.439284023,1.4814933742,1.0951545834,4.9810521354,0.8011827451,28.427131617,4.0237097632,5.2281489811,2.4503095415,2.6910603398,0.639747776,24.306397482,0.501105804,0.9048379578,1.339662724,2.917664254,55.569216786,3.6851699688,7.5770280118,1.3360670689,1.6851022391,8.3703016394,1.2553463813,3.3199563301,1.1917379278,2.9532140181,0.6199389205,1.1988886778,1.6251929802,2.979152125,0.6794058081
10115,St. Petersburg,FL,409711,252.25693644,91.962998204,158.44423764,63.038102159,26.703200818,46.033561305,19.978083051,2.1352918422,13.657957384,9.9596896655,1.5619047469,3.0304240087,4.1075047057,12.402917432,1.8458248216,38.664790071,1.0584862458,6.3800460187,4.6347618284,3.1414225958,2.6422198695,27.550458844,4.0684834266,2.55998369,1.6857820861,5.7938896765,66.887799504,5.6928394351,7.3617378825,2.189941781,5.6381137818,30.444202684,2.7431645709,9.8093112522,2.8125115754,13.747499661,1.2215975559,2.8277421278,1.5831072591,2.1452392957,1.5294811703
10117,Stuart,FL,141056,192.93036945,60.589800288,129.68787771,48.79203329,24.193182382,45.628267247,12.146655465,0.6455330281,11.153177919,4.4672976529,1.2019752462,2.4350928395,5.2777082715,15.402612804,0.9703733759,22.524242865,0.2882045403,5.9049837481,4.1966603366,1.793800402,0.466161566,21.421057095,0.3538179109,1.9539389463,2.0905484747,4.6499748262,81.663479746,5.3112480933,6.8550773668,3.1384000722,1.9740451021,20.173399257,3.1556027236,6.8352736301,2.1431549461,10.236833019,2.2205038854,1.273394024,1.9289669168,2.0794515153,1.0936619994
10118,Sun City Center,FL,66190,232.28194139,72.633014867,156.79465794,49.358113753,25.899744401,68.801179111,23.476225929,0.9089770627,12.670339156,7.3535143298,2.7595574129,4.0228813778,4.6342678557,12.140075486,0.6451531006,26.754802079,3.1607962778,9.3806218807,4.433556647,1.4123204331,1.7800964568,28.062056236,0.8317921442,1.3672419957,1.4459166343,3.3376714396,139.82657966,5.1558987046,9.6703184317,9.4537336488,7.5909170364,19.040530532,2.5082879571,9.0787340698,1.914830328,10.023783717,0.6501358678,2.0570288917,0.6963400822,4.3527294022,0.6226047336
10119,Tallahassee,FL,409077,155.78578716,66.255311014,87.334721274,32.731007891,19.968135452,24.605086624,18.432153619,0.5601331122,7.9137681554,4.5378119988,1.0236085396,1.8863994885,3.5035898906,6.6796630089,1.2636960559,38.832676909,0.1277437829,4.1350581285,2.5513616594,1.2708292062,0.6163398919,18.235949103,0.5219628152,1.6052432191,0.7512007759,2.1626481412,34.212112732,3.8212468404,2.0205511464,1.7259672515,2.9732456865,8.2596846166,1.8923638224,7.6936305082,1.0759563274,4.5684038003,1.3365729324,1.3213237319,1.0152783502,1.4114262833,0.92566448
10120,Tamarac,FL,40629,261.3116524,76.72708459,182.10069446,63.799100468,34.695842117,63.065584229,22.15326924,0.6384511573,20.617078403,8.7051758298,2.7861055126,1.9853763478,6.1609271959,10.399046123,1.300993593,27.878270608,1.4242436677,6.7241274743,4.5130638048,3.0631553735,3.2901704094,26.631986305,1.8934700836,2.0601173207,1.708617693,5.6318346893,113.84823095,6.4880330801,11.508151939,2.7153122319,3.9510255457,28.254262841,3.7150789719,14.352071855,3.1748633144,10.933397282,0.7132235612,4.4948337389,3.6340165727,4.7981785697,0.4484859342
10121,Tampa,FL,933632,203.1746836,70.366870973,130.34698914,57.279622255,23.592199381,33.542338355,40.895211961,1.5165100399,10.060563352,6.8423607177,1.1733676231,2.0318151618,3.1909419348,9.0303134224,1.4042524234,20.982410985,2.1778366741,5.8414688234,3.9307509661,5.3322699702,2.394678369,34.516931504,1.4096783943,2.7222581632,1.1956266786,5.66183879,37.748126087,3.815887157,4.7993952938,2.8118020341,7.3256851254,15.21141168,2.5841493563,11.462676946,1.55407544,9.7250132137,2.0968201111,3.2254565765,1.3857629556,2.6286582714,0.7316339123
10122,Tarpon Springs,FL,44800,157.80968653,54.537745533,100.64010355,35.119638993,25.758783265,32.705754237,8.095883933,0.427920735,12.477504858,2.6345605027,1.4038847929,0.9745889888,3.0003987938,9.9804934953,0.6335580042,21.661594502,0.5895341899,2.1755644268,1.4990183821,1.859558543,1.0103503654,21.832573236,0.6828735029,1.629173172,0.6372563729,3.8405980276,39.896658232,8.8999150223,3.9764752533,1.7379818786,2.4632837518,10.909342599,1.9575459468,4.9580719276,1.6264010893,7.9247867516,0.3997548214,1.2636441762,0.9926177201,2.0304379328,0.2757011014
10123,Tavernier,FL,19976,238.48846706,95.783205101,141.19564213,38.85942415,26.712032904,60.249821643,25.660374812,0.5715541703,13.506376709,5.5999409571,2.0554851399,5.469369652,4.7805575412,7.3185696589,0.6470779984,41.029200416,0.5909670138,10.072898889,4.8673393012,1.1966974209,0.9262386555,31.535846876,0.9860722821,0.9624078913,3.7307154698,5.1616031964,135.01224007,4.0678154561,8.856940994,2.8021573617,2.8538719791,28.747572578,3.3826815535,9.1145377034,0.8625910624,13.62038024,0.539992484,1.2544133624,0.7093869326,2.0951428249,0.6921263298
10124,Titusville,FL,66206,175.72348765,56.029112234,117.14501548,46.001654036,27.260547,36.425180361,7.3490944036,1.1300173784,13.81138447,7.2937284836,0.682566908,2.2209608938,0.7311099613,7.4304839317,0.3988447935,18.81366315,1.148349322,5.4672596032,4.0184723778,6.4172083155,0.3448032843,26.504146732,0.2857820699,0.3844520483,0.482187538,2.9243869845,80.977478764,3.4404346587,6.4248803726,2.2580625832,3.7141658201,9.4007222441,0.8996868175,4.1642448433,3.1095119268,8.2648686744,2.0039943125,0.7054292886,0.2091475954,2.0285471601,0.4175936276
10125,Venice,FL,76435,193.23678605,60.567212896,129.75755004,47.352156583,24.065908252,44.391034194,9.7750088234,0.4829777599,11.016120591,3.9236383848,0.6780455489,1.4416953822,6.1424325618,11.845585709,1.8927486801,28.86404779,0.3066748524,4.7616636848,4.6048068429,1.8285244129,0.9798147899,19.52715372,0.2796998209,3.2904613108,1.5500858495,3.8609017244,135.66337016,4.3731451963,6.6486913111,3.5529486273,5.4095356525,18.23096704,3.1339970531,7.9590522946,1.7342337413,11.289133942,0.6384197221,2.6684490324,1.9553862993,2.950347743,0.6145483353
10126,Vero Beach,FL,112256,221.7976481,61.153708774,156.86973031,56.077440321,30.02347738,55.94718806,14.365178322,1.2713407813,17.493837538,6.5235526405,1.0451404054,2.302700361,3.4410519474,12.889351789,1.9340537546,22.104557686,1.3356780071,6.4615472273,4.8776982629,2.9367673795,1.807354757,22.285395549,0.3286602425,1.9348679492,1.2798836286,4.6834302601,111.65589882,6.154935421,8.814571243,4.6414743851,4.4907014273,19.576688711,2.7901164967,10.714542052,1.4366377999,17.788046738,1.2224678107,5.918829345,1.4133416108,3.40961675,1.8980535496
10128,West Palm Beach,FL,407671,189.68049623,62.458534748,124.7225116,45.849855443,24.269127106,40.98349602,13.637218562,0.5501578436,11.068595517,7.1002066774,1.1018863833,1.7982421316,5.3002279634,7.2449455125,1.6310924338,16.071109902,0.5578805845,4.9472489717,3.9909726514,2.8085663739,1.4910263009,31.44046237,1.8269751932,1.7859924551,1.4797907377,3.5494508241,58.956530536,6.1990110942,5.9392051445,2.9027559605,4.3677606198,14.909095549,2.4046864473,9.1935263186,1.5781429426,8.6135138275,0.6746565264,2.461290897,0.6504485995,2.4376874042,0.7775145283
10131,Winter Haven,FL,220422,149.01923632,49.111710656,97.793721246,31.236041522,24.74370778,35.570757301,7.8611309013,0.5640243327,11.655531239,6.096365742,1.3236238808,1.5880638268,1.8211835064,8.3397400352,0.6133449178,19.871395925,0.2689133745,6.6794320385,2.1006337445,1.8351236394,0.5064096118,19.290050656,1.2601975344,1.9823776814,1.0714330158,2.158250959,56.109312335,5.1923128201,4.9758282575,1.3828690431,2.7394424443,9.9473048117,1.0924974766,4.4849362624,0.3697482672,6.4059265559,0.362405513,0.9320551166,0.9431882106,1.9447437678,0.3496929451
10132,Winter Park,FL,124089,335.1722328,146.01933668,191.46723816,74.478107716,28.018505295,69.945722029,48.186524333,2.5991431843,15.483626366,18.605848143,0.5710759268,3.5111485134,7.089573758,12.835302814,1.9750403254,71.410201339,2.8929708461,8.2829634257,4.2984771195,3.8913810595,3.6373140926,42.744953433,1.1894412345,2.2254355593,0.9296905305,4.5846210811,113.44175209,7.8383898154,5.8425828505,12.502646436,8.2172921024,31.541250916,4.9326894686,13.734547262,1.3479930899,11.030448166,1.1784027132,3.8319187293,0.5468700646,4.1166332364,0.7316436916
