HSA #,HSA City,State,Resident Population (2010),"Acute Care Hospital Beds per 1,000 Residents (2012)","Hospital-based Registered Nurses per 1,000 Residents (2012)","FTE Hospital Employees per 1,000 Residents (2012)"
11116,Thomson,GA,16615,2.49040754235466,4.12272498727543,13.5993238718947
11117,Tifton,GA,57531,2.35475240563392,5.7485953225405,19.4116798024625
11118,Toccoa,GA,26175,3.5450091168168,5.78704479237786,20.4334339702036
11119,Valdosta,GA,112895,1.99442697282939,5.23616949171992,16.7747216324788
11120,Vidalia,GA,36346,2.17226423602551,4.57419096946251,17.5511395521462
11121,Vienna,GA,8975,2.39182701971731,4.15236983209616,16.9831095442642
11122,Villa Rica,GA,32782,1.75950416707201,3.41349885164527,15.6564198295819
11124,Warner Robins,GA,117899,1.98444911454862,5.46383601042908,16.8164123455063
11125,Washington,GA,12310,2.96945577178849,4.70031073974678,21.5682499485556
11126,Waycross,GA,57134,3.36064100445947,4.59586658113403,18.3407220866065
11127,Waynesboro,GA,20483,3.16988908316125,4.125460375275,14.2630309752421
11128,Winder,GA,59121,2.06106263017864,3.74830565563752,13.8475688536419
12001,Hilo,HI,130885,1.65473291416129,2.68358372795046,9.83938231843058
12003,Honolulu,HI,856806,1.26446205102548,3.00069803552469,10.3708483956289
12005,Kailua,HI,60832,1.73233912316209,2.89691532074357,12.2893294045934
12007,Kealakekua,HI,47872,1.50350019456528,4.67852862161817,13.1156857996248
12008,Kohala,HI,6322,1.15009260032093,2.3806400555186,9.39077934040688
12010,Lihue,HI,49186,1.43770918264636,3.46312723777373,16.7481476855464
12012,Wahiawa,HI,46049,1.15869372441375,2.0462547771458,7.5198452960467
12013,Wailuku,HI,144444,1.3439948396408,2.93771080402075,9.96345345897134
12014,Waimea,HI,17905,1.47758850727405,2.91350802156376,16.1533954788465
13003,Blackfoot,ID,27658,1.55764448420086,4.30680942616891,19.2414408074692
13004,Boise,ID,427213,1.25186982471496,3.8427354945743,17.9537036891561
13005,Bonners Ferry,ID,10972,2.32348368788371,3.79971100221155,15.6714560820255
13006,Burley,ID,31772,1.38882899115561,4.2792154517374,16.9537031466607
13007,Caldwell,ID,79288,2.22677539454889,5.36161348153837,19.5990952993743
13009,Coeur D'Alene,ID,142033,1.33780827176815,2.85169228690211,11.5855521361809
13010,Cottonwood,ID,2183,2.8842633185559,4.0086959360633,19.8241169233806
13012,Driggs,ID,10170,2.89070210143109,6.50592154788319,27.0834990816657
13015,Grangeville,ID,6290,4.9409556913306,7.56237507599872,29.7567546116188
13017,Idaho Falls,ID,146282,2.28355248196749,4.53315477410797,12.7451304047136
13019,Kellogg,ID,12765,2.8515003026987,4.16325538640376,17.3195332197938
13020,Lewiston,ID,51757,2.12237061045016,4.05402480025077,16.0594253961463
13021,Malad City,ID,4286,3.60397397898487,5.11066824058071,33.3289988473989
13022,McCall,ID,5781,2.51962589277537,6.15410668984987,30.3388889059424
13023,Montpelier,ID,7980,3.38984796454315,4.99695817602333,23.5853131422773
13024,Moscow,ID,37244,1.10477347947017,3.02643951779464,12.8598659007112
13025,Mountain Home,ID,30951,1.38696204169537,3.30867084674537,17.8261319312733
13026,Nampa,ID,117248,1.59916439630615,4.17764072178397,15.0179248267086
13027,Orofino,ID,8761,2.18966027500574,3.04900636675302,16.4946736716665
13028,Pocatello,ID,96570,1.4711690946715,4.18292214436224,15.3409660462057
13029,Preston,ID,12786,2.38076850166544,3.22982020839117,19.809039453743
13030,Rexburg,ID,50778,1.66551345238986,3.92494651826564,11.7094091273611
13031,Rupert,ID,11249,1.75029119207466,4.39311235008063,17.775165871717
13032,Salmon,ID,12304,2.17918806630769,4.32610551512335,17.3368313026149
13033,Sandpoint,ID,25377,1.39409601112129,3.63082807671162,13.8410954072606
13035,Soda Springs,ID,6963,4.96811647387221,7.1741038262262,32.2107328716666
13036,St. Maries,ID,4749,4.24272479029605,6.80490127124358,32.0649184323847
13037,Sun Valley,ID,22493,1.41173632189748,3.98167123677558,18.0058623808436
13038,Twin Falls,ID,120276,1.53383602274698,4.31773541803705,19.8759930056985
13039,Weiser,ID,8543,2.17538854267332,3.63325745303882,19.9467503752094
14001,Aledo,IL,12251,2.82066609463072,4.64517001021886,16.5061690395232
14002,Alton,IL,114774,3.37881369929528,4.78991003066767,14.7888388899155
14003,Anna,IL,17808,2.72062081040349,5.94522234832402,19.7011140119284
14004,Arlington Heights,IL,347283,1.40647247894958,3.05806437009596,11.0974178365432
14005,Aurora,IL,309511,1.27380486147013,3.46251284127356,11.0421591355698
14006,Barrington,IL,133797,1.54382941077347,3.75818293410703,10.020459027146
14007,Belleville,IL,288731,2.49979196803179,4.79631570429774,16.0420695301145
14008,Belvidere,IL,49003,2.13944427869865,4.52344322338467,15.4086233805865
14009,Benton,IL,10286,3.56878845175379,6.77104067825712,23.8473660328891
14010,Berwyn,IL,233069,2.24914017788251,4.00420159235364,16.4170137653127
14011,Bloomington,IL,174091,1.60394821719092,3.07426616500015,10.6550084190676
14012,Blue Island,IL,57922,2.55099920876091,4.36093790712766,14.4705438091187
14013,Breese,IL,22847,3.2326604432601,6.23546463082312,21.2860616110265
14014,Canton,IL,26541,2.42632620362565,6.53816459636437,23.2831261137035
14015,Carbondale,IL,39763,1.36200283389189,3.32027707601083,9.52643742947839
14016,Carlinville,IL,11402,2.42052829067688,3.85090455788304,15.3487729855115
14017,Carmi,IL,5792,4.12495370657416,7.35607748356415,26.7779031554237
14018,Carrollton,IL,5705,3.43743931065546,4.54346534109209,18.8587659858167
14019,Carthage,IL,14376,2.52799807861447,4.71260183030972,20.0196240877267
14020,Centralia,IL,40828,3.19653970803483,6.61699958972167,23.277725586202
14022,Chester,IL,18154,2.81958356825635,4.36694709089352,19.6678625864442
14023,Chicago,IL,2580102,2.93236745632021,5.89050459739519,19.4880638679024
14024,Chicago Heights,IL,130946,2.73676779124071,4.7468358190381,17.497546660481
14026,Clinton,IL,13830,2.73501358792419,4.49374815041665,18.379756366834
14027,Danville,IL,87433,2.52559510988067,4.76796920760535,16.3606393651571
14028,DeKalb,IL,80166,1.45584576511465,3.03892738273134,12.6301362505183
14029,Decatur,IL,145778,2.4598580490856,3.50721281749429,17.5031295628287
14031,Dixon,IL,30303,1.75066976058588,4.27950100781163,19.9340705543291
14032,Downers Grove,IL,84593,1.5001418175234,3.78999605029821,12.5542936761631
14033,Du Quoin,IL,9192,3.37057743975311,5.19977153697982,21.2188787402119
14035,Effingham,IL,59253,2.35292247764301,3.63827727298485,13.8428979516029
14036,Eldorado,IL,12903,2.62038519370253,4.86961567244725,19.1511191690806
14037,Elgin,IL,430638,1.70775107640657,3.76991972344695,11.3726095741149
14038,Elk Grove Village,IL,125279,2.12987769333995,4.29249636398163,12.8768142493209
14039,Elmhurst,IL,213146,2.02852438698756,4.35345387499547,15.9726262502372
14040,Evanston,IL,220550,1.47931362083182,4.10544061433757,14.7666526337853
14043,Fairfield,IL,9292,3.18513306224486,7.35946862329729,27.4138883266132
14044,Flora,IL,8454,4.2782826537732,4.95933892088942,30.827676649671
14045,Freeport,IL,66998,1.77895196097961,3.62670552838244,12.6696128279436
14047,Galesburg,IL,60376,2.72606148236082,4.90912541683065,16.7030197607819
14048,Geneseo,IL,20441,1.71943089154956,4.50799908989575,14.5802355323685
14049,Gibson City,IL,5405,3.43136239994783,11.03146375285,45.1870220052078
14050,Glendale Heights,IL,58507,2.44548363832291,4.53923312312691,15.337660974008
14051,Granite City,IL,53738,5.72227692540037,5.27956063032616,17.9189575321507
14052,Greenville,IL,17768,3.09983860809007,5.39395375316963,19.5182758637238
14053,Harrisburg,IL,17599,3.30333475931548,7.56277752341703,27.5946733434685
14054,Harvard,IL,15411,1.77694894006709,4.22582860395778,13.3852835462894
14055,Harvey,IL,118824,3.26726090972079,5.43368050892605,18.8190291610081
14056,Havana,IL,7410,3.32054796779994,7.11861382052302,30.3835156005807
14057,Hazel Crest,IL,130344,2.35039073921507,4.3803910263232,14.8249657902634
14058,Herrin,IL,42647,2.15657640909194,4.94171452807495,15.7707082409179
14059,Highland,IL,23704,2.56406927551143,5.16696534963558,17.4759008460678
14060,Highland Park,IL,69591,1.82864578373847,5.37054583022837,19.9760056952946
14061,Hillsboro,IL,16823,3.18978682422312,4.24323066399666,20.9921122544911
14062,Hinsdale,IL,109631,2.02788539085304,4.69550478836754,16.0319010028616
14063,Hoffman Estates,IL,105818,1.78561113387696,3.98843354173005,10.0029850425199
14064,Hoopeston,IL,8751,2.19479741415125,4.50060988083715,20.2235057533253
14065,Hopedale,IL,8113,2.83129109465517,5.0109038001392,24.2400220215786
14066,Jacksonville,IL,45737,3.05153448722558,5.08508644811809,21.5799876453821
14067,Jerseyville,IL,16602,3.9446135100734,5.85426974581787,20.7233075923286
14068,Joliet,IL,549175,1.89121138384508,3.80547498926171,12.2279039588757
14069,Kankakee,IL,126567,2.90086369018536,5.19115198700456,18.6524420147762
14070,Kewanee,IL,17180,2.66929663985502,5.71759338345146,20.5072517434601
14071,La Grange,IL,123633,2.02622721987427,4.11675077595282,14.8608510252088
14072,Lake Forest,IL,29958,1.88039611974091,5.48118437366793,18.3779945117421
14073,Lawrenceville,IL,13714,3.97813804142061,7.64836419420317,29.7415547969285
14074,Libertyville,IL,177648,1.38565809420834,3.02152689144714,10.6697288072901
14075,Lincoln,IL,23218,1.98787008406362,4.13114418863552,16.9187216332648
14076,Litchfield,IL,22961,2.40064416837413,4.11517697747331,15.2586440994637
14077,Macomb,IL,37436,2.81665548079764,4.26656870724401,19.4698714630213
14078,Marion,IL,36694,2.10134177442524,4.88783948018681,13.9608995437156
14079,Maryville,IL,93072,2.11188732864684,4.72992087830789,13.2975481419126
14080,Mattoon,IL,75192,2.20948667440098,4.91735209908802,21.7253502784297
14082,McHenry,IL,134238,1.49344095493143,3.80770242077415,11.5703438899945
14083,McLeansboro,IL,12207,2.23563586053206,3.11387776170159,13.0900705893291
14084,Melrose Park,IL,168851,2.58594796512625,4.79447999456897,16.3397558860015
14085,Mendota,IL,22552,2.22363179238164,5.52258185797837,21.1715160207823
14086,Metropolis,IL,13138,3.478779291705,5.4922825662652,21.0945633111987
14088,Monmouth,IL,17484,2.73267385322833,4.60662761330605,19.2918467393611
14089,Monticello,IL,5900,3.95623584307032,7.58039448992349,34.8122517354786
14090,Morris,IL,36527,2.39537167415256,4.81687431235332,19.0200491929427
14092,Mount Carmel,IL,11947,2.70453652081778,6.17805139726261,23.0643711676821
14093,Mount Vernon,IL,49342,2.82536364410771,5.80400319513865,17.9641475765966
14094,Murphysboro,IL,20455,2.51937090503634,6.62453850189922,19.5231649251655
14095,Naperville,IL,281630,1.13180151725828,3.39837306269328,9.91773164237384
14096,Nashville,IL,7150,4.790022810339,8.24348655052017,30.5669762133621
14097,Oak Lawn,IL,239950,2.10930894385092,5.29935300041689,15.7834601353388
14098,Oak Park,IL,77217,1.93301052863535,4.8568015905912,17.1263902999926
14099,Olney,IL,18642,3.55769866475021,7.35561473376583,25.5626884126104
14100,Ottawa,IL,38586,2.31695597758517,4.59540463180747,18.3012964848895
14101,Palos Heights,IL,172879,2.16203664470231,4.61099904112052,15.3916371576488
14102,Pana,IL,5509,5.38176026724977,7.91961878922302,36.3662575795315
14103,Paris,IL,9834,5.04308444756316,10.5455098323291,38.8616137127392
14104,Park Ridge,IL,188672,1.74291114597872,4.42089510237565,13.0479886197718
14105,Pekin,IL,61052,2.25881510440377,5.22781835641945,17.4292399398983
14106,Peoria,IL,300692,2.40545051044319,5.30838121613488,18.0454446915537
14107,Peru,IL,31221,2.60680940843304,6.01854394306429,21.6740288496949
14108,Pinckneyville,IL,10893,3.76535737351514,5.85547640017467,25.1903519928455
14109,Pittsfield,IL,13847,2.8405115614878,5.50028183782706,19.3847844169941
14110,Pontiac,IL,31542,2.28061046238872,4.14380396169145,17.0385052536149
14111,Princeton,IL,24154,2.01977463794174,4.86054521345068,19.4144292008132
14112,Quincy,IL,94414,2.95577407698147,4.93788851733552,19.4051753624808
14113,Red Bud,IL,31990,2.42274333775276,4.33308382972609,15.3587907513138
14114,Robinson,IL,16781,2.92575283403858,7.19017011160031,27.2639135741629
14115,Rochelle,IL,17483,2.44729155401001,5.78939817013452,23.7810138403438
14116,Rock Island,IL,114362,2.21528867576853,4.14213162020314,13.4996941820718
14117,Rockford,IL,342608,2.2154042176262,4.45808709703851,16.3165705907159
14118,Rosiclare,IL,4320,4.55229412735207,4.84282238187734,25.9898753610905
14119,Rushville,IL,10451,2.37983006521245,3.47127989277942,16.5795326256193
14120,Salem,IL,14303,3.53835947375046,7.41725062718615,27.2634354375768
14121,Sandwich,IL,19370,2.25577475610771,6.04806108708726,20.1167944925837
14123,Shelbyville,IL,14994,3.59905258298386,5.20696153026074,24.032304054359
14124,Silvis,IL,52077,2.54908715645433,4.49689806712558,14.6788860504748
14125,Skokie,IL,55881,1.66804819517711,4.08780585817294,12.4326147777028
14126,Sparta,IL,6666,4.99144304887159,7.91690309089608,35.639522195328
14127,Spring Valley,IL,13758,3.01190365164075,6.45854356972268,23.4173155464232
14128,Springfield,IL,250360,2.1035784947162,3.70824135953444,14.3197836166946
14130,Staunton,IL,9555,3.87256527337013,6.8697133185342,22.1981088386383
14131,Sterling,IL,50076,2.49487752857385,6.00103284837678,27.9121776383836
14132,Streator,IL,37707,2.80969673607615,4.28758200031007,18.1353910288308
14134,Taylorville,IL,21542,2.15022142193629,4.14540299749933,16.5797152556479
14136,Urbana,IL,235459,1.57210428034887,3.62654282044969,10.4102857488906
14137,Vandalia,IL,16340,2.75840775307734,5.52446434868034,19.9216482867487
14138,Watseka,IL,19678,3.38313496136107,6.33978573960485,23.9639708616305
14139,Waukegan,IL,292062,1.56432084801781,2.94884389801882,10.7882226379588
14140,West Frankfort,IL,12473,2.88510798182688,6.51047946308972,20.8075887011364
14141,Winfield,IL,206440,1.22013946951483,3.83940020992304,11.9890972464345
14143,Woodstock,IL,26950,2.51427455066005,5.94569128268631,18.4974775540177
14146,Eureka,IL,6405,2.99833592315554,5.28390434733592,19.3538263984956
14147,Geneva,IL,150047,1.20994613409857,3.10915493633365,9.73229119216558
15001,Anderson,IN,165774,2.86316903939587,5.22731489443686,17.8960340176709
15002,Angola,IN,26234,2.54338976487634,5.79090700397501,20.8596650618128
15003,Auburn,IN,42246,2.0390372935799,4.0514212018461,15.2285138466395
15004,Batesville,IN,21758,1.97206531732809,5.68023819650989,22.856567035662
15005,Bedford,IN,56607,1.99984192798729,5.06185007706517,20.4079873003066
15006,Beech Grove,IN,196150,1.70893368359248,5.5786259380402,17.3126142004039
15007,Bloomington,IN,181645,1.49228573622531,3.70418657452683,13.5348517636303
15008,Bluffton,IN,32182,2.2199199218303,3.70899985198048,12.1156881051138
15009,Boonville,IN,16787,2.81128107663244,5.20890324783977,18.0579321482219
15010,Brazil,IN,19682,3.33997235493734,5.97873263503425,19.0320863751695
15011,Bremen,IN,15132,1.73867919291661,3.19724329272867,10.2712114389287
15012,Charlestown,IN,18222,3.94345961345243,5.09564953710651,18.3127708646934
15013,Clinton,IN,28405,2.28620780969504,4.89817019359907,16.646136915544
15014,Columbia City,IN,32836,1.87484804051928,3.72685387224192,11.611854107352
15015,Columbus,IN,89164,1.5966326794296,3.75233984377701,14.49197621434
15016,Connersville,IN,28172,2.65707172022667,5.88801978435367,26.2195889165159
15017,Corydon,IN,46046,1.42031782881531,3.35947842473979,14.6132517685182
15018,Crawfordsville,IN,34912,2.25657634460367,4.30723557004239,18.0970428935252
15019,Crown Point,IN,98767,2.53724962304113,4.26385847758502,16.2400726964697
15020,Danville,IN,95865,1.85923528615967,4.47761235269718,16.0123791506048
15021,Decatur,IN,34387,1.38382093519613,3.78885215811897,11.3491604195442
15022,Dyer,IN,55956,2.26914362749085,3.91546541935531,16.1184245585464
15023,East Chicago,IN,29698,3.13709284458309,5.69738226133632,18.9921009873506
15024,Elkhart,IN,113667,1.83521903303335,3.6851352941303,14.1795853396179
15025,Elwood,IN,16879,2.25419380515814,4.40897418791428,15.6803502404364
15026,Evansville,IN,292765,2.15020727238152,4.31217741867295,14.6311237728223
15027,Fort Wayne,IN,384328,2.05702202263637,3.97046913765371,11.597717979108
15028,Frankfort,IN,28143,2.34968151387875,5.4168866922264,16.2316376720555
15029,Franklin,IN,52924,2.38049697459792,4.26715133799007,17.378214889206
15030,Gary,IN,218934,2.92267851048382,5.28625202889089,18.0051843146794
15031,Goshen,IN,105329,1.62847132331808,3.8591075722652,14.1617831934709
15032,Greencastle,IN,31400,2.29062054672977,5.99510702391854,20.8797657035757
15033,Greenfield,IN,70889,1.49833978495735,4.7592485625064,15.3917266625213
15034,Greensburg,IN,21973,1.98257259096135,6.8362966546556,24.1109868062194
15035,Hammond,IN,91726,2.66267885905108,5.28203349758405,18.7192634893581
15036,Hartford City,IN,12766,3.07234496597084,6.63557281816611,21.6616264488548
15037,Huntingburg,IN,24427,2.27976794706774,5.28888216998894,21.042620916618
15038,Huntington,IN,29231,2.181988033175,4.61524307343643,14.6396306670504
15039,Indianapolis,IN,1050006,1.97919007687597,5.63533096475294,18.0525351541582
15040,Jasper,IN,33001,2.16858286049683,5.14619505958399,19.4530314023141
15041,Jeffersonville,IN,91330,2.11244642495876,4.42796846281271,16.4088803331833
15042,Kendallville,IN,21839,2.72413327114191,5.16668469127035,15.9910250101238
15043,Knox,IN,20746,2.48344674112741,4.72414545260835,19.1651098399889
15044,Kokomo,IN,108066,2.59537542558974,4.70172882522456,15.5543869825779
15045,Lafayette,IN,215651,1.80011654183909,4.37031454761745,15.2399153284496
15046,Lagrange,IN,32735,1.69472820387455,3.43482653438696,10.5300764995627
15047,Laporte,IN,61522,2.6198115562147,4.63095630920725,22.0162994835991
15048,Lawrenceburg,IN,44170,2.949121401296,6.1195313470671,25.4758744123392
15049,Lebanon,IN,29852,1.89478364001843,4.91393622470787,18.4585351571441
15050,Linton,IN,14517,3.1752638501639,7.17097885895055,23.5685298887547
15051,Logansport,IN,28463,3.74891545809805,6.13302830664907,24.987394064432
15052,Madison,IN,64106,2.1107658422261,4.08663974667434,19.9530673441477
15053,Marion,IN,73408,1.92855811906338,5.18408821104094,18.2123559620231
15054,Martinsville,IN,48245,2.61207351446501,4.19905797153478,14.3276469780831
15055,Michigan City,IN,58738,2.24582235247362,1.86655585738481,15.9605898478767
15056,Monticello,IN,21772,2.4257799834013,5.59537381748669,20.2705939842854
15057,Muncie,IN,148356,2.12123648801935,4.20929396024439,14.1469044991536
15058,Munster,IN,145906,2.40906219385215,4.8336087478674,17.348066507373
15059,New Albany,IN,75258,1.99153366216342,4.6627601228538,16.836201187456
15060,New Castle,IN,36137,3.01364293758525,5.54037711408455,20.901859606849
15061,Noblesville,IN,103932,1.6821593863715,3.75346040082513,15.2393697528169
15062,North Vernon,IN,19922,2.95731429249281,5.39342995511834,20.3235062295571
15064,Paoli,IN,13167,3.0009176073072,6.15229855180951,26.6862741832156
15065,Peru,IN,28387,2.36416091164574,5.16169051220641,19.0450870492496
15066,Plymouth,IN,25841,2.1824258180859,4.22411779739195,13.9925794537412
15067,Portland,IN,16094,2.47257292582071,5.63231874885969,23.1381534852553
15068,Princeton,IN,15679,2.28004146419698,4.79033681307919,19.9305830891244
15069,Rensselaer,IN,23273,1.59839719624142,4.39087673189351,16.5986739108339
15070,Richmond,IN,83050,1.70030877942918,4.18568995181704,19.572243130533
15071,Rochester,IN,23991,1.99791331904999,4.72026886092499,17.261335331481
15072,Rushville,IN,13784,3.1048872959509,6.54168178176042,28.0749187660404
15073,Salem,IN,28262,2.22507220317493,4.12993240688229,15.2982012369903
15074,Seymour,IN,42376,2.62882563093444,5.64917038881686,21.8413197789341
15075,Shelbyville,IN,35010,2.84668067324674,6.64697422058089,25.442465699045
15076,South Bend,IN,248033,1.89347368622839,3.93375504482538,12.7423833160428
15077,Sullivan,IN,21475,3.00752012658631,6.25709078210639,18.367863827385
15078,Tell City,IN,19338,2.86856824537972,6.74378286954015,24.4393339224625
15079,Terre Haute,IN,136461,2.41794303336064,4.80250557890395,15.3825433715247
15080,Tipton,IN,9508,3.36788423912367,8.35188321431633,33.6625904636458
15082,Valparaiso,IN,126521,1.90133337094449,4.29084075812716,13.9671182474121
15083,Vincennes,IN,50896,2.52346464476432,6.02649252786068,22.6638353499584
15084,Wabash,IN,32888,1.77730967364914,3.78660223679617,14.6782351726433
15085,Warsaw,IN,59286,1.80160719172272,3.49915498084738,12.5593450051965
15086,Washington,IN,34317,1.95267211581813,5.47911330102943,17.9954510841053
15087,Williamsport,IN,8508,1.6753665471042,3.55585803647409,14.2244134407956
15088,Winamac,IN,15410,3.08639102522284,6.92369181476533,23.9222235775087
15089,Winchester,IN,5753,3.26811471109977,8.46963309589773,31.2503487735521
15091,Mishawaka,IN,32072,1.4904090880882,3.16997270745924,10.3792292750441
15093,Scottsburg,IN,18442,2.81411900123931,5.78401331818895,23.0006927109789
16001,Albia,IA,7970,2.76748449334991,4.75415334041463,17.3968889014795
16002,Algona,IA,10578,2.69479808077449,6.20624758891063,21.4245129902847
16003,Ames,IA,84810,1.79648356299731,3.22946564652375,11.9060540731298
16005,Atlantic,IA,13956,2.75077239703387,8.68812637636438,29.1333080469631
16006,Audubon,IA,6119,4.24149724788731,5.38324686477426,19.5939644756727
16008,Bloomfield,IA,8753,3.52508700441103,5.96369771799073,23.1715291622095
16009,Boone,IA,21312,2.51128238381352,5.8776349745458,21.6550180311315
16010,Britt,IA,5276,2.17903034802293,3.81350171694066,14.9838172851596
16011,Burlington,IA,52996,3.52997805370251,4.89637138805119,21.7298417279962
16012,Carroll,IA,22190,2.38828732445836,4.2878942185198,15.693763667834
16013,Cedar Falls,IA,47106,1.91025769039697,2.95234610061743,12.2246174335014
16014,Cedar Rapids,IA,281668,1.86355995760823,4.64264559815638,17.3047804986127
16015,Centerville,IA,12887,2.93634274590295,5.03755280125188,20.4637580979615
16017,Charles City,IA,13501,2.87701872547041,6.28017702070065,22.710496224463
16018,Cherokee,IA,14689,1.85350815775746,4.18111566634616,13.4374146489426
16019,Clarinda,IA,9865,3.03321163050714,5.90613468876109,25.4460750368889
16020,Clarion,IA,3296,3.64701473031892,9.36312649806496,38.2194079761393
16021,Clinton,IA,51259,3.02636357306619,5.85148190334439,18.9592350749299
16022,Corning,IA,6767,4.21255658724112,6.98744048940716,27.5619021058083
16023,Corydon,IA,6099,4.01451596966945,7.62207249796484,30.244752985891
16024,Council Bluffs,IA,104696,2.47641207568813,4.52261660981458,13.9347429975169
16025,Cresco,IA,6849,3.02804555918556,6.93783332005842,22.3399770830292
16026,Creston,IA,14378,1.89338094544655,4.40608507033903,19.6797724310309
16027,Davenport,IA,178692,2.13475313931121,3.78980190641596,11.2237418515142
16029,Decorah,IA,21056,1.4435107416648,4.16759010899113,15.4453602556605
16030,Denison,IA,13348,3.21474617393687,6.67194682010449,23.891469015507
16031,Des Moines,IA,623520,1.99993401273969,3.68211734460783,13.5894193132408
16032,Dubuque,IA,133833,2.55329809486284,4.24605090299156,13.966054407414
16033,Eldora,IA,2964,3.69276720861671,6.48741550912382,23.7824267221149
16034,Elkader,IA,3320,3.75866762577789,5.03022988827433,18.6607278983574
16035,Emmetsburg,IA,7781,2.9836454068427,6.02996371348854,21.4936624318361
16036,Estherville,IA,8373,4.73175356315915,10.9115791743388,38.07851973176
16037,Fairfield,IA,19705,2.27540702588158,4.89495553710731,18.1770650325343
16039,Fort Dodge,IA,43920,2.34201316468534,4.84475166205084,16.127608169103
16040,Fort Madison,IA,17339,3.02302859831252,5.6497361655347,24.2012353611644
16041,Greenfield,IA,4789,3.85019065267988,6.1978562977165,24.5021555065177
16042,Grinnell,IA,26070,2.28585362571175,4.91229558683699,19.3931762380525
16044,Guthrie Center,IA,2295,5.21169042977272,7.0264407650684,28.6933732307516
16045,Guttenberg,IA,2577,6.33529258950148,8.35958200134337,30.7718433183618
16046,Hamburg,IA,5356,4.40775086957728,7.56035790342139,26.9148336150683
16047,Hampton,IA,8073,2.69577633056906,4.26256733835908,17.843936187448
16048,Harlan,IA,11903,3.13004433485912,7.7412204152788,29.1833206338342
16050,Hawarden,IA,4114,3.65917853600695,5.0456263377564,17.3531703699846
16051,Humboldt,IA,9815,2.5409725017671,3.95249690700439,14.9076812294079
16052,Ida Grove,IA,4539,5.21842292137444,9.02408409060445,32.604811837431
16053,Independence,IA,9153,3.39575868911925,6.1059000165551,25.5348496031947
16054,Iowa City,IA,175147,1.79443255157094,4.07489621354034,14.0982981341658
16055,Iowa Falls,IA,9047,2.68022748996736,5.90838278346928,20.976868676953
16056,Jefferson,IA,7487,3.86214589627343,7.41594035224989,27.094799521612
16057,Keokuk,IA,25662,2.43197982117999,4.77411587862298,18.6576408331748
16058,Keosauqua,IA,7570,3.39103228168096,5.53430515143555,25.6825312732253
16059,Knoxville,IA,13320,2.70403880719095,6.84012789005646,25.2396886462811
16060,Lake City,IA,12317,3.21475903256214,5.31887766299769,23.9177322646137
16061,Le Mars,IA,13203,3.03987384194625,7.53418477525702,26.9389956658706
16062,Leon,IA,8457,3.28029480241821,4.24604063952575,16.5235497499816
16063,Manchester,IA,21116,1.90312654465379,5.78825590736233,20.1706146597862
16064,Manning,IA,4223,4.40226524672471,6.41415852098726,34.4444292527623
16065,Maquoketa,IA,11568,3.4932862688438,6.31126909644809,20.8215026245452
16067,Marshalltown,IA,54675,2.34038886640337,4.14111888164189,16.6244677526411
16068,Mason City,IA,88645,2.51513625183725,5.12771904061083,20.3605133113451
16069,Missouri Valley,IA,14928,3.11395146392169,7.24533381959191,25.1613312901463
16072,Mount Pleasant,IA,16481,1.84800775420445,3.77960654359777,14.1451785467798
16073,Muscatine,IA,35492,2.50156617321773,4.72623012046097,17.4388489439152
16075,New Hampton,IA,12657,2.22455356331193,3.76767089715577,14.8254550610436
16076,Newton,IA,15800,3.39066078531323,5.9285482444684,22.5704489613418
16077,Oelwein,IA,10287,3.90460646085558,5.39677403244423,23.3589839667547
16078,Onawa,IA,10950,3.04926317988429,6.40681870497065,24.5783492317423
16079,Orange City,IA,12605,2.06304128680495,6.45376036886591,20.9492301277351
16080,Osage,IA,10776,3.13972334080609,4.57718952983851,21.5690917412285
16081,Osceola,IA,9286,3.04729045293061,5.43060480576241,19.5798443565145
16082,Oskaloosa,IA,18966,1.50902407309331,5.06104156724177,18.6024779598229
16083,Ottumwa,IA,35625,3.4962832799356,6.24447506939759,24.1537176661659
16084,Pella,IA,9991,2.90235114647658,8.6456877104938,41.2021848359145
16085,Perry,IA,7812,3.61909150044085,6.60084861185169,21.7627619188279
16086,Pocahontas,IA,5124,3.92979609413305,6.16474857192952,22.5049938322045
16088,Primghar,IA,3807,4.49754607141949,10.4024059240473,35.1701564174145
16089,Red Oak,IA,10740,3.35879856196698,8.02492392610293,28.3148692159448
16091,Rock Valley,IA,6115,3.60182356767473,6.28748979704687,23.7810465188231
16092,Sac City,IA,2694,4.86661138205091,7.84325263445498,26.7533572933171
16093,Sheldon,IA,5114,5.99790080223465,17.4605963018257,56.9075508168899
16094,Shenandoah,IA,9989,4.27916952979285,9.86734785221051,35.1384838256054
16095,Sibley,IA,6462,3.47258283753763,5.13073166727554,19.2240497174207
16097,Sioux Center,IA,10870,2.02850052725989,5.28563469165238,21.0224704844877
16098,Sioux City,IA,151173,2.31845775878173,4.22607652709121,14.3957299533067
16099,Spencer,IA,23103,2.49383322789799,5.51608461467549,19.0168513592798
16100,Spirit Lake,IA,16667,2.28294655508944,5.4528245346155,18.2984252879396
16101,Storm Lake,IA,23150,1.97617657064984,5.66696314600995,19.6761752106249
16103,Sumner,IA,2058,5.19476348761236,7.71817856741836,32.9787744358182
16105,Washington,IA,12194,2.30495398855419,5.24327550415182,18.5015044033062
16106,Waterloo,IA,123176,2.85445712870569,4.91887609049445,21.8644479138311
